Date;ER;DD;dflows;LER;dLER;dPoil;dDate;match
10.08.2004;29.2491;0.27111744;0.001003575;3.375848804;0.248864066;3.437249865;5;1501
15.08.2004;29.2579;0.270404066;0.000968612;3.376149623;0.030081871;0.668898815;5;1506
20.08.2004;29.2325;0.272220157;0.001673344;3.375281104;-0.086851865;3.033966011;5;1511
25.08.2004;29.2208;0.272815947;0.00049079;3.374880784;-0.040031958;-4.21330677;5;1516
01.09.2004;29.2591;0.274059341;-0.000312333;3.376190636;0.130985195;-7.710061822;7;1523
05.09.2004;29.2307;0.271997357;-0.002313332;3.375219527;-0.097110957;6.304557307;4;1527
10.09.2004;29.2173;0.271709366;0.001835269;3.374761;-0.045852725;-2.242460378;5;1532
15.09.2004;29.2162;0.271721075;0.001055838;3.37472335;-0.003764964;-0.265732733;5;1537
20.09.2004;29.2214;0.272836458;0.001682894;3.374901318;0.017796761;4.122829804;5;1542
25.09.2004;29.2151;0.272317793;-0.00113979;3.374685699;-0.021561866;7.703841357;5;1547
01.10.2004;29.2224;0.274266303;0.002923945;3.374935538;0.024983957;2.609120323;6;1553
05.10.2004;29.2159;0.27748451;0.004457374;3.374713082;-0.022245685;-1.625365597;4;1557
10.10.2004;29.2218;0.272572913;-0.002992941;3.374915006;0.020192444;4.147723841;5;1562
15.10.2004;29.1154;0.272148006;0.001259286;3.371267244;-0.364776225;4.647361343;5;1567
20.10.2004;29.1175;0.272778819;0.000444108;3.371339368;0.007212418;-4.178881008;5;1572
25.10.2004;28.9989;0.271988027;0.000401754;3.367257898;-0.408146976;6.051703388;5;1577
01.11.2004;28.7655;0.271006066;0.001456911;3.359176752;-0.808114583;-8.208508776;7;1584
05.11.2004;28.765;0.2699391;0.001881455;3.35915937;-0.001738208;-6.078036484;4;1588
10.11.2004;28.6502;0.268277737;0.000459585;3.355160424;-0.399894638;-4.628888192;5;1593
15.11.2004;28.6651;0.266096524;-0.000746971;3.355680355;0.051993099;-4.587092571;5;1598
20.11.2004;28.5455;0.267220087;0.002196134;3.351499305;-0.418104946;-1.290654711;5;1603
25.11.2004;28.4144;0.267818724;0.001367836;3.346896059;-0.460324655;4.364154526;5;1608
01.12.2004;28.1496;0.264234818;-0.000303802;3.337533145;-0.936291402;3.707966521;6;1614
05.12.2004;27.9271;0.260764449;-0.000710626;3.329597544;-0.793560133;-13.90048246;4;1618
10.12.2004;28.0293;0.258121351;-0.000589222;3.333250392;0.365284806;-0.41655879;5;1623
15.12.2004;27.9955;0.25902928;0.001989292;3.332043783;-0.120660865;-3.450448447;5;1628
20.12.2004;27.8821;0.256411784;-0.001435533;3.327984906;-0.405887711;15.0866097;5;1633
25.12.2004;27.8251;0.255573719;0.002124932;3.325938491;-0.204641482;-6.649119273;5;1638
01.01.2005;27.7487;0.254291144;0.006547559;3.323188992;-0.27494988;-1.223638691;7;1645
15.01.2005;27.9469;0.252637624;-0.001719163;3.330306281;0.711728886;13.95434348;14;1659
20.01.2005;28.1573;0.254503309;-0.000363886;3.337806646;0.75003649;-1.319860779;5;1664
25.01.2005;28.0157;0.256058047;0.003140035;3.332765067;-0.504157869;1.276144931;5;1669
01.02.2005;28.1136;0.256178449;0.000271605;3.336253445;0.34883777;-2.725930557;7;1676
05.02.2005;27.9833;0.253722624;0.000546139;3.331607904;-0.464554135;-3.149507237;4;1680
10.02.2005;28.133;0.25408213;0.00102367;3.336943265;0.533536085;-1.495005653;5;1685
15.02.2005;28.0306;0.252207078;0.000306032;3.333296771;-0.364649394;4.64451289;5;1690
20.02.2005;27.9359;0.250567131;0.00053258;3.3299126;-0.338417054;2.023865365;5;1695
25.02.2005;27.745;0.251413592;0.00247126;3.323055644;-0.685695626;8.075376464;5;1700
01.03.2005;27.7007;0.250868798;-0.000112917;3.321457684;-0.159796015;1.791332996;4;1704
05.03.2005;27.7518;0.248102376;-0.000348918;3.323300703;0.184301932;5.35946538;4;1708
10.03.2005;27.5562;0.248641149;0.002944465;3.316227556;-0.70731473;2.280472658;5;1713
15.03.2005;27.477;0.247058012;-0.000125545;3.313349291;-0.287826456;-0.797851899;5;1718
20.03.2005;27.4827;0.245681997;-0.000293288;3.313556716;0.020742471;4.284676891;5;1723
25.03.2005;27.697;0.24566173;-0.00149695;3.321324104;0.776738828;-6.793532426;5;1728
01.04.2005;27.8548;0.246996498;0.00179392;3.327005303;0.568119933;1.648232823;7;1735
05.04.2005;27.8926;0.253030774;0.007950243;3.328361421;0.135611726;4.948783238;4;1739
10.04.2005;27.8789;0.244092438;-0.007284226;3.32787013;-0.049129036;-6.177648309;5;1744
15.04.2005;27.8291;0.243718208;0.001898607;3.326082236;-0.17878945;-4.593140479;5;1749
20.04.2005;27.7543;0.243453565;0.000326222;3.323390783;-0.269145267;1.148527477;5;1754
25.04.2005;27.7304;2.43E-01;-0.0000859;3.322529284;-0.086149881;5.216906751;5;1759
01.05.2005;27.7726;0.244963909;0.004488084;3.324049923;0.152063882;-5.315399815;6;1765
05.05.2005;27.7896;0.245988915;0.001650047;3.32466185;0.061192683;-0.7517345;4;1769
10.05.2005;27.7852;0.24255022;-0.000673665;3.324503505;-0.015834515;-1.299108907;5;1774
15.05.2005;27.9237;0.241560092;-0.000861756;3.329475791;0.497228577;-4.758389141;5;1779
20.05.2005;27.9608;0.24245588;0.000778679;3.330803529;0.132773866;-1.017820492;5;1784
25.05.2005;28.0327;0.242660458;-0.000900532;3.333371686;0.256815664;0.785483287;5;1789
01.06.2005;28.1946;0.244280399;0.000215751;3.33913047;0.575878434;4.162522439;7;1796
05.06.2005;28.3761;0.245281953;0.001207568;3.345547242;0.641677132;3.976667113;4;1800
10.06.2005;28.4457;2.44E-01;0.0000497;3.347997007;0.244976522;0.116890721;5;1805
15.06.2005;28.5658;2.43E-01;-0.0000917;3.352210198;0.421319129;4.119575644;5;1810
20.06.2005;28.5841;0.243161893;0.000678381;3.352850619;0.064042109;6.15913574;5;1815
25.06.2005;28.6787;0.243252377;-0.000378207;3.356154687;0.330406777;0.193067195;5;1820
01.07.2005;28.6282;0.244379724;0.002198587;3.354392246;-0.176244093;-2.972013386;6;1826
05.07.2005;28.8005;0.24480398;-0.00067149;3.360392748;0.600050208;3.147206143;4;1830
10.07.2005;28.8374;0.242968158;0.001799069;3.361673156;0.128040768;0.732476243;5;1835
15.07.2005;28.6679;0.241940944;0.001353059;3.35577803;-0.589512587;-1.329388128;5;1840
20.07.2005;28.7252;0.242625977;0.000806527;3.357774786;0.199675637;-0.070459753;5;1845
25.07.2005;28.5792;0.242062095;0.000794815;3.352679181;-0.509560578;0.404467271;5;1850
01.08.2005;28.6341;0.244406761;0.002513941;3.354598315;0.191913478;4.780353377;7;1857
05.08.2005;28.4854;0.244592802;0.003136491;3.349391675;-0.520663997;1.412100879;4;1861
10.08.2005;28.3791;0.242408724;-0.000223041;3.345652959;-0.373871656;3.51709535;5;1866
15.08.2005;28.3122;0.240539032;0.000587953;3.343292807;-0.236015159;6.876988119;5;1871
20.08.2005;28.6003;0.240841591;-0.001314345;3.353417207;1.012440012;-8.54717308;5;1876
25.08.2005;28.5844;0.24229906;0.000768563;3.352861114;-0.055609282;5.51320707;5;1881
01.09.2005;28.5566;0.243946409;0.001881619;3.351888083;-0.09730317;2.347703434;7;1888
05.09.2005;28.3037;0.242720489;0.001764312;3.342992538;-0.889554461;-1.280620138;4;1892
10.09.2005;28.2517;0.240082998;0.000128673;3.341153633;-0.183890538;-6.726145671;5;1897
15.09.2005;28.316;0.241157829;0.00075667;3.343427016;0.227338314;0.064850845;5;1902
20.09.2005;28.4582;0.240987763;-0.000843594;3.348436344;0.500932809;3.722395722;5;1907
25.09.2005;28.432;0.240187095;-0.000675892;3.347515271;-0.092107259;0.932552608;5;1912
01.10.2005;28.5348;0.240981529;0.001023116;3.351124395;0.360912362;-4.137650054;6;1918
05.10.2005;28.643;0.243378192;0.00221122;3.354909085;0.378469018;-4.704225698;4;1922
10.10.2005;28.4577;0.238966229;-0.000549759;3.348418774;-0.649031099;-3.228856827;5;1927
15.10.2005;28.5861;0.2378993;-0.00057958;3.352920586;0.450181148;3.751403317;5;1932
20.10.2005;28.6715;0.239150686;0.000300712;3.355903598;0.298301233;-2.295823988;5;1937
25.10.2005;28.6248;0.239646497;0.00060841;3.354273475;-0.163012307;-0.846511058;5;1942
01.11.2005;28.503;0.239800817;0.000695975;3.350009345;-0.426413006;1.429703106;7;1949
05.11.2005;28.5544;0.239779671;0.002268555;3.35181104;0.180169492;1.830249361;4;1953
10.11.2005;28.828;0.240843219;-0.000335427;3.361347137;0.953609725;-3.138582708;5;1958
15.11.2005;28.825;0.238797763;0.000685408;3.361243066;-0.010407091;-6.459628287;5;1963
20.11.2005;28.8436;0.239200938;0.000879008;3.361888131;0.06450651;-0.556071869;5;1968
25.11.2005;28.741;0.240962857;0.002238022;3.358324675;-0.35634565;-0.727547282;5;1973
01.12.2005;28.7792;0.242428039;0.001735019;3.359652904;0.132822923;-0.300018976;6;1979
05.12.2005;28.9646;0.242824182;0.000100853;3.366074395;0.642149069;3.06976767;4;1983
10.12.2005;28.9258;0.240641919;0.002200649;3.36473393;-0.134046425;2.428832177;5;1988
15.12.2005;28.661;0.240563089;0.002299449;3.355537314;-0.919661681;5.75039717;5;1993
20.12.2005;28.64;0.240571029;0.000428271;3.354804342;-0.073297153;-6.053023124;5;1998
25.12.2005;28.7799;0.237879518;-0.000456266;3.359677227;0.487288473;2.13430802;5;2003
01.01.2006;28.7825;0.23690676;0.005992528;3.359767564;0.009033675;0.730311019;7;2010
15.01.2006;28.474;0.235782035;-0.000315212;3.34899139;-1.077617337;8.673702659;14;2024
20.01.2006;28.2863;0.234111963;0.000156232;3.342377588;-0.66138017;1.090144298;5;2029
25.01.2006;27.9898;0.233317654;0.001162003;3.331840158;-1.05374304;0.282441738;5;2034
01.02.2006;28.1305;0.23385261;0.001240335;3.336854397;0.501423887;-0.992056007;7;2041
05.02.2006;28.1732;0.233134613;-0.000206947;3.338371171;0.15167745;0.47363524;4;2045
10.02.2006;28.2496;0.231332705;-0.000402118;3.341079298;0.270812674;-4.493871512;5;2050
15.02.2006;28.1844;0.229410891;-0.000402763;3.338768633;-0.231066481;-4.085631691;5;2055
20.02.2006;28.2182;0.228026628;-0.000550646;3.33996716;0.119852645;0.120058329;5;2060
25.02.2006;28.1827;0.22727859;0.0002953;3.338708315;-0.125884533;0.632210564;5;2065
01.03.2006;28.1211;0.228041235;0.001368894;3.336520184;-0.218813027;1.806108678;4;2069
05.03.2006;27.9305;0.229399152;0.004627657;3.329719282;-0.680090255;4.080861203;4;2073
10.03.2006;28;0.225366962;-0.003893124;3.33220451;0.248522848;-5.699783576;5;2078
15.03.2006;27.9929;0.223972619;-0.000416035;3.331950907;-0.025360358;5.8923073;5;2083
20.03.2006;27.7028;0.221489948;0.000498439;3.321533491;-1.041741547;1.826462272;5;2088
25.03.2006;27.847;0.221048562;-0.001737954;3.326725241;0.519174953;-2.841372313;5;2093
01.04.2006;27.6996;0.222345873;0.004273349;3.321417973;-0.530726799;6.564097345;7;2100
05.04.2006;27.6921;0.222762971;0.000219346;3.321147174;-0.02707987;-0.030330604;4;2104
10.04.2006;27.6077;0.218588393;-0.00149807;3.318094719;-0.305245464;1.773949105;5;2109
15.04.2006;27.7002;0.214792159;-0.002293547;3.321439633;0.334491406;3.340970074;5;2114
20.04.2006;27.465;0.214727419;0.000986302;3.312912467;-0.852716659;4.646105859;5;2119
25.04.2006;27.4331;0.214699425;0.000498554;3.311750314;-0.116215328;1.732058302;5;2124
01.05.2006;27.2739;0.212759329;0.001243538;3.305930201;-0.582011258;-2.47771213;6;2130
05.05.2006;27.2085;0.210920672;-0.001424427;3.303529424;-0.240077645;-0.430586123;4;2134
10.05.2006;27.0801;0.208741779;0.001114732;3.298799141;-0.473028368;-1.74112795;5;2139
15.05.2006;26.9431;0.206616593;-0.000453262;3.293727235;-0.507190591;0.986618292;5;2144
20.05.2006;26.9987;0.203719966;-0.002657458;3.295788717;0.206148181;-5.639968846;5;2149
25.05.2006;27.0168;0.202763614;-0.001403311;3.296458895;0.067017803;1.560691278;5;2154
01.06.2006;26.9355;0.201640732;0.000143776;3.293445119;-0.301377556;-1.293945417;7;2161
05.06.2006;26.8868;0.200022435;-0.000870681;3.29163546;-0.180965932;1.250108199;4;2165
10.06.2006;27.0079;0.195600688;-0.0021465;3.296129416;0.449395595;-3.96534288;5;2170
15.06.2006;27.0895;0.195758197;-0.000552765;3.299146199;0.301678313;-0.36563112;5;2175
20.06.2006;27.0379;0.195189458;0.00065265;3.297239585;-0.190661349;1.334161694;5;2180
25.06.2006;27.0491;0.194533081;-0.000167972;3.297653733;0.041414758;4.706751086;5;2185
01.07.2006;26.9423;0.193732942;0.001692932;3.293697542;-0.395619077;4.796880889;6;2191
05.07.2006;26.8397;0.192424645;-0.00126498;3.289882135;-0.381540755;0.205212467;4;2195
10.07.2006;26.8781;1.90E-01;-0.0000785;3.291311829;0.142969394;1.316969683;5;2200
15.07.2006;26.9631;0.187643197;-0.000594792;3.294469265;0.315743596;1.459488985;5;2205
20.07.2006;27.0554;0.188265738;-0.001546745;3.297886616;0.341735109;-4.9175723;5;2210
25.07.2006;26.9223;1.87E-01;0.00000797;3.292954939;-0.493167622;0.654097385;5;2215
01.08.2006;26.8197;0.188078329;0.002529378;3.289136692;-0.381824735;3.623387385;7;2222
05.08.2006;26.771;0.183548471;-0.0029018;3.287319212;-0.181748003;2.026156846;4;2226
10.08.2006;26.7391;0.182347415;-0.000570156;3.286126914;-0.119229842;2.562583605;5;2231
15.08.2006;26.8189;0.18129805;-0.000410029;3.289106863;0.297994918;-5.894892461;5;2236
20.08.2006;26.7364;0.181298602;0.001396223;3.286025933;-0.308093;-4.661037844;5;2241
25.08.2006;26.7863;0.181154856;-0.000425205;3.287890563;0.186462994;1.382055562;5;2246
01.09.2006;26.7295;0.181329345;0.000729119;3.285767824;-0.212273838;-5.380270599;7;2253
05.09.2006;26.7222;0.181298207;-0.000576612;3.285494681;-0.027314379;1.408887408;4;2257
10.09.2006;26.7625;0.17879047;-0.000601086;3.287001654;0.150697331;-6.160878417;5;2262
15.09.2006;26.8015;1.78E-01;-0.0000885;3.288457856;0.145620218;-6.020817104;5;2267
20.09.2006;26.7715;1.78E-01;0.000022;3.287337889;-0.111996726;2.871942333;5;2272
25.09.2006;26.6712;0.177532623;0.000426611;3.283584332;-0.375355728;-6.117459708;5;2277
01.10.2006;26.7799;0.177529981;0.000815241;3.287651606;0.406727457;3.130224601;6;2283
05.10.2006;26.7671;0.177392799;-0.001311093;3.287173521;-0.047808468;-8.348192637;4;2287
10.10.2006;26.8919;0.175831997;-0.000540276;3.291825126;0.465160458;5.963355191;5;2292
15.10.2006;26.9314;0.174048857;-0.000129381;3.293292892;0.146776608;-2.356666443;5;2297
20.10.2006;26.9351;0.173918191;-0.000470955;3.293430269;0.013737666;-0.224894135;5;2302
25.10.2006;26.9307;0.174307475;0.000214795;3.2932669;-0.016336897;-2.064815265;5;2307
01.11.2006;26.7811;0.175219009;0.003628424;3.287696415;-0.557048495;-0.763159263;7;2314
05.11.2006;26.7007;1.73E-01;-0.0000935;3.284689782;-0.300663256;0.231337411;4;2318
10.11.2006;26.6982;0.172713441;0.000159472;3.284596147;-0.009363489;5.968316961;5;2323
15.11.2006;26.6509;1.71E-01;-0.0000365;3.282822921;-0.177322625;-3.094958809;5;2328
20.11.2006;26.6888;1.71E-01;0.0000876;3.284244002;0.14210806;-1.549069354;5;2333
25.11.2006;26.5199;0.170316693;0.000985983;3.277895395;-0.634860717;4.610532936;5;2338
01.12.2006;26.3081;0.169999251;0.001221133;3.269876877;-0.801851801;7.516030173;6;2344
05.12.2006;26.2056;0.169230588;0.000399297;3.265973128;-0.390374817;-0.607809866;4;2348
10.12.2006;26.2356;0.165993923;-0.000327053;3.267117267;0.11441387;-1.258471855;5;2353
15.12.2006;26.2645;0.165319916;0.000394263;3.268218217;0.11009504;-0.507856987;5;2358
20.12.2006;26.383;0.165232919;0.000215608;3.272719863;0.450164586;-1.055671992;5;2363
25.12.2006;26.2941;0.162755186;0.000283831;3.269344579;-0.337528392;-0.435098583;5;2368
01.01.2007;26.3311;0.159849242;0.002040725;3.27075075;0.140617066;-4.89839814;7;2375
10.01.2007;26.4465;0.161232358;-0.000799284;3.275123824;0.437307433;-11.83344088;9;2384
15.01.2007;26.577;0.16095252;-0.000759116;3.28004618;0.492235569;-4.750233399;5;2389
20.01.2007;26.5075;0.159315817;-0.000466653;3.277427712;-0.261846828;1.746422636;5;2394
25.01.2007;26.4879;0.159475229;0.000145284;3.276688025;-0.073968687;8.084445644;5;2399
01.02.2007;26.5484;0.159429467;0.000223194;3.278969482;0.228145728;2.526336992;7;2406
05.02.2007;26.48;0.15989102;0.001748594;3.276389731;-0.257975115;0.722788515;4;2410
10.02.2007;26.3473;0.156359836;-0.000613849;3.271365803;-0.502392812;0.543051173;5;2415
15.02.2007;26.306;1.56E-01;0.0000443;3.26979705;-0.15687529;-3.901109152;5;2420
20.02.2007;26.2131;0.154799204;0.000271348;3.266259286;-0.353776424;3.094228788;5;2425
25.02.2007;26.2474;0.15388079;-0.000149408;3.267566937;0.13076507;3.189178424;5;2430
01.03.2007;26.1481;0.154120388;0.000528733;3.26377653;-0.379040639;1.304992675;4;2434
05.03.2007;26.174;1.54E-01;0.0000156;3.264766552;0.099002151;4.171736725;4;2438
10.03.2007;26.2086;1.52E-01;0.000076;3.266087601;0.132104955;-1.661005457;5;2443
15.03.2007;26.1491;0.151901443;0.000290053;3.263814773;-0.227282809;-0.01642171;5;2448
20.03.2007;26.0419;1.51E-01;-0.0000868;3.259706779;-0.410799374;-0.65908955;5;2453
25.03.2007;26.0109;0.151617091;0.001310793;3.258515681;-0.119109841;1.76966768;5;2458
01.04.2007;26.0113;0.151383346;0.000114497;3.258531059;0.001537805;8.734968801;7;2465
05.04.2007;26.0094;0.150936873;-0.000404721;3.258458011;-0.007304784;1.330593256;4;2469
10.04.2007;25.9846;0.148712453;-0.000582879;3.257504055;-0.09539563;1.544769862;5;2474
15.04.2007;25.8286;0.147006612;-0.000135974;3.251482405;-0.602164975;-1.986336667;5;2479
20.04.2007;25.7657;0.145730736;0.000365312;3.24904415;-0.243825505;-2.418750342;5;2484
25.04.2007;25.776;0.145219277;-0.000481805;3.249443826;0.039967638;2.639777471;5;2489
01.05.2007;25.6851;0.14486386;0.001029026;3.245911057;-0.35327692;-1.050538625;6;2495
05.05.2007;25.7691;0.142623422;-0.000956184;3.2491761;0.326504249;-3.604266572;4;2499
10.05.2007;25.7334;0.141583024;-0.000100519;3.247789759;-0.138634069;-2.103700486;5;2504
15.05.2007;25.8067;1.43E-01;0.0000625;3.250634148;0.28443891;3.649137105;5;2509
20.05.2007;25.8492;0.141633905;-0.00049385;3.252279653;0.164550456;4.773397633;5;2514
25.05.2007;25.9002;0.142074944;-0.000291127;3.254250691;0.197103798;4.08451558;5;2519
01.06.2007;25.9043;0.142054373;0.000495083;3.254408978;0.015828741;-5.395914237;7;2526
05.06.2007;25.8928;0.14166449;-0.000148066;3.253964938;-0.044404031;3.911916683;4;2530
10.06.2007;25.9811;0.139088293;-0.000155695;3.257369351;0.340441283;2.038322699;5;2535
15.06.2007;26.0465;0.139535739;-0.000211111;3.259883402;0.251405156;-1.644178045;5;2540
20.06.2007;25.9268;0.13926721;0.000972252;3.255277183;-0.460621941;1.3812567;5;2545
25.06.2007;25.9356;1.39E-01;0.0000213;3.255616542;0.033935954;-0.180292678;5;2550
01.07.2007;25.8162;0.138144334;0.000611486;3.251002202;-0.461434044;-0.111111123;6;2556
05.07.2007;25.6629;0.137732765;0.000549113;3.245046369;-0.595583268;3.146203967;4;2560
10.07.2007;25.7016;0.136793845;0.000288683;3.246553247;0.15068776;3.753083182;5;2565
15.07.2007;25.4936;0.134747231;0.000483221;3.23842744;-0.81258065;1.467774516;5;2570
20.07.2007;25.4216;0.134687434;0.000332282;3.235599206;-0.282823393;0.166017534;5;2575
25.07.2007;25.3964;0.134402193;-0.000329178;3.234607432;-0.099177465;-3.2288056;5;2580
01.08.2007;25.5448;0.135392873;0.000499095;3.240433773;0.582634174;1.478213848;7;2587
05.08.2007;25.5554;0.134697939;0.000123495;3.240848645;0.041487118;-1.13615326;4;2591
10.08.2007;25.3444;0.133920886;0.0010463;3.232557798;-0.829084628;-8.293630433;5;2596
15.08.2007;25.5319;0.132959577;-0.001247663;3.239928651;0.73708524;-1.133685099;5;2601
20.08.2007;25.7818;0.132818432;-0.000663257;3.249668817;0.974016591;0.733341413;5;2606
25.08.2007;25.7609;1.33E-01;0.000071;3.248857839;-0.081097813;-1.544822464;5;2611
01.09.2007;25.6262;0.133742586;0.001517798;3.243615266;-0.524257288;3.895206746;7;2618
05.09.2007;25.5982;0.13361906;-0.000145364;3.242522037;-0.109322912;3.789580304;4;2622
10.09.2007;25.6618;0.132917044;0.000348141;3.245003505;0.24814683;1.152055609;5;2627
15.09.2007;25.3422;0.130946653;0.000701464;3.23247099;-1.253251444;3.610122616;5;2632
20.09.2007;25.1867;0.13117136;0.000703746;3.226316077;-0.615491297;0.806094826;5;2637
25.09.2007;25.0062;0.129860668;-0.000627991;3.219123794;-0.719228329;-0.767561655;5;2642
01.10.2007;24.9493;0.128765662;-0.000138178;3.216845766;-0.227802843;3.903794611;6;2648
05.10.2007;25.0111;1.29E-01;-0.0000645;3.219319726;0.247396064;-3.942327782;4;2652
10.10.2007;25.0597;0.128514347;0.000105975;3.221260978;0.19412518;-0.025697032;5;2657
15.10.2007;24.9216;0.127128677;0.000438507;3.215734897;-0.552608081;3.782599209;5;2662
20.10.2007;24.8494;0.128099258;0.001547983;3.212833607;-0.290128993;5.077967575;5;2667
25.10.2007;24.8912;1.29E-01;0.0000575;3.214514327;0.168071997;-1.851684954;5;2672
01.11.2007;24.6724;0.128337923;0.00039084;3.20568521;-0.882911739;7.387689581;7;2679
05.11.2007;24.6674;1.27E-01;0.000053;3.205482534;-0.020267614;2.461933333;4;2683
10.11.2007;24.4458;0.125380143;0.000816221;3.196458422;-0.90241118;2.455755815;5;2688
15.11.2007;24.4917;0.125297003;-0.000295257;3.198334285;0.187586262;-3.965300997;5;2693
20.11.2007;24.4975;0.125363616;0.000228475;3.198571072;0.023678688;0.943403223;5;2698
25.11.2007;24.2649;0.125217091;0.002011645;3.189030862;-0.954020984;3.623895684;5;2703
01.12.2007;24.4171;0.1261877;-0.000103772;3.195283707;0.625284483;-2.808363518;6;2709
05.12.2007;24.4733;0.126398889;-0.000155115;3.197582727;0.229902086;-2.600113565;4;2713
10.12.2007;24.5295;0.125520155;0.000529528;3.199876475;0.229374749;-1.692580899;5;2718
15.12.2007;24.5092;0.124984376;0.001180143;3.199048557;-0.082791759;4.541464264;5;2723
20.12.2007;24.7281;1.26E-01;-0.000024;3.207940249;0.889169155;-1.732541294;5;2728
25.12.2007;24.7307;0.125431196;0.000788672;3.208045387;0.010513801;0.668239327;5;2733
01.01.2008;24.5462;0.124467727;0.003631224;3.200557056;-0.748833073;2.256262388;7;2740
10.01.2008;24.4387;0.125323011;0.000546518;3.196167941;-0.438911471;3.234896645;9;2749
15.01.2008;24.2913;0.125314168;0.000156509;3.190118262;-0.604967985;-4.416055014;5;2754
20.01.2008;24.5076;1.26E-01;-0.0000452;3.198983274;0.886501198;-3.98863051;5;2759
25.01.2008;24.6349;0.12689297;0.00029258;3.204164137;0.518086319;-1.437896271;5;2764
01.02.2008;24.4262;0.127332937;0.001714417;3.195656327;-0.850781001;4.340503944;7;2771
05.02.2008;24.4543;0.128020617;0.000790624;3.19680607;0.114974287;-0.536487847;4;2775
10.02.2008;24.7813;0.127692136;-0.000412736;3.210089336;1.328326691;-2.828066453;5;2780
15.02.2008;24.6392;0.127902014;0.001149746;3.204338671;-0.575066588;7.994714649;5;2785
20.02.2008;24.5206;0.127877201;0.000961413;3.199513581;-0.482509002;1.150569832;5;2790
25.02.2008;24.4663;0.127382454;0.000326247;3.19729666;-0.221692013;-0.994311662;5;2795
01.03.2008;24.0023;0.12868978;0.003037203;3.178149659;-1.914700137;3.839164693;5;2800
05.03.2008;24.048;0.129243485;0.000220968;3.180051833;0.190217392;-1.239747774;4;2804
10.03.2008;23.8353;0.127635559;0.001613679;3.171167675;-0.88841579;5.964573934;5;2809
15.03.2008;23.649;0.127023412;0.000963094;3.163320831;-0.784684436;4.228089541;5;2814
20.03.2008;23.5581;0.127419375;0.000297266;3.15946971;-0.385112038;-6.167275289;5;2819
25.03.2008;23.8351;0.127639528;-0.001385462;3.171159284;1.168957379;-1.689793621;5;2824
01.04.2008;23.5027;0.128394078;0.002855618;3.157115308;-1.404397599;1.377567785;7;2831
05.04.2008;23.5982;0.127969218;0.000193243;3.161170438;0.405512977;-0.019546521;4;2835
10.04.2008;23.5437;0.127814074;0.000465029;3.158858269;-0.231216919;4.911126541;5;2840
15.04.2008;23.5139;0.127072675;0.000372557;3.157591736;-0.12665331;0.797112386;5;2845
20.04.2008;23.3696;0.126719364;0.001094816;3.151436032;-0.615570321;2.749877359;5;2850
25.04.2008;23.4391;0.127338971;-0.000341851;3.154405568;0.296953562;3.103834638;5;2855
01.05.2008;23.6588;0.127107979;-0.000225108;3.163735139;0.932957068;-3.301623069;6;2861
05.05.2008;23.7939;0.127534177;-0.000541211;3.169429245;0.569410655;0.717363191;4;2865
10.05.2008;23.8833;1.26E-01;-0.0000182;3.17317947;0.375022463;6.845663052;5;2870
15.05.2008;23.8521;0.126180102;0.000118348;3.171872264;-0.130720616;1.103608264;5;2875
20.05.2008;23.7238;0.138159572;0.015512389;3.166478764;-0.539350011;0.830016681;5;2880
25.05.2008;23.6007;0.137605838;0.000467888;3.161276373;-0.520239105;5.454522349;5;2885
01.06.2008;23.7384;0.13716112;-0.001594877;3.16709399;0.58176175;0.224484361;7;2892
05.06.2008;23.8019;0.137016154;-0.000240322;3.169765409;0.267141931;-6.06439524;4;2896
10.06.2008;23.521;0.132624613;-0.001825959;3.157893639;-1.187177029;9.932029244;5;2901
15.06.2008;23.6748;0.129909853;-0.002170781;3.164411191;0.651755217;-1.740870858;5;2906
20.06.2008;23.5979;0.130452138;0.0003311;3.161157725;-0.325346629;-0.204584273;5;2911
25.06.2008;23.6223;1.31E-01;0.000063;3.162191181;0.103345611;2.642270404;5;2916
01.07.2008;23.4068;0.131451802;0.002829012;3.153026578;-0.91646027;2.213627299;6;2922
05.07.2008;23.5125;0.131021564;0.000111796;3.157532195;0.450561619;3.931797388;4;2926
10.07.2008;23.4147;0.130333499;-0.00023394;3.15336403;-0.416816437;-7.229808455;5;2931
15.07.2008;23.23;0.130375762;0.001943382;3.145444547;-0.791948347;6.168271844;5;2936
20.07.2008;23.1937;0.128555388;-0.001375891;3.14388069;-0.156385671;-5.981753343;5;2941
25.07.2008;23.3782;0.129661684;-0.000237155;3.151803964;0.792327413;-6.728528348;5;2946
01.08.2008;23.4186;0.130283556;0.000318601;3.153530578;0.172661421;-1.066014183;7;2953
05.08.2008;23.4039;1.30E-01;0.0000195;3.152902675;-0.062790327;-1.813278938;4;2957
10.08.2008;23.8782;0.128531041;-0.002558731;3.172965909;2.006323366;-4.129392009;5;2962
15.08.2008;24.2901;0.128485467;-0.001604788;3.19006886;1.710295113;-4.477054715;5;2967
20.08.2008;24.5703;0.129122663;-0.000533101;3.201538396;1.146953654;-2.535908396;5;2972
25.08.2008;24.2699;0.128818377;0.001019722;3.189236899;-1.230149705;4.457937361;5;2977
01.09.2008;24.5769;0.130765735;0.000724926;3.201806977;1.257007797;-0.439599794;7;2984
05.09.2008;25.2144;0.131923801;-0.002429692;3.22741526;2.56082825;-9.301305812;4;2988
