,0
0,-0.6568702459335327
1,-0.8330988883972168
2,-0.8079371750354767
3,0.14621826261281967
4,-0.26869136095046997
5,0.13558298349380493
6,0.27497780323028564
7,0.3030744642019272
8,1.8258548974990845
9,1.7881357669830322
10,-0.05951320752501488
11,0.4385692775249481
12,-1.3332520127296448
13,-0.9058018028736115
14,-0.05780929885804653
15,-0.8389989137649536
16,-1.8393298387527466
17,-1.6964840292930603
18,-1.6586732864379883
19,-2.6341506242752075
20,-1.4928533434867859
21,0.6247247755527496
22,0.5143006145954132
23,0.7847923040390015
24,0.15086161345243454
25,-0.21705636382102966
26,0.8933289349079132
27,1.826586365699768
28,1.5906179547309875
29,1.2499677538871765
30,0.00047218240797519684
31,-0.09684571251273155
32,-0.6571935713291168
33,0.41714026033878326
34,-0.22295105457305908
35,-0.20211879909038544
36,0.2886330336332321
37,-0.6512446105480194
38,-0.8531769812107086
39,-0.6784463822841644
40,-0.6769392788410187
41,-0.930969625711441
42,-2.135045051574707
43,-1.4299830198287964
44,-0.40367791056632996
45,-0.33670805394649506
46,-1.3501016497612
47,-0.44155071675777435
48,1.0684272050857544
49,0.15948820859193802
50,-0.738514631986618
51,-1.1122944355010986
52,0.13703078031539917
53,0.2067360356450081
54,0.5686127245426178
55,1.3061754703521729
56,-0.8726085722446442
57,0.8658625483512878
58,0.6086251735687256
59,0.5126532316207886
60,0.21674247831106186
61,0.519968569278717
62,-0.7572814524173737
63,-0.9066444039344788
64,-1.2370705604553223
65,-1.2235780954360962
66,-0.4837556928396225
67,0.10325679928064346
68,-0.9861206412315369
69,-1.2180503606796265
70,-0.16756487637758255
71,0.4241616576910019
72,1.834868311882019
73,0.5984396636486053
74,-0.1539151296019554
75,-0.8708489537239075
76,-0.5692526400089264
77,1.2398428916931152
78,0.6261052489280701
79,1.6807128190994263
80,2.223357677459717
81,1.0055736303329468
82,0.5921366214752197
83,0.4399949014186859
84,1.4486498832702637
85,1.5217077732086182
86,0.4130864590406418
87,0.7344080805778503
88,-0.15697816014289856
89,-0.9592088162899017
90,0.626549482345581
91,0.5656494796276093
92,0.6976236999034882
93,-0.06874100118875504
94,-0.46875782310962677
95,0.1944737434387207
96,0.7379513382911682
97,0.16857782006263733
98,1.6541380882263184
99,0.45178596675395966
