"Year","Qrt","gross.domestic.product","gross.private.domestic.investment","export","import","nominal.consumption","nominal.consumption.durables","nominal.private.investment","nominal.fixed.nonresidential.investment","nominal.fixed.residential.investment","nominal.change.in.private.inventories","deflator.gdp","deflator.pce","deflator.pce.goods","deflator.pce.goods.durable","deflator.pce.goods.nondurable","deflator.pce.services","deflator.investment","deflator.investment.fixed","deflator.investment.fixed.nonresidential","deflator.investment.fixed.nonresidential.structures","deflator.investment.fixed.nonresidential.equipment.and.software","deflator.investment.fixed.residential","deflator.export","deflator.export.goods","deflator.export.services","deflator.imports","deflator.imports.goods","deflator.imports.services","deflator.government","income.gross.domestic","income.employees.compensation","income.employees.compensation.wage.n.salary.accruals","income.employees.compensation.wage.n.salary.disbursments","income.employees.compensation.supplements","income.taxes.preduction.and.imports","income.subsidies.production.and.imports","income.net.surplus","income.private.enterprises","income.private.enterprises.interest.and.miscellaneous","income.private.enterprises.business.transfer.payments","income.private.enterprises.proprietors.income.gross","income.private.enterprises.rental.income.gross","income.private.corporate.profits.with.inventory.valuation.gross","income.private.taxes.corporate.income","income.private.after.tax.profit.with.inventory.valuation.gross","income.private.dividends","income.private.undistributed.profit.with.inventory.valuation.gross","income.government.enterprises.surplus","income.consumption.of.fixed.capital","income.consumption.of.fixed.capital.private","income.consumption.of.fixed.capital.government","income.statistical.discrepancy","price.per.value.added.nonfinancial","price.unit.labor.cost","price.nonlabor.unit.cost","price.nonlabor.unit.cost.consumption.fixed.capital","price.nonlabor.unit.cost.taxes.less.subsidies","price.nonlabor.unit.cost.net.interest.and.miscellaneous","price.profits.with.inventories.groos","price.profits.taxes","price.prifits.aftertax.with.inventories.gross","nominal.gross.domestic.product","nominal.gross.domestic.income","nominal.net.domestic.product","nominal.net.domestic.income","nominal.gross.national.product","nominal.gross.national.income","nominal.net.national.product","nominal.net.national.income","nominal.gross.domestic.purchases","nominal.final.sales.to.domestic.purchases","nominal.disposable.personal.income","nominal.government.gross.investment","nominal.government.consumption","nominal.excise.taxes","nominal.local.sale.taxes","nominal.other.local.taxes","nominal.gdp","nominal.net.investment.consumer.durables","nominal.depreciation.durables","nominal.gross.investment.durables","nominal.stock.durables","capacity.utilization","M2","fed.interest.rate","nominal.rate.10years","real.rate.10years","labor.force","employed","weekly.hours","participation.rate","labor.cost.index","w.change.prev.qrt.annual.rate","unit.labor.cost.index","SnP.volume","SnP.price","consumption.taxes","service.durables","Output","Investment.government","Investment.fixed.nonresidential","Investment.residential","Investment.inventories","Investment.durables","Investment","Government.consumption","Consumption","unemployed","unemployment","Labor","Population"
"75",1964,2,3373.7,376.4,124.6,134.9,408.4,59.5,100.6,61.9,34.2,4.5,0.19529,0.19484,0.29953,0.51451,0.22638,0.14527,0.26718,0.25592,0.34094,0.11733,0.53984,0.12972,0.27935,0.31852,0.20395,0.20551,0.21212,0.17735,0.14005,657.2,367.4,334.9,334.9,32.5,56.7,2.9,170,168.6,16.6,2.9,59,19.4,70.7,28,42.8,14.9,27.9,1.4,65.9,47.9,18,1.7,0.26,0.165,0.05,0.02,0.026,0.004,0.046,0.017,0.028,658.9,657.2,593,591.3,663.7,662.1,597.9,596.2,651.8,647.3,460,34.6,108.2,14.1,16.3,3.7,658.9,11.983,43.106,55.089,210.475,NA,404.331868131868,0.0349010989010989,0.042,NA,73235.4395604396,69404.1868131868,38.6,58.9681318681319,NA,1.9,25.396207875629,318.79,80.290625,175.015397249025,100.1438261647,3298.82842891568,247.054623348804,181.556872176923,263.644773358002,16.8369781312127,90.1459301591971,713.600553508001,772.581220992503,1822.94665441517,3831.25274725274,0.0523141906466049,139.78264977109,1241.94946050204
"76",1964,3,3419.5,385.3,123.6,138.5,417.3,61.4,102.5,64.1,33.7,4.7,0.19607,0.1955,0.30009,0.51396,0.22706,0.146,0.26587,0.25621,0.34102,0.11748,0.53961,0.13008,0.28159,0.32114,0.20544,0.20521,0.2113,0.17805,0.14146,669.3,374.7,341.5,341.3,33.3,57.9,2.6,172.6,171.4,17.3,3.3,59.6,19.5,71.8,28.6,43.2,15.2,28,1.1,66.8,48.6,18.1,1.2,0.26,0.165,0.05,0.02,0.026,0.004,0.046,0.018,0.028,670.5,669.3,603.7,602.5,675.5,674.3,608.8,607.6,664.1,659.4,467.6,34.8,109.6,14.1,16.7,3.7,670.5,13.133,43.714,56.847,213.352,NA,413.429347826087,0.0345673913043478,0.0419326086956522,NA,73136.6847826087,69478.9347826087,38.5,58.6326086956522,NA,2.2,25.5358870189449,294.64,82.88234375,176.470588235294,101.657872207954,3344.68728397266,246.005938074367,187.965515219049,259.071340713407,17.6674146341463,93.4993110509109,724.805249125278,774.777322211226,1860.00471263616,3657.75,0.0500125212247764,139.57067377,1247.37217752401
"77",1964,4,3429,388.5,127.3,142.3,419.8,59.4,104.6,65.7,33.8,5,0.19703,0.19616,0.3008,0.51298,0.22798,0.14665,0.26917,0.25902,0.34287,0.11931,0.53922,0.1329,0.28465,0.32509,0.20673,0.20582,0.21179,0.17888,0.14174,678.5,380.7,346.7,346.9,34,58.8,2.7,173.9,172.4,17.8,3.4,60.7,19.4,71,28.2,42.8,15.7,27.1,1.5,67.7,49.4,18.3,-2.9,0.262,0.167,0.051,0.02,0.027,0.004,0.045,0.017,0.028,675.6,678.5,607.9,610.8,680.3,683.2,612.6,615.5,668.7,663.7,474.6,34.9,109.4,14.5,16.7,3.8,675.6,10.638,44.358,54.996,215.4,NA,421.932608695652,0.0357728260869565,0.0417358695652174,NA,73353.7282608696,69710.0652173913,38.6,58.5673913043478,NA,7.2,25.995532985286,304.2,84.7161904761905,178.425774877651,103.267183905805,3353.84140902815,246.225483279244,191.617814331963,254.326561324304,18.5707456978968,90.5474634681561,725.2729467474,771.835755608861,1871.73270667189,3643.66304347827,0.0496724996788197,140.398700413143,1252.46705764448
"78",1965,1,3513.3,427.6,113.6,137.2,430.5,64.9,115.7,70.3,33.9,11.5,0.19801,0.19679,0.30146,0.51308,0.22866,0.14727,0.27056,0.25915,0.34337,0.11952,0.53988,0.13272,0.29111,0.33392,0.20868,0.20747,0.21252,0.18221,0.14267,697.2,387.3,352.8,352.8,34.5,60.2,2.9,183.8,182.4,18.4,3.6,62.2,19.7,78.5,29.6,49,15.7,33.3,1.4,68.8,50.3,18.5,-1.5,0.263,0.165,0.05,0.02,0.026,0.004,0.049,0.018,0.031,695.7,697.2,626.8,628.3,701.1,702.6,632.3,633.8,691.1,679.5,481.4,34.2,110.6,14.9,17.2,3.8,695.7,15.692,44.665,60.357,219.25,NA,430.365555555556,0.0397311111111111,0.0420311111111111,NA,73789.4888888889,70189.6888888889,38.7,58.6655555555556,NA,-4.1,25.7290787721868,346.24,86.5758064516129,182.427968900859,104.145552350511,3435.01758344965,239.714025373239,204.735416605993,255.424954792043,42.5012964563526,98.9890787579542,766.303104131193,775.215532347375,1917.09894697108,3599.8,0.0487847260389691,141.730910318629,1257.79920074244
"79",1965,2,3560.9,427.6,134.9,153.3,437.5,64.8,115.8,73.1,34.2,8.6,0.19887,0.19777,0.30321,0.51149,0.23081,0.14789,0.27095,0.25969,0.34424,0.12039,0.53971,0.13288,0.29016,0.33261,0.20841,0.20659,0.21073,0.18321,0.1433,709.2,394.1,358.9,358.9,35.2,60.3,3,187.6,186.1,18.8,3.6,63.4,19.9,80.5,30.5,50,16.3,33.7,1.5,70.1,51.3,18.8,-1,0.264,0.165,0.05,0.02,0.026,0.004,0.049,0.018,0.031,708.1,709.2,638.1,639.1,713.8,714.8,643.7,644.8,700.7,692.1,489.2,34.8,112.6,14,17.8,3.9,708.1,14.74,45.525,60.265,222.135,NA,437.528571428571,0.0407692307692308,0.042067032967033,NA,74369.7362637363,70898.8351648352,38.7010989010989,58.8681318681319,NA,0.3,25.7483755812659,357.47,87.3788888888889,180.512716792233,106.376273240924,3486.76355644869,242.84717376134,212.351847548222,257.37507525587,31.7561312607945,99.9521817060791,770.399355467419,785.764131193301,1949.00006978797,3470.9010989011,0.0466708808350792,143.166922949337,1263.32760873623
"80",1965,3,3633.2,442.8,127.2,154,446.6,66.7,119.7,76.1,34.3,9.3,0.1996,0.19851,0.30396,0.50895,0.23208,0.14864,0.2702,0.26011,0.34519,0.12069,0.54131,0.13278,0.29045,0.33264,0.20921,0.20802,0.21232,0.18422,0.14473,721.9,402.3,366.2,366.2,36.1,60.5,3,190.7,189.4,19.4,3.6,64.2,20.1,82,31.1,51,17.3,33.7,1.3,71.3,52.3,19,3.3,0.264,0.166,0.05,0.02,0.026,0.004,0.049,0.018,0.031,725.2,721.9,653.9,650.5,730.4,727.1,659.1,655.8,720.3,711,504.5,36.5,117.5,13,18.5,4,725.2,15.823,46.193,62.016,224.869,NA,446.029347826087,0.0407402173913044,0.0424619565217391,NA,74627.6847826087,71370.2391304348,38.5663043478261,58.9021739130435,NA,-2.9,25.5616998583017,349.4,86.91703125,178.832300639766,108.434541703507,3562.80224106374,252.193740067712,220.458298328457,258.322036451273,34.403007518797,104.345410828711,799.339150896424,811.856560491951,1978.40652967537,3257.44565217392,0.0436492926406989,143.616874210146,1266.97674847758
"81",1965,4,3720.8,444.9,136.4,161.5,460.6,69.1,121.8,79.7,34.5,7.6,0.20088,0.19912,0.30397,0.50614,0.23261,0.14958,0.27375,0.26324,0.3469,0.12309,0.53917,0.13655,0.28938,0.33057,0.21013,0.21021,0.21467,0.18593,0.1468,742.3,414.3,377.1,377.1,37.2,61.8,3.1,196.7,195.5,19.7,3.6,65.9,20.1,86.2,33.1,53.1,18.2,34.9,1.2,72.7,53.5,19.2,5.2,0.265,0.166,0.049,0.02,0.025,0.004,0.05,0.019,0.031,747.5,742.3,674.8,669.6,752.2,747.1,679.6,674.4,741.9,734.4,516.3,36.7,122.8,13.2,19.2,4,747.5,17.445,46.829,64.274,227.87,NA,455.834782608696,0.0416739130434783,0.0447358695652174,NA,74910.5543478261,71828.1195652174,38.5663043478261,58.9010869565217,NA,-1.6,25.4594530588685,502.25,91.7519047619048,182.804339092005,110.530288062591,3648.52594897059,250,229.749207264341,252.654705236177,27.7605911330049,109.098871829648,803.998871829648,836.512261580381,2033.11481556056,3082.43478260869,0.0411482041408514,144.538257655216,1271.80257985938
"82",1966,1,3812.2,482.5,134,165.7,471,72.3,131.7,83,34.8,13.9,0.20218,0.20066,0.30674,0.50541,0.23574,0.15052,0.27303,0.26188,0.34637,0.12282,0.53863,0.13473,0.29414,0.33752,0.21053,0.21122,0.21489,0.18853,0.14784,763.2,426.7,385.7,385.7,40.9,61.4,3.6,204.7,203.5,20.5,3.6,69.4,20.5,89.6,34.2,55.4,18.5,36.9,1.1,74.1,54.7,19.4,7.5,0.267,0.167,0.049,0.02,0.025,0.004,0.05,0.019,0.031,770.8,763.2,696.7,689.1,775.8,768.2,701.7,694.1,766.3,752.5,525.2,38.7,124.9,12,19.5,4.1,770.8,20.033,47.37,67.403,232.8,NA,464.6,0.0455522222222222,0.04768,NA,75075.5888888889,72174.6444444444,38.6655555555556,58.8688888888889,NA,1.5,25.5549260078393,540.06,91.5047619047619,177.414532044254,112.150531251855,3746.9359992076,261.769480519481,239.628143314952,258.294366510799,50.9244495064541,115.81847977828,860.087960297761,844.832251082251,2073.71578782759,2900.94444444444,0.0386403155456803,145.609329412158,1275.30161186818
"83",1966,2,3824.9,473.7,139.8,169.8,476.1,69.7,130.7,85.2,33.2,12.3,0.20391,0.20231,0.30897,0.50755,0.23774,0.15191,0.27589,0.26646,0.34978,0.12554,0.54011,0.13968,0.29656,0.34035,0.21221,0.21346,0.2181,0.18855,0.14909,774.4,437.8,395.9,395.9,41.9,62.8,3.9,202.1,201,21.3,3.5,67.5,20.4,88.3,34.2,54.1,18,36.1,1,75.7,55.9,19.8,5.5,0.269,0.171,0.049,0.02,0.025,0.004,0.049,0.019,0.03,779.9,774.4,704.2,698.8,785,779.5,709.3,703.8,774.7,762.4,530.8,38.2,129.7,12.7,19.7,4.2,779.9,16.573,48.414,64.987,238.17,NA,470.198901098901,0.0491318681318681,0.0478,NA,75477,72592.9340659341,38.5659340659341,59.032967032967,NA,9.3,26.1490780375216,497.9,88.0579365079365,180.91048391083,114.157816963846,3758.14733305302,256.221074518747,243.581679913088,237.686139747995,44.5792654934966,110.841472125067,840.762546643814,869.944328928835,2077.44045748037,2884.06593406593,0.038211189290326,146.07587573722,1278.55677587491
"84",1966,3,3850,469,134.6,179.3,485.3,72.3,130.2,86.4,31.9,11.9,0.20601,0.20387,0.31092,0.50979,0.23942,0.15331,0.27753,0.26641,0.3505,0.12571,0.5415,0.13883,0.30001,0.34491,0.21365,0.2129,0.21729,0.18855,0.15175,787.3,448.9,406.1,406.1,42.8,63.7,4.1,201.5,200.7,22.3,3.5,67.7,20.6,86.5,33.9,52.7,17.7,34.9,0.8,77.2,57.1,20.1,5.8,0.271,0.174,0.05,0.02,0.025,0.005,0.048,0.018,0.029,793.1,787.3,715.9,710.1,798.1,792.3,720.9,715.1,790.9,779.1,541.6,40.3,135.2,12.6,20.2,4.3,793.1,17.867,49.547,67.414,243.924,NA,472.940217391304,0.0541010869565217,0.051395652173913,NA,75944.8043478261,73086.152173913,38.3673913043478,59.2326086956522,NA,5.3,26.4955533215187,402.27,81.34140625,181.978711924265,116.330175170168,3784.3514632459,265.568369028007,246.504992867332,229.777425628466,42.8655913978495,114.711912878538,849.280281906545,890.939044481054,2088.8321368583,2858.65217391304,0.0376411816247555,146.31123068223,1282.14519029618
"85",1966,4,3881.2,471.2,139,181.3,491.1,72.6,132.7,87,29.2,16.5,0.20791,0.20546,0.31272,0.51211,0.24092,0.15483,0.2815,0.26972,0.35373,0.12732,0.54535,0.14183,0.30516,0.35192,0.21529,0.21417,0.21911,0.18857,0.15279,801.1,457.1,413.5,413.5,43.7,64.9,4.2,204.5,203.5,23.3,3.5,68.4,20.6,87.6,33.3,54.4,17.1,37.3,1,78.8,58.3,20.5,5.9,0.274,0.175,0.051,0.021,0.025,0.005,0.048,0.018,0.03,806.9,801.1,728.1,722.3,812.2,806.3,733.4,727.5,803.3,786.8,552.1,42,137.5,12.9,20.4,4.5,806.9,16.939,50.757,67.696,249.515,NA,477.738043478261,0.0556119565217391,0.0500163043478261,NA,76481.9565217391,73654.6739130435,38.3,59.4652173913043,NA,2.7,26.674398306439,457.06,79.7979032258065,183.977416528765,118.602643963211,3815.82522743445,274.887099941096,245.950301077093,205.880279207502,58.5892991710626,114.568778519734,860.65587846083,899.928005759539,2097.54134321408,2827.28260869566,0.0369666616451168,147.190363961429,1286.16290122103
"86",1967,1,3915.4,458.3,141.7,184.2,495.4,71.1,129.3,85.6,28.3,15.4,0.20886,0.20606,0.31247,0.51106,0.24086,0.1559,0.28214,0.27084,0.35558,0.12784,0.54854,0.14194,0.31046,0.35974,0.21604,0.21412,0.21831,0.19011,0.15383,808.7,463.2,418.8,418.8,44.4,65.6,4,203.6,202.6,24.2,3.6,69.1,20.8,84.9,32.5,52.4,18.2,34.2,0.9,80.4,59.6,20.8,9,0.274,0.177,0.051,0.021,0.025,0.005,0.046,0.017,0.029,817.8,808.7,737.4,728.4,823,814,742.6,733.6,813.2,797.8,562,43.4,145,13,20.4,4.4,817.8,14.775,51.391,66.166,252.76,0.881495,485.478888888889,0.0481744444444445,0.0458177777777778,NA,76495.1666666667,73570.8666666667,38.0377777777778,59.3,NA,2,26.8077702979712,615,87.1067741935484,183.441716005047,120.340860172974,3852.29914416793,282.129623610479,240.733449575342,199.380019726645,54.584841453983,112.794981736221,853.224605346701,942.598972892154,2098.97556592907,2924.3,0.0382285591028627,146.016287788445,1289.96908375492
"87",1967,2,3916.2,438.8,140.4,182.7,504.6,74.5,123.7,85.7,31.6,6.3,0.20997,0.20703,0.31321,0.51327,0.24123,0.15703,0.28187,0.27209,0.35743,0.12853,0.5513,0.14233,0.31007,0.35809,0.21787,0.2136,0.21747,0.19026,0.15556,817.4,469,423.6,423.6,45.4,66.8,3.9,203.5,202.4,24.9,3.7,68.9,20.9,84,32.2,51.8,19,32.8,1.1,82,60.9,21.1,4.9,0.275,0.177,0.051,0.021,0.025,0.005,0.045,0.017,0.028,822.3,817.4,740.3,735.4,827.4,822.5,745.4,740.5,817.8,811.4,569.2,42,147.5,13.3,20.7,4.4,822.3,17.227,52.082,69.309,258.25,0.866086,497.101098901099,0.0398945054945055,0.0482032967032967,NA,76938.1648351648,73999.6043956044,37.8,59.4318681318681,NA,5.2,27.1562713118448,618.66,91.683125,185.480365164469,121.596820386931,3852.31645522246,269.992285934688,239.767227149372,222.019251036324,22.3479385610348,117.763142212098,826.555428146785,948.187194651581,2119.87383242409,2938.56043956043,0.0381937942743515,145.949123751033,1294.56076770889
"88",1967,3,3947.5,451.4,137,185.1,511.8,74.7,128.5,85.8,33.4,9.3,0.21203,0.20894,0.31654,0.51892,0.24376,0.15824,0.28468,0.27379,0.35979,0.12941,0.55488,0.14309,0.30976,0.35658,0.2197,0.21366,0.21748,0.19045,0.1574,834,478.6,432,432,46.6,68.7,3.7,206.6,205.6,25.2,3.8,71,21,84.7,32.5,52.2,18.6,33.6,1,83.8,62.2,21.6,3,0.277,0.179,0.053,0.022,0.026,0.005,0.045,0.017,0.028,837,834,753.2,750.2,842.7,839.7,758.9,755.9,834.1,824.8,580,43.2,150.6,13.4,21.8,4.5,837,16.287,53.223,69.51,265.24,0.860431,510.555434782609,0.0389228260869565,0.0524608695652174,NA,77661.0434782609,74712.1413043478,37.8,59.6663043478261,NA,4.3,27.4482012284471,629.49,94.4336507936508,190.006700488178,123.010483311493,3880.50378282331,274.459974587039,238.472442257984,233.419526172339,32.6694163424125,116.22031136935,842.080285956389,956.797966963151,2129.72552990377,2948.90217391304,0.0379714467104541,147.354457446,1301.58963802306
"89",1967,4,3977.6,461.1,140.9,194.8,519.4,75.6,132.9,88.4,36,8.4,0.21438,0.21072,0.31896,0.52413,0.24539,0.15974,0.28818,0.27714,0.36326,0.13121,0.55888,0.1458,0.31149,0.35798,0.22197,0.21379,0.21754,0.1907,0.1599,851.6,489.6,441.6,441.6,48.1,70.6,3.7,209.5,208.7,25.5,3.9,70.4,20.9,88,34.4,53.6,17.5,36.1,0.7,85.6,63.6,22,1.1,0.28,0.18,0.054,0.022,0.027,0.005,0.046,0.018,0.029,852.7,851.6,767.1,766,858.3,857.2,772.7,771.6,850.5,842,589.2,43.3,155,13.4,22.7,4.4,852.7,15.723,54.664,70.387,271.924,0.871866,521.402173913043,0.0417380434782609,0.0564217391304348,NA,78293.0978260869,75217.3260869565,37.7989130434783,59.8673913043478,NA,4.5,27.7569934922671,665.67,94.568870967742,192.198177676538,125.047144792323,3910.44896711578,270.794246404002,243.351869184606,246.913580246914,29.1440180586907,116.264087756964,848.158334160967,969.355847404628,2146.83478555019,3075.77173913042,0.0392853498524564,148.346565475078,1307.77533679509
"90",1968,1,4059.5,471.2,145,206.3,537.3,80.9,137.2,91.9,36.9,8.4,0.21672,0.21294,0.32189,0.5275,0.24792,0.16164,0.29119,0.27997,0.36591,0.13306,0.56085,0.14836,0.31377,0.35971,0.22512,0.2152,0.21902,0.19185,0.16185,874,504.5,454.2,454.2,50.3,73.4,4,212.6,211.4,26,4.1,72.1,20.6,88.7,38.7,50,19.7,30.3,1.2,87.5,65.1,22.5,5.8,0.283,0.183,0.054,0.022,0.027,0.005,0.045,0.019,0.026,879.8,874,792.2,786.4,885.6,879.8,798.1,792.2,878.7,870.2,605.8,43.1,161,14,23.8,4.5,879.8,19.324,56.362,75.686,278.702,0.873369,530.331868131868,0.0478835164835165,0.056110989010989,NA,78016.7472527473,75099.8901098901,37.6978021978022,59.4637362637363,NA,2.3,27.9165962048477,629.76,91.7177419354838,198.647506339814,127.981194312796,3988.83368797298,266.295953042941,251.154655516384,248.719331356161,28.8489795918367,123.45504009013,860.95099313307,994.748223663886,2194.43447117603,2916.85714285714,0.037387576969949,147.718751011848,1312.00547013601
"91",1968,2,4128.5,490.2,147.9,209.5,551.1,83.1,143.4,91.2,38.2,14.1,0.21899,0.21511,0.32461,0.53071,0.25027,0.16357,0.29257,0.28267,0.36949,0.13473,0.56544,0.14978,0.32023,0.3688,0.22678,0.21682,0.22066,0.19327,0.16384,896.4,517.6,465.9,465.9,51.7,75.4,4.2,218.2,217,26.5,4.3,73.4,20.6,92.2,39.5,52.7,19.7,33.1,1.2,89.4,66.6,22.8,7.7,0.285,0.184,0.056,0.022,0.028,0.006,0.046,0.019,0.027,904.1,896.4,814.7,807,910.1,902.4,820.7,813,902.2,888.1,622.1,44,163.6,14.5,24.6,4.6,904.1,20.017,57.753,77.77,285.59,0.874721,539.064835164835,0.0598142857142857,0.0574472527472527,NA,78746.7802197802,75951.7252747253,37.7,59.8010989010989,NA,2.9,28.1189915273328,844.69,97.9140677966101,203.151875784482,130.347270637448,4055.69539485297,268.5546875,246.826707082736,255.040726398718,48.1995815899582,125.949555786756,884.704243286756,998.53515625,2234.05599531621,2795.05494505494,0.0354942124268957,149.402989550449,1316.81159153972
"92",1968,3,4156.7,474.3,156.6,222.1,567.3,87.5,139.7,93.2,38.9,7.7,0.22115,0.21733,0.3276,0.53513,0.25266,0.16545,0.29457,0.28437,0.37258,0.1358,0.57029,0.14986,0.31631,0.36198,0.22804,0.21725,0.22045,0.1952,0.16614,916.6,531.4,478.3,478.3,53.1,77.7,4.2,220.5,219.3,26.6,4.4,75.3,20.7,92.2,39.7,52.6,20.5,32,1.2,91.3,68.2,23.1,2.7,0.287,0.186,0.056,0.022,0.028,0.006,0.045,0.019,0.026,919.3,916.6,828,825.3,925.5,922.9,834.2,831.6,918,910.3,629.8,43.8,167.1,14.9,25.6,4.6,919.3,22.779,59.165,81.944,293.85,0.871263,549.489130434783,0.0594510869565217,0.0546,NA,78879.9021739131,76099.8913043478,37.7,59.6347826086957,NA,7.1,28.618103626943,664.72,99.8817307692308,207.518520222703,132.52667576103,4081.70815553833,263.633080534489,250.147619303237,259.57560389697,26.1425196850394,131.504142264043,869.437222798531,1005.77825929939,2271.99267344041,2780.01086956523,0.0352435892153607,149.69444373,1322.71635316419
"93",1968,4,4174.7,479.2,154.6,220.2,576.2,87.8,144.4,97.4,40.9,6,0.22426,0.21975,0.33091,0.54004,0.2553,0.16747,0.3012,0.29081,0.37839,0.13921,0.57616,0.15581,0.31851,0.36416,0.23022,0.21878,0.22224,0.19596,0.16884,935.1,543.8,489.4,489.4,54.4,79.1,4.2,223,221.9,27.5,4.6,76,20.6,93.3,40.6,52.7,20.8,31.9,1.1,93.5,69.8,23.6,1.1,0.291,0.189,0.058,0.023,0.029,0.006,0.045,0.019,0.026,936.2,935.1,842.8,841.7,942.5,941.4,849,848,935.2,929.1,641,43.6,171,15,26.2,4.6,936.2,21.352,60.856,82.208,302.053,0.874311,562.265217391304,0.0591771739130435,0.0577076086956522,NA,79194.8478260869,76498.7173913044,37.5673913043478,59.6,NA,9,29.2620109585492,791.53,105.20679245283,208.418657565415,135.060588104585,4101.34193053917,258.232646292348,257.406379661196,262.499197740838,19.9113573407202,130.822205031052,868.254851323399,1012.79317697228,2285.89390224349,2696.13043478259,0.0340442656156539,149.94966031141,1328.77261453166
"94",1969,1,4240.5,510.8,136,199.4,588.4,90,155.7,101,43.2,11.5,0.2266,0.22192,0.33323,0.54323,0.25721,0.16961,0.30484,0.29391,0.38106,0.14116,0.57797,0.15882,0.32326,0.37034,0.23239,0.21966,0.22355,0.19583,0.17024,954.2,555.9,499,499,56.8,80.6,4.3,226.5,225.5,30.5,4.9,76.3,20.8,93.1,41.5,51.7,20.2,31.4,0.9,95.6,71.6,24.1,6.6,0.294,0.191,0.058,0.023,0.029,0.006,0.044,0.02,0.025,960.9,954.2,865.2,858.6,967.2,960.6,871.6,864.9,960.7,949.2,648.4,45.4,171.2,15.3,27.1,4.7,960.9,21.263,62.13,83.393,309.28,0.881443,571.865555555556,0.0656522222222222,0.0617622222222222,NA,79868.8222222222,77160.9777777778,37.6033333333333,59.8277777777778,NA,2,29.4083210133419,673.2,100.955,212.238644556597,137.144855770116,4165.40621121352,266.682330827068,265.050123340156,272.006044578768,37.7276814386641,133.212257792162,910.69458861923,1005.63909774436,2312.47252484993,2707.84444444445,0.0339036481207936,151.3925000863,1334.97892097688
"95",1969,2,4252.8,506.7,166.5,238.8,599.8,90.4,155.7,103,43.4,9.2,0.22952,0.22476,0.33725,0.54735,0.2608,0.17193,0.30717,0.29711,0.3846,0.14348,0.58104,0.16118,0.32375,0.36921,0.23569,0.22061,0.2244,0.19693,0.1732,972.8,569.7,511.4,511.4,58.4,82.9,4.5,226.6,225.7,32.4,5,77.6,20.9,89.9,40.4,49.5,20.4,29.1,1,98,73.4,24.5,3.3,0.297,0.196,0.059,0.023,0.029,0.007,0.042,0.019,0.024,976.1,972.8,878.1,874.8,982.3,979,884.3,881,974.9,965.6,663.4,43.4,176,15.2,28.1,4.7,976.1,20.192,63.607,83.799,316.788,0.875844,576.895604395604,0.0833043956043956,0.0635296703296703,NA,80364.6703296703,77602.8791208791,37.6,59.9648351648352,NA,10.1,30.1508811189288,728.64,101.667301587302,213.561131873999,139.359678450717,4178.59854657672,250.577367205543,267.810712428497,269.264176696861,29.9398843930636,132.97213144303,890.249498648573,1016.1662817552,2344.48276617295,2761.79120879121,0.0343657380471026,152.24602877659,1340.19663539071
"96",1969,3,4279.7,518.5,162.5,235.7,610.1,90.6,160.3,106.9,43.2,10.2,0.2328,0.22753,0.34105,0.55001,0.26445,0.17422,0.30926,0.29964,0.38865,0.14546,0.58608,0.1618,0.32818,0.37436,0.23876,0.2222,0.22568,0.1992,0.17727,993.9,586.5,526.4,526.4,60.1,85.2,4.7,226.6,225.5,34.5,5,78.2,21,86.9,39.1,47.7,20.2,27.5,1,100.3,75.4,24.9,2.4,0.301,0.199,0.061,0.024,0.03,0.007,0.04,0.018,0.023,996.3,993.9,896,893.7,1002.3,999.9,902,899.6,995.3,985.1,685.2,43.6,181.3,15.7,29.1,4.7,996.3,18.826,65.14,83.966,323.153,0.876991,580.55,0.0898152173913043,0.0685336956521739,NA,81071.9891304348,78151.9456521739,37.5,60.2326086956522,NA,7,30.6785215385101,649.08,94.4671428571428,217.55372917857,141.935819348739,4204.08209017017,245.952501833362,275.054676444101,266.996291718171,32.9925140361822,132.417495469337,896.869997302698,1022.7336830823,2357.67840978517,2920.04347826086,0.0360179083994458,152.915446232143,1345.9817013751
"97",1969,4,4259.6,490.5,168.2,233.1,622.1,90.8,154.1,107.6,40.7,5.8,0.23581,0.23017,0.34423,0.55344,0.26726,0.17664,0.31407,0.30359,0.39351,0.14824,0.59118,0.16424,0.33572,0.38481,0.24098,0.22794,0.2333,0.20004,0.17997,1005.2,598.2,536.4,536.4,61.8,86.7,4.7,222.2,221,35.5,5,78,20.9,81.6,38.9,42.7,20.7,22,1.2,102.9,77.5,25.3,-0.8,0.304,0.204,0.063,0.025,0.03,0.008,0.037,0.018,0.02,1004.5,1005.2,901.6,902.4,1010.5,1011.3,907.6,908.4,1001.1,995.3,698.2,40.7,184.2,15.5,29.9,4.8,1004.5,17.722,66.444,84.166,329.717,0.862388,585.56847826087,0.0894097826086957,0.0729836956521739,NA,81506.1739130435,78575.7065217391,37.4663043478261,60.2673913043478,NA,10,31.4454845769728,796.06,94.2090625,218.099665464657,143.886744723909,4185.38707925925,226.148802578207,273.436507331453,247.808085728203,18.4613887086308,132.231533035423,848.880335613631,1023.50391731955,2377.90282632607,2930.46739130435,0.0359539314706488,153.606447593548,1352.4091909245
