"Year","Qrt","gross.domestic.product","gross.private.domestic.investment","export","import","nominal.consumption","nominal.consumption.durables","nominal.private.investment","nominal.fixed.nonresidential.investment","nominal.fixed.residential.investment","nominal.change.in.private.inventories","deflator.gdp","deflator.pce","deflator.pce.goods","deflator.pce.goods.durable","deflator.pce.goods.nondurable","deflator.pce.services","deflator.investment","deflator.investment.fixed","deflator.investment.fixed.nonresidential","deflator.investment.fixed.nonresidential.structures","deflator.investment.fixed.nonresidential.equipment.and.software","deflator.investment.fixed.residential","deflator.export","deflator.export.goods","deflator.export.services","deflator.imports","deflator.imports.goods","deflator.imports.services","deflator.government","income.gross.domestic","income.employees.compensation","income.employees.compensation.wage.n.salary.accruals","income.employees.compensation.wage.n.salary.disbursments","income.employees.compensation.supplements","income.taxes.preduction.and.imports","income.subsidies.production.and.imports","income.net.surplus","income.private.enterprises","income.private.enterprises.interest.and.miscellaneous","income.private.enterprises.business.transfer.payments","income.private.enterprises.proprietors.income.gross","income.private.enterprises.rental.income.gross","income.private.corporate.profits.with.inventory.valuation.gross","income.private.taxes.corporate.income","income.private.after.tax.profit.with.inventory.valuation.gross","income.private.dividends","income.private.undistributed.profit.with.inventory.valuation.gross","income.government.enterprises.surplus","income.consumption.of.fixed.capital","income.consumption.of.fixed.capital.private","income.consumption.of.fixed.capital.government","income.statistical.discrepancy","price.per.value.added.nonfinancial","price.unit.labor.cost","price.nonlabor.unit.cost","price.nonlabor.unit.cost.consumption.fixed.capital","price.nonlabor.unit.cost.taxes.less.subsidies","price.nonlabor.unit.cost.net.interest.and.miscellaneous","price.profits.with.inventories.groos","price.profits.taxes","price.prifits.aftertax.with.inventories.gross","nominal.gross.domestic.product","nominal.gross.domestic.income","nominal.net.domestic.product","nominal.net.domestic.income","nominal.gross.national.product","nominal.gross.national.income","nominal.net.national.product","nominal.net.national.income","nominal.gross.domestic.purchases","nominal.final.sales.to.domestic.purchases","nominal.disposable.personal.income","nominal.government.gross.investment","nominal.government.consumption","nominal.excise.taxes","nominal.local.sale.taxes","nominal.other.local.taxes","nominal.gdp","nominal.net.investment.consumer.durables","nominal.depreciation.durables","nominal.gross.investment.durables","nominal.stock.durables","capacity.utilization","M2","fed.interest.rate","nominal.rate.10years","real.rate.10years","labor.force","employed","weekly.hours","participation.rate","labor.cost.index","w.change.prev.qrt.annual.rate","unit.labor.cost.index","SnP.volume","SnP.price","consumption.taxes","service.durables","Output","Investment.government","Investment.fixed.nonresidential","Investment.residential","Investment.inventories","Investment.durables","Investment","Government.consumption","Consumption","unemployed","unemployment","Labor","Population"
"140",1980,3,5771.7,654.1,353.2,321,1768.7,225.4,443.5,361.1,116.3,-33.9,0.48256,0.47162,0.68482,0.94215,0.56968,0.37194,0.67801,0.66395,0.81351,0.3756,1.0924,0.4025,0.80601,0.9484,0.51918,0.86991,0.95135,0.56847,0.42014,2745.7,1653.5,1376.7,1376.2,276.9,204.3,10.1,548,553.5,180.5,14.5,175.8,25,157.7,83.2,74.6,45.4,29.2,-5.5,349.9,287.2,62.8,39.5,0.594,0.406,0.139,0.066,0.052,0.021,0.05,0.025,0.025,2785.2,2745.7,2435.2,2395.8,2819.6,2780.1,2469.7,2430.2,2779.7,2813.6,2017.5,97.9,469.6,28.9,83.5,15.2,2785.2,13.996,195.449,209.445,970.428,0.782446,1560.1847826087,0.098254347826087,0.109472826086957,NA,107120.913043478,98897.0652173913,35.0326086956522,63.7010869565217,NA,9,64.8308522607697,3045.14,123.2265625,270.556804206777,248.650554582604,5749.79375037583,233.01756557338,443.878993497314,288.944099378882,-49.9977226606539,204.760755447536,1091.87832102092,1117.72266387395,3507.99276548096,8223.84782608697,0.0767716367647938,180.774086792391,1681.61829195461
"141",1980,4,5878.4,720.6,351,338.2,1836.6,236.2,497.9,376.2,130.8,-9.1,0.49593,0.48327,0.69876,0.95837,0.58198,0.38248,0.69099,0.67832,0.83024,0.38714,1.10799,0.41247,0.83327,0.98317,0.5311,0.88474,0.9691,0.57348,0.43536,2893.9,1716.6,1431.3,1431.8,285.3,210.6,10.3,614.4,620.6,200.2,16.5,187.3,36.3,180.3,91.4,89,48.6,40.4,-6.2,362.5,297.5,65,21.4,0.608,0.41,0.141,0.066,0.053,0.022,0.056,0.027,0.029,2915.3,2893.9,2552.8,2531.4,2943.8,2922.4,2581.3,2559.9,2922,2931.1,2110,101.5,486,30,86,15.8,2915.3,20.492,199.052,219.544,990.9,0.806944,1593.44130434783,0.158533695652174,0.124205434782609,NA,107440.293478261,99498.1630434783,35.2663043478261,63.6989130434783,NA,6.4,65.868145896942,3045.55,132.912857142857,272.725391603038,249.056210023269,5854.73081842023,233.140389562661,453.121988822509,317.113971925231,-13.1702349869452,211.385684008133,1165.12607357079,1116.31753031974,3560.4872145297,7942.13043478259,0.0739213397289312,183.086072325489,1686.68958927017
"142",1981,1,6000.6,792.2,357.7,352.6,1892.4,246,563.1,393.1,131.3,38.8,0.50851,0.49525,0.71599,0.97064,0.59913,0.39199,0.71085,0.69642,0.85361,0.4034,1.12955,0.42165,0.85402,1.0077,0.54451,0.90671,0.99668,0.57656,0.4462,2993,1769,1469.2,1469.2,299.8,230.8,10.6,628.3,634.9,200.5,17.2,190.1,36.2,190.8,91.1,99.7,53.5,46.2,-6.5,375.3,308.1,67.2,58.4,0.623,0.418,0.146,0.068,0.056,0.022,0.06,0.027,0.033,3051.4,2993,2676,2617.6,3082.8,3024.4,2707.4,2649,3065.6,3026.9,2157.4,107.6,502.5,42.8,89.6,16.7,3051.4,26.311,202.449,228.76,1007.81,0.803159,1620.80111111111,0.165913333333333,0.129523333333333,NA,108274.722222222,100240.6,35.3033333333333,63.9688888888889,NA,4.2,66.5597614288599,2946.36,131.642903225806,301.060070671378,250.104467155691,5949.64439648431,241.147467503362,460.514754981783,311.395707340211,54.5859705203339,214.305128480706,1247.65259598407,1126.17660242044,3570.71519807981,8034.12222222223,0.0742012729964161,184.645898378907,1692.61533384284
"143",1981,2,5952.7,754.5,359.6,353.2,1924,240.9,551.4,410.8,128.9,11.7,0.51813,0.50351,0.72486,0.98897,0.60503,0.39993,0.73083,0.71205,0.87452,0.41724,1.15029,0.42833,0.85773,1.0084,0.55452,0.91168,1.00198,0.5801,0.45421,3048.4,1802,1496.4,1496.4,305.7,235.5,10.7,633.9,638.9,218.7,17.4,177.9,35.1,189.7,82.6,107,57.1,49.9,-4.9,387.7,318.4,69.2,35.9,0.635,0.423,0.152,0.07,0.058,0.024,0.06,0.024,0.036,3084.3,3048.4,2696.6,2660.7,3114.3,3078.4,2726.6,2690.8,3097.8,3086.1,2193.6,105.5,517,43.5,89.6,17.9,3084.3,18.312,205.697,224.009,1029.038,0.799742,1664.56263736264,0.177881318681319,0.137538461538462,NA,108851.78021978,100803.384615385,35.267032967033,64.0692307692308,NA,13.1,68.7395936156551,3129.87,132.819523809524,299.894738932693,249.61173746423,5902.41699853154,232.271416305233,469.743402094863,300.936194055985,16.009521218716,206.037571439532,1192.80898774477,1138.2400211356,3564.96798965117,8048.39560439561,0.0739390351553762,185.491636283179,1698.97123647154
"144",1981,3,6025,801.3,352,349.1,1963.4,251.9,592.8,428.4,120.4,44,0.5273,0.51177,0.73197,1.00355,0.60977,0.40865,0.73975,0.72401,0.89026,0.42905,1.16346,0.43371,0.85899,1.00593,0.56317,0.88763,0.96956,0.58346,0.4596,3151,1840.2,1528.9,1528.6,311.3,237.5,11.1,684.9,691.5,245.6,18.2,184.2,35.7,207.9,86.2,121.7,60.6,61.1,-6.6,399.5,328.4,71.1,26,0.647,0.425,0.156,0.071,0.059,0.026,0.066,0.025,0.041,3177,3151,2777.5,2751.5,3209.7,3183.7,2810.2,2784.2,3184.6,3140.6,2279.1,105.2,523.2,40.3,91.8,18.5,3177,24.405,209.822,234.227,1047.933,0.801099,1693.93695652174,0.175952173913043,0.148415217391304,NA,108527.510869565,100486.543478261,35.1347826086957,63.7021739130435,NA,5.4,69.6675781294664,2833.66,125.72953125,294.272817867401,250.848806736087,5981.57598886869,228.894691035683,481.207737065576,277.604851167831,59.4757085020243,213.254348297722,1243.44903933341,1138.38120104439,3596.84574849089,8040.96739130435,0.0740915121601606,184.215204494621,1703.67044329932
"145",1981,4,5950,770.2,353.6,359.1,1978.2,236.8,582.2,447.8,109.6,24.8,0.53692,0.51955,0.73809,1.01647,0.6138,0.41712,0.75592,0.73807,0.90869,0.44378,1.17693,0.43996,0.8617,1.00578,0.5715,0.88948,0.96898,0.59267,0.47032,3168.7,1868.1,1551.7,1551.7,316.4,238.8,13.5,664.5,668.8,250.9,18.8,174.2,38.8,186,77.4,108.5,62,46.5,-4.3,410.9,338,72.9,26,0.659,0.438,0.161,0.074,0.06,0.027,0.06,0.022,0.038,3194.7,3168.7,2783.8,2757.8,3232.3,3206.3,2821.4,2795.4,3209.4,3184.6,2318.4,109.3,539.7,38.8,92.1,18.4,3194.7,6.731,213.472,220.203,1060.767,0.777767,1737.81847826087,0.135896739130435,0.140942391304348,NA,109055.391304348,100075.25,35.0326086956522,63.7652173913043,NA,11.7,71.7053547897533,2944.95,122.14703125,287.364065056299,251.756254488573,5914.39218943227,232.394965130124,492.797323619716,249.113555777798,32.8082445894881,198.564244981405,1201.15921011153,1147.51658445314,3571.21639486761,8980.14130434782,0.0823447717434379,182.927692439643,1710.26455747989
"146",1982,1,5852.3,690,338.3,348.9,2016.2,246.4,526.5,443.2,104.8,-21.5,0.54421,0.52612,0.74228,1.02481,0.61667,0.42469,0.76307,0.74824,0.92115,0.45382,1.18565,0.4462,0.86678,1.00959,0.57894,0.887,0.96479,0.59533,0.47771,3187.9,1892.1,1567.4,1567.5,324.6,237.4,14,650.4,654.6,261.8,20,167.6,39.5,165.6,65.7,99.9,66.2,33.7,-4.2,422.1,347.3,74.7,-3,0.669,0.446,0.168,0.078,0.061,0.029,0.055,0.019,0.037,3184.9,3187.9,2762.9,2765.9,3220.9,3223.9,2798.8,2801.9,3201.2,3222.7,2350.4,106.7,551.8,34.4,92.9,18.5,3184.9,15.564,211.043,226.607,1073.356,0.756791,1777.22111111111,0.142082222222222,0.142887777777778,NA,109371.244444444,99706.8888888889,34.6866666666667,63.7655555555556,39.8,13.6,74.1433368526049,3209.22,114.037258064516,277.123089789402,247.828612132981,5823.00552234358,223.357266961127,481.137708299408,234.872254594352,-28.1766381766382,206.567572288762,1119.92483924989,1155.09409474367,3558.58658835002,9664.35555555555,0.0883628562941386,180.454628705465,1715.20883793061
"147",1982,2,5884,689.4,340.3,343.2,2042.7,249.2,530.8,432,102.9,-4.2,0.5508,0.53113,0.74385,1.03264,0.61664,0.4312,0.76997,0.75693,0.93125,0.45862,1.19911,0.45263,0.86607,1.00303,0.58938,0.87153,0.94716,0.58719,0.48456,3241.6,1911.3,1581.1,1581.1,330.2,238.3,13.6,674.3,678.5,270.8,20.6,173,36.2,178,68.4,109.5,53.8,55.8,-4.2,431.3,354.7,76.6,-0.6,0.677,0.449,0.17,0.08,0.06,0.03,0.059,0.019,0.04,3240.9,3241.6,2809.7,2810.3,3281.9,3282.5,2850.6,2851.2,3245.3,3249.5,2389.4,112.8,559,31.3,95.5,18.3,3240.9,15.625,213.547,229.172,1085.386,0.743206,1815.1032967033,0.145126373626374,0.139265934065934,NA,110121,99749.0769230769,34.8,64.0021978021978,40.4,2.6,74.6252685421469,3273.48,114.013650793651,273.191120817879,248.840292841649,5859.64917202377,232.788509162952,463.892617449664,227.338002341869,-5.45493594574228,207.995150830312,1130.18365999326,1153.6239062242,3578.7416058063,10371.9230769231,0.0941866045252322,181.120839909626,1720.5815390955
"148",1982,3,5861.4,681.3,325.2,359.1,2090.7,252.1,528.7,419.4,103.5,5.8,0.55864,0.53948,0.75147,1.03621,0.62459,0.4398,0.77594,0.76103,0.93568,0.46004,1.2063,0.45632,0.85981,0.98887,0.59824,0.8612,0.93699,0.57709,0.49044,3272.3,1931,1596.3,1596.2,334.8,241.8,13,674.4,679.6,267.3,20.8,174.4,38,179,68.6,110.4,59.4,50.9,-5.2,438.2,360.1,78.1,2.1,0.685,0.455,0.171,0.081,0.061,0.029,0.059,0.019,0.04,3274.4,3272.3,2836.2,2834.1,3309.4,3307.3,2871.2,2869.1,3304,3298.2,2437.6,112.3,572.4,31.7,97,18.4,3274.4,15.88,215.941,231.821,1093.025,0.729456,1845.88695652174,0.110142391304348,0.131251086956522,NA,110523.543478261,99543.7608695652,34.7663043478261,64.0663043478261,41.2,5.6,75.6700223017369,4366,113.7553125,272.669978497813,250.588201233341,5839.31822273553,228.978060517087,448.230164158687,226.814516129032,7.47406846983166,210.411464053281,1120.68952457037,1167.11524345486,3585.4134547103,10979.7826086956,0.0993433820808983,180.573022141568,1725.14310921091
"149",1982,4,5866,620.7,310.3,345,2152.4,264.4,482.9,411.2,111.5,-39.8,0.5647,0.54546,0.75236,1.03914,0.62492,0.44802,0.77812,0.76211,0.93627,0.45802,1.21124,0.45835,0.8548,0.97837,0.60349,0.85459,0.92891,0.57541,0.49767,3292,1944.9,1606,1606,338.9,246.3,19.4,677.5,681.8,268.1,21,184.2,38.5,169.9,63.2,106.7,65.8,40.9,-4.3,442.6,363.6,79,20.6,0.687,0.46,0.173,0.082,0.062,0.029,0.054,0.017,0.037,3312.5,3292,2869.9,2849.3,3346.6,3326.1,2904,2883.4,3342.1,3381.9,2473.3,117.4,589.3,32,99.3,18.7,3312.5,25.61,217.474,243.084,1102.388,0.713866,1887.62934782609,0.0928760869565217,0.106679347826087,NA,110958.010869565,99119.75,34.6336956521739,64.1326086956522,41.8,1.7,75.9916198965193,5607.68,136.750625,274.9972500275,251.717304694266,5842.72005466677,235.899290694637,439.189550022963,243.263881313407,-51.1572996479602,220.660614569329,1077.25990526397,1184.11798983262,3616.04215957018,11838.2608695652,0.106691358080324,179.118039988179,1730.13406325209
"150",1983,1,5938.9,642.8,315.3,352.9,2192.2,268.9,496.6,400.5,131.2,-35.1,0.56929,0.55016,0.75235,1.04641,0.62316,0.45478,0.7726,0.75848,0.92921,0.45004,1.21002,0.46053,0.85842,0.97923,0.612,0.83657,0.9057,0.57395,0.50091,3357.7,1972.9,1623.2,1623.3,349.7,250.7,19.9,708.9,712.6,273.5,21.2,188,37.6,192.3,64.2,128.1,71,57.1,-3.7,445.1,365.2,79.9,23.2,0.687,0.455,0.172,0.081,0.063,0.028,0.059,0.017,0.042,3381,3357.7,2935.8,2912.6,3415,3391.8,2969.9,2946.6,3405.5,3440.6,2514.3,117.9,598.8,33.4,101.5,18.8,3381,32.307,214.745,247.052,1117.196,0.720921,1991.22111111111,0.0865811111111111,0.105581111111111,NA,110638.822222222,99144.8,34.6722222222222,63.8,42.3,-0.9,75.8206387517522,5374.97,147.808095238095,279.373273229606,247.926567980046,5907.45329475044,235.371623644966,431.011289159609,284.889149458233,-45.4335078534031,222.705313126438,1100.8769367714,1195.42432772354,3648.75203025549,11494.0222222222,0.103887785420709,179.362609031137,1734.15081853013
"151",1983,2,6072.4,704.8,316.3,380.1,2256.4,289.6,542.2,402.9,147,-7.7,0.57345,0.55523,0.75979,1.0503,0.63095,0.45877,0.76935,0.75535,0.92338,0.44542,1.20529,0.46165,0.86157,0.98288,0.61425,0.83657,0.90593,0.57351,0.50524,3438.1,2010.7,1655.3,1656.5,355.4,261.2,21.6,739.4,742.6,273,21.8,188.2,37.8,221.8,79.2,142.6,68.6,74,-3.2,448.4,367.6,80.8,44.1,0.691,0.453,0.17,0.079,0.064,0.027,0.068,0.022,0.046,3482.2,3438.1,3033.8,2989.7,3519,3474.9,3070.6,3026.5,3527.7,3535.3,2555.9,119.7,609.3,36.3,106.2,18.9,3482.2,48.347,217.699,266.046,1132.399,0.736178,2042.54835164835,0.0880142857142857,0.105415384615385,NA,111163.582417582,99941.6703296703,34.867032967033,63.9307692307692,43,-5.7,74.7401946495397,5713.86,162.863492063492,290.690344541902,250.399847662573,6032.10950312067,236.917108700815,436.331737746107,318.423047763457,-10.0091479158982,238.421789608708,1180.13889830952,1205.96152323648,3709.80908157467,11221.9120879121,0.100949536204738,181.820099050515,1738.8119016106
"152",1983,3,6192.2,752.2,321.1,409.7,2326.5,302.4,577.7,419.5,162.4,-4.2,0.57929,0.56255,0.76505,1.05608,0.63571,0.46696,0.76801,0.75422,0.91991,0.4444,1.1996,0.46394,0.86643,0.98837,0.61799,0.8382,0.90779,0.57443,0.50958,3522,2052.5,1692,1692.4,360.6,267.5,22.2,771.2,774.7,287,22.8,188.4,38.2,238.3,88.3,150.1,71.5,78.6,-3.5,453,370.7,82.3,65.1,0.695,0.452,0.17,0.078,0.065,0.027,0.073,0.025,0.048,3587.1,3522,3134.1,3069,3625,3559.9,3172,3106.9,3652.3,3656.5,2628.5,125.8,622.3,35.8,109.9,19.5,3587.1,57.059,220.728,277.787,1151.785,0.760373,2074.66739130435,0.0946010869565217,0.116264130434783,NA,112092.793478261,101606.260869565,34.9326086956522,64.2326086956522,43.5,-1.4,74.4786039682663,5036.41,165.390625,293.662785530175,252.631808196349,6151.16902266617,246.869971348954,456.022871802676,350.045264473854,-5.46865154924701,248.171461804462,1247.24143315342,1221.20177400997,3771.32581550279,10486.5326086956,0.0935522461640622,185.196076956422,1745.10728669577
"153",1983,4,6320.2,831.4,327.5,429.8,2379.2,319.3,640.7,446,170.8,23.9,0.58355,0.5663,0.7663,1.06271,0.63543,0.47181,0.77062,0.75517,0.91848,0.44368,1.19771,0.46811,0.87498,1.0015,0.61795,0.83295,0.90102,0.57422,0.51252,3621.8,2106.7,1740.3,1740.3,366.4,273.7,21.5,805,807.3,298.9,24.6,198,39.1,246.7,90.9,155.8,74.2,81.5,-2.3,457.9,374.6,83.3,66.4,0.701,0.456,0.17,0.077,0.065,0.028,0.074,0.025,0.049,3688.1,3621.8,3230.3,3163.9,3727.8,3661.5,3269.9,3203.6,3759.5,3735.6,2700.6,128,611.7,35.6,113.1,20.3,3688.1,68.767,224.553,293.32,1175.039,0.778431,2112.42608695652,0.0943097826086957,0.116866304347826,NA,112159.597826087,102586.467391304,35.1336956521739,64.0663043478261,44.1,2.3,74.9068559410838,5458.09,165.752222222222,298.428394843722,255.530257549096,6277.30186270537,249.746351361898,485.584879365909,364.871504560894,31.0136725456532,260.407746868648,1341.55409823055,1193.51439943807,3844.53336503676,9573.13043478259,0.0853527528658452,188.059035291312,1750.68000203593
"154",1984,1,6442.8,918.4,334.4,464.3,2425.5,331.4,709.7,460.1,176.6,73,0.59096,0.57242,0.77252,1.06312,0.64286,0.47784,0.77273,0.75587,0.91761,0.44418,1.19523,0.47103,0.87615,1.00618,0.61292,0.8356,0.90351,0.57698,0.52631,3766.1,2176.2,1785.4,1785.2,390.8,281.6,21.2,865.5,867.6,300.6,27.7,224.2,38.1,276.9,103.9,173,78,95,-2.1,464,379.3,84.8,41.2,0.708,0.458,0.168,0.076,0.065,0.027,0.083,0.028,0.055,3807.4,3766.1,3343.4,3302.1,3844.4,3803.2,3380.4,3339.2,3902.4,3829.4,2789.5,133,634.3,36,116.8,21.1,3807.4,77.105,229.789,306.894,1195.132,0.798895,2158.00989010989,0.0968879120879121,0.119456043956044,NA,112510.076923077,103660.483516484,35.1637362637363,64.0318681318681,44.8,5.2,75.8806450683179,6003.39,160.363650793651,303.797910625066,261.112837685304,6400.11492706024,252.702779730577,501.411274942514,374.923040995266,94.4669578695223,270.215580846951,1441.31836057753,1205.18325701583,3883.51330946688,8849.59340659341,0.078656007076094,190.190376613961,1757.09502479878
"155",1984,2,6554,949.4,342.7,483.8,2484.1,341.3,735.1,484.4,181.4,69.3,0.59602,0.57799,0.77441,1.06981,0.64328,0.48508,0.77432,0.7592,0.92043,0.44865,1.19423,0.47486,0.88182,1.01146,0.61925,0.84028,0.90964,0.57684,0.53141,3869.9,2225.9,1828.4,1828.2,397.5,287.7,21,906.7,908.6,320.4,29.8,234.9,36.7,286.8,102.9,183.9,78.5,105.4,-1.9,470.6,384.4,86.2,36.3,0.712,0.46,0.168,0.075,0.065,0.028,0.084,0.027,0.058,3906.3,3869.9,3435.7,3399.3,3943.8,3907.5,3473.2,3436.9,4010.6,3941.3,2865.1,137.1,654.3,35.3,119.9,21.6,3906.3,82.171,233.825,315.996,1223.599,0.807273,2204.53846153846,0.105540659340659,0.132023076923077,NA,113522.736263736,105041.681318681,35.132967032967,64.467032967033,45.3,1.3,76.1272571647899,5469.95,155.742380952381,305.887645114967,264.316990867537,6512.42934575257,257.992886848196,526.275762415393,382.007328475761,89.5026799074956,277.001539058824,1484.39442590702,1231.25270506765,3937.8822147779,8481.05494505496,0.0747079855911132,192.555880789304,1760.94246995653
"156",1984,3,6617.7,971.4,350.3,496.3,2522.8,342.1,753.5,500.7,181.4,71.3,0.60081,0.58248,0.77612,1.07199,0.64474,0.49085,0.77561,0.76157,0.9211,0.45155,1.19123,0.47948,0.87289,0.995,0.62423,0.82532,0.89607,0.55866,0.53567,3945.7,2271.1,1866.9,1867,404.1,292.2,20.9,925.8,927.9,340.3,31.3,237.1,40.4,278.8,91.1,187.7,79.5,108.2,-2.1,477.5,390,87.5,30.3,0.716,0.465,0.17,0.076,0.065,0.029,0.081,0.023,0.058,3976,3945.7,3498.4,3468.2,4013.3,3983.1,3535.8,3505.5,4079.8,4008.5,2932.4,139.1,664.5,35.2,122,22,3976,77.282,239.459,316.741,1245.851,0.808165,2233.50760869565,0.113909782608696,0.128704347826087,NA,113836.782608696,105361.282608696,35.0663043478261,64.4673913043478,45.7,3.7,76.8314342935642,5957.78,160.483492063492,307.65004807032,269.86542784914,6579.91537977882,259.674799783449,543.58918684182,378.326520397097,91.9188055739881,277.407750126551,1508.48254991,1240.50254821065,3976.93028165817,8475.5,0.0744530880597163,192.775279182991,1765.80408025628
"157",1984,4,6671.6,955.5,357.4,510.8,2572,353.8,744.3,513.3,183,48,0.60465,0.58612,0.77849,1.07401,0.64707,0.49506,0.77892,0.76367,0.92202,0.45425,1.18904,0.48314,0.86352,0.97611,0.63289,0.81508,0.88672,0.54682,0.53871,4015.6,2309.5,1899.7,1899.2,409.7,297.5,21.2,944.6,946.1,347.2,32.4,236,44.8,285.7,92.3,193.5,78.1,115.3,-1.6,485.2,396.2,89.1,18.3,0.719,0.467,0.17,0.076,0.065,0.029,0.082,0.023,0.059,4034,4015.6,3548.7,3530.4,4067.2,4048.9,3582,3563.6,4141.7,4093.7,2978.8,148.3,677.2,35,125.3,22.3,4034,83.727,243.907,327.634,1269.584,0.802982,2283.07608695652,0.0926489130434783,0.117452173913043,NA,114257.608695652,105944.032608696,35,64.5,46.3,2.4,77.2924228993256,5648.51,165.1896875,311.540298914898,274.383255276953,6634.44295636206,275.28726030703,556.712435738921,378.772198534586,61.6203143893591,286.564691338798,1517.35195164583,1257.0770915706,4013.41391314562,8313.57608695651,0.0727616845990657,193.47499235,1771.43579373104
"158",1985,1,6734.5,924,357.6,499.6,2643.4,368,720,520.5,183.3,16.2,0.61136,0.59237,0.78343,1.07952,0.65157,0.50189,0.77925,0.76599,0.92414,0.45775,1.188,0.48556,0.85399,0.96073,0.63432,0.79533,0.86325,0.53991,0.54561,4093.2,2353.9,1934,1933.9,419.9,301,21.1,966.1,966.7,352.1,33.4,248.2,42.9,290,98.7,191.4,81.2,110.2,-0.7,493.3,402.8,90.5,24,0.723,0.47,0.172,0.077,0.066,0.029,0.08,0.023,0.057,4117.2,4093.2,3623.9,3599.9,4143.5,4119.5,3650.2,3626.2,4209.1,4192.9,3003.1,149.1,696.5,34.1,127.3,22.9,4117.2,90.206,252.927,343.133,1299.446,0.799149,2351.59333333333,0.0847588888888889,0.115857777777778,NA,114979.677777778,106617.344444444,34.8688888888889,64.7688888888889,46.9,4.2,78.1039933397685,7021.42,177.098548387097,311.123115620305,282.444827330665,6705.82171171036,273.272117446528,563.226350985781,377.502265425488,20.79,297.579353442535,1494.85147088906,1276.55284910467,4076.41739171663,8362.33333333334,0.0727287942961129,193.975224832632,1775.23004872024
"159",1985,2,6791.5,939.9,356.3,524.1,2687.4,373.3,735.3,528.5,185.1,21.6,0.61483,0.59678,0.78725,1.08202,0.65557,0.50658,0.7823,0.7671,0.92524,0.45885,1.18854,0.48657,0.85069,0.95412,0.63704,0.79865,0.86294,0.55392,0.54799,4141.6,2389.4,1963.5,1964.5,426,305.7,21,966.4,965.5,352.4,39.3,244.6,41.7,287.4,97,190.5,90.5,100,0.9,501.1,409.4,91.7,34.1,0.725,0.473,0.174,0.077,0.068,0.029,0.078,0.022,0.056,4175.7,4141.6,3674.6,3640.5,4204.3,4170.2,3703.2,3669.2,4291.1,4269.5,3085.6,157.9,710.4,34,130.6,23,4175.7,89.062,258.958,348.02,1325.59,0.794022,2393.3010989011,0.0792384615384615,0.108137362637363,NA,115177.296703297,106792.549450549,34.9,64.767032967033,47.4,2,78.4945133064674,6449.22,184.737936507937,314.353698180234,288.332563168888,6765.47886498865,288.143944232559,571.203147291513,380.418028238486,27.6102815177479,301.336780494851,1529.38072472741,1296.37402142375,4107.5241188375,8384.74725274724,0.0727986112953044,194.467340795717,1778.33214564458
"160",1985,3,6897.6,929.6,351.1,519,2755.9,396.5,727.2,522.2,188.8,16.3,0.61736,0.60057,0.78787,1.08013,0.65689,0.51186,0.78233,0.77035,0.92829,0.46129,1.1911,0.48985,0.84179,0.93956,0.63887,0.79795,0.85618,0.57176,0.5498,4206.4,2428.1,1996.3,1996.3,431.8,311.9,21.3,978.2,977.2,346.2,33.9,244.6,42.2,310.2,102.3,208,84.1,123.8,1,509.5,416.1,93.4,52,0.727,0.472,0.172,0.077,0.067,0.028,0.083,0.023,0.06,4258.3,4206.4,3748.8,3696.9,4282.5,4230.6,3773,3721.1,4376.9,4360.6,3086,165,728.9,34.8,132.8,23.8,4258.3,105.386,264.266,369.652,1350.54,0.787426,2444.05760869565,0.0789978260869565,0.103363043478261,NA,115500.989130435,107181.217391304,34.8,64.7315217391304,47.9,0.4,78.5730078197738,6246.43,188.549682539683,318.697237624257,294.675270569283,6873.57803294503,300.109130592943,562.539723577761,385.424109421251,20.8367436743674,321.233469574362,1550.94260016731,1325.75481993452,4164.7806128432,8319.77173913043,0.0720320388748788,194.615857261714,1784.30826322771
"161",1985,4,6950,965.9,361.7,539.4,2783.7,383.8,762.2,533.6,195.5,33.1,0.6214,0.60532,0.79271,1.08283,0.6621,0.51658,0.78909,0.77537,0.9326,0.46401,1.19586,0.4955,0.84048,0.93334,0.64683,0.81365,0.87093,0.58957,0.55497,4259.4,2476.4,2037.3,2037.3,439.1,313.9,22,973.2,972.2,360.6,34.2,246.9,40.5,290,99.7,190.3,87,103.3,1,517.9,422.8,95.1,59.3,0.73,0.48,0.175,0.078,0.068,0.029,0.075,0.022,0.053,4318.7,4259.4,3800.8,3741.5,4345.8,4286.5,3827.8,3768.5,4453.6,4420.5,3142.6,163.1,744.6,32.8,133.8,24.1,4318.7,88.47,269.342,357.812,1377.042,0.788106,2480.25,0.0810391304347826,0.0975978260869565,NA,116212.163043478,108023.510869565,34.8336956521739,64.9673913043478,48.3,5.3,79.6141001733858,7792.99,196.61671875,315.03997885416,299.607214428858,6934.5672355747,293.889759806836,572.163843019515,394.550958627649,41.9460640251902,311.005763507759,1570.7955233146,1341.69414562949,4199.77756663061,8188.65217391305,0.0704629529255853,196.335184682325,1788.77681110925
