,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-1.8168339,-2.3473608,-2.360587,-1.5464203,-2.949407,-2.1994846,-1.579449,-2.1684632,-1.5312996,-2.2037928,-2.42658,-1.8255587,-2.783682,-1.8252516,-2.564866,-2.4255464,-2.4901586,-2.7722375,-2.376767,-2.9463634
