,IND_PROD,EXPORT_D11,IMPORT_D11,EMPLOYED_D11,CONSTRUCTION_D11,CARGO_D11,RETAIL_D11,BUSINESS_CONF,REAL_DISPOSABLE_INCOME_SA,RETAIL_FOOD_D11,RETAIL_NONFOOD_D11,TOTAL_REVENUE_SE_D11,unemp_rate,EXPORT_SNG_D11,agriculture,HOUSING_D11,real_investment,IMPORT_SNG_D11,inflation,d_reer,d_poil,d_pgas,firms_exp,infl_exp
2009M05,4.517631874,5.203562565,5.490173096,4.052528678,5.081426351,4.078071288,4.778565709,3.969495204,4.8956559,4.672844336,4.867731412,4.371793065,8.625713733,5.299636314,5.464229057,5.243553839,5.455243762,4.906350506,0.864587533,1.460668571,14.18891989,9.428571429,13.39,
2009M06,4.531420444,5.289302521,5.579950418,4.053703023,5.069317205,4.115726637,4.775857641,3.97536842,4.8842943,4.67030445,4.863985412,4.378914898,8.435653489,5.296371123,5.46609454,5.11039756,5.443346976,4.947360689,0.686213043,1.01048459,19.7382199,-0.783289817,13.18,
2009M07,4.546710792,5.332589444,5.578349462,4.054595555,5.09987059,4.193584832,4.771996033,3.981056635,4.8679456,4.667621799,4.86203321,4.378655844,8.369099395,5.38679241,5.479120313,5.432749601,5.469164089,4.940984822,0.73222469,-1.928692135,-6.07783122,-11.05263158,12.69,
2009M08,4.534726691,5.360309252,5.522216653,4.055673912,5.069589875,4.196106963,4.766460474,3.986553299,4.8745819,4.659673109,4.855920076,4.37598661,7.978630266,5.424108044,5.475220143,5.257382579,5.456491243,4.965548566,0.657995075,-1.124513118,12.52327747,-7.100591716,12.22,
2009M09,4.554316342,5.427739544,5.670874952,4.057371574,5.04382076,4.189953976,4.771597057,3.990302494,4.8931578,4.666144121,4.86032603,4.378331227,7.808091987,5.440729904,5.591071044,5.206767352,5.464954903,5.062815306,0.54852978,2.175698497,-6.70252379,-4.777070064,12.03,
2009M10,4.560609775,5.466086932,5.706797422,4.058344735,5.090758178,4.200956782,4.779637599,3.993114588,4.9218462,4.677783416,4.863918398,4.379613715,8.151005706,5.486590607,5.460621105,5.230883791,5.475274561,5.157777978,0.374863731,2.819169532,7.568366593,34.11371237,11.80,
2009M11,4.554244677,5.516716443,5.755849709,4.053768548,5.095172526,4.213905553,4.785016096,3.993882957,4.8958142,4.683513349,4.869472742,4.374241371,7.817446435,5.630468265,5.455615175,5.200562374,5.479730386,5.207230204,0.308464121,1.171016348,5.345609454,-8.728179551,12.45,
2009M12,4.569249712,5.549735428,5.779711085,4.056719314,5.107824419,4.216087698,4.800668922,3.993412745,4.8960086,4.697561522,4.885198898,4.394040359,8.34210521,5.615370268,5.50507012,5.135427989,5.474894707,5.250479293,0.380510296,-1.148649429,-2.869814767,46.17486339,13.08,
2010M01,4.578381697,5.581545911,5.661376946,4.047863476,5.098975414,4.200638547,4.83284375,3.997927353,4.9424412,4.723507713,4.925983192,4.384880963,8.006163555,5.524458222,5.450906514,5.226407314,5.507943853,5.170011487,0.377960686,1.619734211,2.296535052,8.971962617,12.93,
2010M02,4.579111314,5.60274285,5.782944259,4.053759437,5.104601373,4.204609203,4.824296487,4.001976498,4.9244864,4.706904771,4.917940129,4.391034355,8.047537314,5.532430395,5.44902742,5.270341888,5.499774866,5.290332955,0.560700509,0.59054983,-3.177103847,-8.747855918,12.11,
2010M03,4.600351354,5.620148999,5.847851422,4.052507948,5.095436759,4.2263105,4.83543828,4.006343453,4.93837,4.716241664,4.933235625,4.397338996,7.870088689,5.528119059,5.449366112,5.04342349,5.524884371,5.364556427,0.512631755,1.560077758,6.888135593,-19.36090226,11.97,
2010M04,4.592652992,5.605110636,5.873187351,4.054677739,5.143536669,4.233551669,4.841608558,4.011241092,4.9361579,4.724180646,4.933968438,4.389288659,7.632589331,5.58517629,5.44759192,5.442743564,5.527885238,5.378174911,0.503439547,1.203514597,7.598629963,-6.060606061,12.62,0.503439547
2010M05,4.594663898,5.552108607,5.904407131,4.061999301,5.129596697,4.211791,4.846256727,4.016086369,4.940646,4.730455073,4.945319012,4.389306826,7.29849364,5.548122307,5.448841192,5.265321548,5.532594271,5.394282513,0.411013086,-0.711941748,-10.45743928,2.729528536,12.44,0.411013086
2010M06,4.60004016,5.565418883,5.895188523,4.071936915,5.171355147,4.20888934,4.852251867,4.018871021,4.9267946,4.73593517,4.949582783,4.388560475,7.272241961,5.623548301,5.442099088,5.183174785,5.553103451,5.359352858,0.435061065,-0.704583225,-1.566820276,15.94202899,13.51,0.435061065
2010M07,4.596741857,5.519564955,5.904729205,4.065963235,5.123630077,4.209650458,4.856642312,4.023173239,4.9461385,4.749300685,4.951401308,4.390946858,7.279738361,5.589551898,5.430241368,5.117054384,5.53237158,5.338980803,0.452914429,-0.927400789,1.096843232,-3.541666667,15.56,0.452914429
2010M08,4.603286403,5.542918692,6.007263082,4.066652139,5.150036517,4.215574374,4.853117561,4.027148771,4.933671,4.736397347,4.952633077,4.392081851,7.017337875,5.648849104,5.300362474,5.196218843,5.552560436,5.379064713,0.486416577,0.485337748,1.93172797,-6.695464363,16.69,0.486416577
2010M09,4.615496288,5.598709389,6.010306838,4.06946629,5.151412078,4.215584832,4.846192729,4.029996569,4.930839,4.72329907,4.955710642,4.401424231,6.895350177,5.639170491,5.30868662,5.110538725,5.560188971,5.46994982,0.687241806,-1.825808464,1.038421599,-9.953703704,16.17,0.687241806
2010M10,4.627026585,5.609904639,6.00796508,4.068542326,5.112771588,4.234636257,4.853027417,4.030776241,4.943991,4.721466697,4.967827196,4.403154315,6.737981744,5.731837619,5.326603855,5.179654983,5.557608028,5.40720332,0.830056437,-2.742242062,6.205035971,-11.8251928,17.49,0.830056437
2010M11,4.626016778,5.635148851,6.058046055,4.069312525,5.120556732,4.246910873,4.862699906,4.027988393,4.9370837,4.722184273,4.986642117,4.411809617,7.083347097,5.774680941,5.317913012,5.189455362,5.577530655,5.515942415,0.685011471,-1.155957148,3.157130761,8.163265306,18.81,0.685011471
2010M12,4.63415426,5.737571855,6.070985822,4.062668123,5.144376193,4.211620568,4.865503959,4.026842626,4.9328307,4.719618393,4.99322477,4.410266963,7.094988288,5.733290855,5.471522999,5.169889996,5.588633093,5.408052962,0.74799033,3.834743919,7.234990619,14.55525606,20.36,0.74799033
2011M01,4.638838881,5.658426596,6.101877189,4.067047353,5.09638004,4.243774829,4.874090708,4.026261528,4.9398853,4.727814549,5.003984087,4.41190413,7.025047529,5.878976277,5.469386771,5.030141186,5.573300865,5.647197906,0.768654501,0.947295962,5.544013122,5.647058824,19.51,0.768654501
2011M02,4.631817278,5.82157496,6.159923716,4.072947027,5.130383913,4.252091857,4.882936144,4.02646174,4.9243709,4.734403372,5.010029906,4.404564115,6.69387398,6.054557378,5.468636431,5.176951115,5.595481158,5.707405032,1.221349979,0.99915725,7.459593867,-8.908685969,17.40,1.221349979
2011M03,4.641961316,5.843473081,6.24888041,4.070523712,5.152316061,4.240251218,4.885822638,4.025123126,4.9147136,4.733228999,5.022784885,4.415141827,6.941721106,5.973226579,5.467395786,5.215673202,5.607354537,5.744844007,0.610360833,0.750659413,10.52834555,-2.93398533,17.39,0.610360833
2011M04,4.648291455,5.893545452,6.247213223,4.065847198,5.137813281,4.252957669,4.895697619,4.025640689,4.9279583,4.740633549,5.034244082,4.422061742,6.671996399,5.857675569,5.467567826,5.221906702,5.623991694,5.711324614,0.585676482,-1.370741454,7.519190509,6.801007557,16.63,0.585676482
2011M05,4.652448351,5.877813325,6.307055299,4.073761672,5.146515477,4.269884593,4.90286414,4.027843447,4.9105959,4.73915707,5.053390785,4.423342132,6.458193913,5.930463891,5.467661665,5.188838712,5.628379603,5.750597245,0.669292956,0.075735676,-6.709394775,1.650943396,15.44,0.669292956
2011M06,4.661444937,5.881895159,6.26536557,4.074770575,5.178071991,4.283180736,4.908484133,4.029531493,4.9260801,4.747141332,5.052041446,4.422206634,6.76993665,5.908598936,5.472251892,5.269445116,5.642712208,5.761067864,0.767215983,-0.196778894,-1.008783372,5.336426914,14.60,0.767215983
2011M07,4.652331691,5.821407711,6.195892157,4.075819956,5.178258918,4.257592469,4.916985711,4.027054837,4.9408778,4.76128461,5.060050935,4.406828513,6.485076535,5.820110137,5.577036201,5.238404497,5.652113075,5.768573934,0.624038751,0.707972041,2.758499517,-2.643171806,13.59,0.624038751
2011M08,4.657723451,5.890819874,6.271277675,4.076134122,5.187204406,4.23629915,4.930649863,4.023538891,4.9239703,4.768906337,5.075620944,4.42588623,6.399921215,5.827240277,5.571703703,5.212669735,5.666327687,5.781006752,0.420089674,-2.55543203,-5.770710439,-8.14479638,12.72,0.420089674
2011M09,4.660779145,5.858321434,6.195209809,4.079819981,5.208546265,4.220209366,4.936568254,4.019352088,4.9422201,4.779476721,5.078019579,4.422772635,6.455265739,5.923749692,5.63526599,5.310026617,5.678868653,5.728367672,0.444342412,-2.959523226,2.36799129,-3.9408867,14.45,0.444342412
2011M10,4.658345389,5.88111756,6.206537639,4.074827264,5.207564953,4.235938265,4.942561364,4.01793596,4.9326658,4.782084388,5.084332575,4.422827282,6.335862324,5.871934838,5.649161509,5.241490566,5.676843969,5.671139227,0.280568681,-1.008816371,-2.907028273,-8.461538462,13.70,0.280568681
2011M11,4.661679717,5.930453615,6.251775632,4.078074055,5.199025067,4.252094891,4.943339353,4.01521887,4.9326778,4.784371621,5.085468067,4.433886514,6.076481695,5.939113559,5.638402213,5.265267493,5.687449142,5.694574855,0.561482618,2.414305216,1.113646737,-9.243697479,12.95,0.561482618
2011M12,4.66976883,5.929810199,6.220679988,4.081292426,5.207399493,4.255543995,4.950291372,4.012574858,4.951477,4.787203829,5.094512369,4.437332223,5.841597763,5.998930981,5.515269309,5.294925046,5.702442344,5.737166105,0.526044441,0.53634311,-2.618037375,-2.160493827,11.88,0.526044441
2012M01,4.679050468,5.935059243,6.324216173,4.078500374,5.188738717,4.289300613,4.952106572,4.012109082,4.9591523,4.787170129,5.09828891,4.433464056,5.808765816,5.939411839,5.512600056,5.189113126,5.69507262,5.869247436,0.42548764,1.104809098,2.614257903,-15.77287066,12.44,0.42548764
2012M02,4.696946037,5.948939413,6.301565794,4.076434277,5.180711364,4.294566041,4.9665076,4.01198319,4.9488778,4.789725678,5.114210924,4.450206977,5.912742296,6.068505647,5.515859218,5.193834897,5.707842754,5.808485356,-0.203060648,2.419405225,7.80558316,-5.992509363,13.80,-0.203060648
2012M03,4.679836559,5.915824978,6.288767896,4.072619221,5.179570036,4.284131072,4.962162561,4.01108459,4.9472644,4.788664806,5.115904489,4.45269357,5.411114764,5.938681799,5.518516868,5.23084958,5.699815517,5.764557399,0.262501758,1.235859588,5.128634878,-13.54581673,14.52,0.262501758
2012M04,4.674156924,5.869398749,6.212037588,4.082505914,5.197504879,4.278990891,4.967792618,4.008501292,4.9425077,4.789641954,5.122404614,4.448533337,5.447343541,5.81332174,5.520201485,5.152608884,5.702552218,5.635584498,0.505908141,-1.211174827,-4.543642886,-10.13824885,15.84,0.505908141
2012M05,4.685855395,5.905753089,6.294057369,4.090697955,5.246365737,4.271235649,4.979432741,4.005000499,4.9742537,4.795236887,5.14075334,4.458226794,5.502371024,5.896794924,5.521322508,5.242608655,5.721405932,5.664151263,0.455809101,-3.649714829,-7.858037578,24.61538462,18.51,0.455809101
2012M06,4.677349349,5.810730781,6.232620412,4.088278537,5.201365729,4.276841134,4.985102212,4.003811269,4.9891421,4.798713769,5.144470008,4.462898728,5.373678296,5.905204011,5.519310287,5.274146893,5.714365312,5.553561807,0.485128833,-4.511109149,-13.75747689,1.234567901,20.17,0.485128833
2012M07,4.685912956,5.821850174,6.267638145,4.085875054,5.194732531,4.277374473,4.978671604,4.005943297,4.9593161,4.788779972,5.146141991,4.450325934,5.299202197,5.946833152,5.52010592,5.353993992,5.716051436,5.638847875,0.632141875,1.99236133,7.839428331,19.91869919,17.79,0.632141875
2012M08,4.696920856,5.832688678,6.261328437,4.085928378,5.222525645,4.281110965,4.980637323,4.008807125,4.9837553,4.787646431,5.149898224,4.447207246,5.338634943,5.952022504,5.523392491,5.302441058,5.719256105,5.694940029,1.059867418,2.27156632,10.46579614,-3.728813559,18.20,1.059867418
2012M09,4.681314505,5.859410116,6.181390487,4.085550749,5.217266426,4.27971803,4.987370402,4.009397928,4.9901247,4.794417184,5.157761132,4.451539109,5.221625267,5.922241181,5.528950997,5.243908121,5.712297618,5.641434138,0.6294228,-0.100132162,-0.441072689,0.352112676,15.78,0.6294228
2012M10,4.687863746,5.90021794,6.300214254,4.083732734,5.20159375,4.247382885,4.988113264,4.005903428,4.9725891,4.796388276,5.156162024,4.466146104,5.248339192,5.909523656,5.523786532,5.317095529,5.730442776,5.872910082,0.818624035,0.201254027,-1.018961545,16.49122807,15.10,0.818624035
2012M11,4.687130838,5.875685005,6.283166711,4.08564467,5.194572536,4.26819688,4.98818416,4.002757665,5.0059456,4.802117291,5.152801378,4.47338145,5.036971177,5.850726717,5.528703785,5.37785958,5.708861853,5.814123188,0.619921467,0.56052591,-2.372213768,6.626506024,13.91,0.619921467
2012M12,4.692685794,5.859994762,6.251531188,4.087444886,5.189442717,4.274720469,4.993694285,4.003213308,4.9922413,4.805817614,5.158631045,4.471933562,5.522250079,5.839935341,5.53734159,5.397646506,5.712959503,5.780834313,0.440215101,2.249826175,0.394278379,-5.649717514,13.02,0.440215101
2013M01,4.684757221,5.905214998,6.420942022,4.087397723,5.24901474,4.268944207,4.997639105,4.002654664,4.9909465,4.807333909,5.164465742,4.479498834,5.383953036,5.946767586,5.52705178,5.301223141,5.737122533,5.771800774,0.466670886,1.362314253,3.1692392,-0.299401198,13.76,0.466670886
2013M02,4.676452169,5.905483354,6.338160955,4.0883125,5.215867604,4.268991423,4.998243507,4.002890605,5.0122515,4.799233344,5.165244718,4.4758396,5.335364264,5.861136325,5.527633349,5.204384643,5.722701509,5.721958154,0.222183503,-0.267244666,2.735481586,0,13.13,0.222183503
2013M03,4.684137824,5.865562372,6.265612191,4.085602697,5.215591784,4.269912435,5.006368292,4.003975242,5.0399427,4.817734041,5.174221117,4.464269854,5.381776016,5.789687233,5.528284584,5.265529014,5.728560157,5.588356909,0.436826577,-0.905499229,-6.531667385,14.41441441,13.46,0.436826577
2013M04,4.686411498,5.869941927,6.329242824,4.084092602,5.197473472,4.280784401,5.013623341,4.00347702,5.0185489,4.816139147,5.186695933,4.476565524,5.357981642,5.792170903,5.527652033,5.395019078,5.722391939,5.697523883,0.353562429,-3.487045106,-5.734304416,9.448818898,13.48,0.353562429
2013M05,4.682029555,5.823118119,6.216431736,4.08132269,5.252443615,4.277662757,5.015234004,4.00251757,4.9836244,4.825238845,5.182173319,4.475373101,5.674030841,5.752717986,5.529142181,5.326719622,5.719139811,5.55798448,0.48073817,-0.600821847,0.303178484,-3.117505995,12.68,0.48073817
2013M06,4.695726904,5.85007193,6.252980812,4.07518477,5.190965378,4.26907758,5.02322168,4.002110255,5.0189445,4.830592781,5.191310633,4.473050857,5.48952242,5.734249821,5.53274873,5.302939762,5.71558729,5.594124629,0.558694359,-3.985350343,0.351014041,-5.198019802,13.14,0.558694359
2013M07,4.692338584,5.899518137,6.255649723,4.077332084,5.241792726,4.27204619,5.021365608,4.005011215,5.0031669,4.826451413,5.194013167,4.482199602,5.511017062,5.882338484,5.532175432,5.329885808,5.720208984,5.539071779,0.520350332,-0.358583312,4.867858531,-5.483028721,12.69,0.520350332
2013M08,4.696230439,5.878406651,6.188508863,4.081319151,5.194950492,4.287106318,5.018892915,4.006519402,5.007184,4.825105969,5.190549999,4.487278052,5.558821346,5.883424571,5.537347023,5.477137432,5.713745248,5.452830441,0.87355138,0.278064657,3.103863615,-5.248618785,12.67,0.87355138
2013M09,4.690559774,5.911611003,6.200873869,4.078840204,5.184010265,4.29466904,5.019070673,4.006379162,5.0045039,4.822823107,5.192456626,4.483758922,5.544099948,5.870582477,5.533437867,5.515869777,5.711916834,5.521021453,0.704259537,1.321794161,0.287562904,5.539358601,11.91,0.704259537
2013M10,4.692317046,5.844655937,6.211897996,4.081637252,5.194448955,4.303659866,5.019715681,4.006580625,5.0147677,4.822763054,5.193481417,4.491847948,5.451068785,5.892782232,5.760089176,5.499978868,5.707906194,5.496656221,0.56835507,-0.595358371,-2.258064516,1.657458564,11.33,0.56835507
2013M11,4.71003818,5.923763925,6.227435363,4.083266288,5.191884518,4.273021825,5.024838288,4.006944438,5.0267171,4.833833744,5.196704888,4.48904164,5.530005245,5.860288866,5.636189765,5.475430067,5.732340323,5.51193273,0.515405112,0.478923711,-1.182618262,-1.086956522,10.78,0.515405112
2013M12,4.688113943,5.902654976,6.249467198,4.078715818,5.171990355,4.295499738,5.022874036,4.006666895,5.0142588,4.823439952,5.198989589,4.478622172,5.244004662,5.85945976,5.598527842,5.433936851,5.706415405,5.52244116,0.501080575,0.23527367,2.75535764,16.48351648,10.86,0.501080575
2014M01,4.690293106,5.915245898,6.372034825,4.081993861,5.183301299,4.298956514,5.026061209,4.005691546,5.0059337,4.822289912,5.207421718,4.494786279,5.278703237,5.88112882,5.597339522,5.538086705,5.6965523,5.547845249,0.380350491,-1.740616754,-2.383531961,11.08490566,12.34,0.380350491
2014M02,4.70260801,5.748015242,6.23993909,4.087477446,5.162369249,4.275761032,5.039966026,4.00539643,5.0108962,4.828087591,5.222829527,4.499762264,5.0773304,5.839494123,5.588824308,5.556979526,5.70360956,5.528236082,-0.020697404,-5.126464118,0.721420644,27.38853503,15.51,-0.020697404
2014M03,4.701705161,5.905041048,6.231689418,4.08606514,5.173075391,4.276470699,5.049212021,4.005086429,4.9906377,4.829937683,5.250437359,4.496215891,5.15144449,5.795411752,5.58214295,5.526798169,5.696660977,5.59518031,0.462176986,-3.294720909,-1.303948577,-18.33333333,15.22,0.462176986
2014M04,4.708722037,5.942755404,6.254953649,4.08365188,5.182608162,4.280148152,5.046298313,4.004470896,5.0178101,4.833573075,5.235489431,4.50149581,5.066992934,5.8635445,5.582186203,5.540294339,5.704042441,5.523600725,0.848644864,-1.270353385,0.260513584,-4.897959184,14.37,0.848644864
2014M05,4.708882604,5.896740416,6.227984031,4.082254434,5.196691824,4.295460977,5.041849486,4.00781592,5.0413439,4.829210409,5.23105126,4.490709902,5.096950832,5.978432901,5.578694913,5.623475758,5.69933818,5.397347688,0.927871304,1.338295844,1.651818857,-1.716738197,12.74,0.927871304
2014M06,4.701541076,5.806629334,6.202974189,4.084479191,5.198858892,4.299153003,5.038070925,4.01428315,5.0002421,4.825808239,5.226262441,4.489980857,5.067616793,5.74326376,5.575699489,5.608697389,5.701456004,5.491635464,0.992747938,1.253083351,2.06317327,0.218340611,12.18,0.992747938
2014M07,4.707120634,5.958281584,6.232079106,4.084031903,5.214537443,4.269627695,5.037217925,4.019492097,5.0214353,4.824823021,5.225882247,4.495501977,5.119408902,5.642275688,5.582814686,5.631164409,5.698044142,5.495448089,0.980452425,-0.478731282,-4.499105546,-11.76470588,12.38,0.980452425
2014M08,4.699451473,5.860641645,6.084339052,4.082702559,5.200735252,4.272835872,5.036181843,4.021732604,5.032966,4.826898083,5.221904984,4.500143649,5.189686391,5.569498323,5.572269729,5.595637514,5.693199708,5.384709279,0.677412527,-0.201750098,-4.832818207,-3.456790123,13.37,0.677412527
2014M09,4.715456301,5.744000592,6.111882971,4.081527528,5.180133561,4.273936446,5.036860066,4.021001874,5.0092884,4.818627985,5.22991763,4.504157316,5.171954635,5.577769272,5.661625353,5.607603126,5.689586994,5.426539065,0.738213377,-2.989450744,-4.448381065,0.255754476,15.47,0.738213377
2014M10,4.717528222,5.791656891,6.097549275,4.088088223,5.168511394,4.268048577,5.038092064,4.018922331,5.0246633,4.818557715,5.232527111,4.50192007,5.207450963,5.514419877,5.649093597,5.667101592,5.689821641,5.262619591,0.787543423,-7.28315901,-9.949531363,-3.571428571,18.00,0.787543423
2014M11,4.705044389,5.668089677,5.996940507,4.084756715,5.144698745,4.269496052,5.042270423,4.016557629,5.0039714,4.814103954,5.244965352,4.497093536,5.225496043,5.490922445,5.646777743,5.550638203,5.670229655,5.198124417,0.808116792,-7.80965609,-9.138739563,8.994708995,21.97,0.808116792
2014M12,4.724206214,5.627341856,5.984406062,4.083732972,5.153244965,4.265612215,5.068907766,4.015243274,4.931403,4.813253541,5.292139562,4.503452084,5.184309824,5.461819019,5.645671784,5.585851092,5.682074213,5.100567144,1.044975965,-16.72984002,-21.52567976,-15.53398058,23.36,1.044975965
2015M01,4.702180193,5.559912874,5.809151139,4.099673376,5.151819414,4.258884176,4.979898707,4.013948972,4.9984436,4.765972858,5.168916695,4.495636668,5.485213101,5.351220949,5.63393581,5.76064716,5.669531448,4.972644636,2.178325822,-8.710207448,-23.38787295,-14.08045977,22.42,2.178325822
2015M02,4.694861793,5.55386757,5.813923795,4.09045669,5.193445701,4.266229968,4.962247848,4.011935437,4.989218,4.749270384,5.144451135,4.491120832,5.605447602,5.53821971,5.630570142,5.922398299,5.665503633,4.959525691,2.765412501,0.947632273,21.64991625,-4.013377926,19.21,2.765412501
2015M03,4.700035994,5.542725476,5.775550759,4.09108329,5.13654741,4.28524765,4.956697908,4.012308695,4.9732687,4.748674507,5.143515898,4.490936082,5.618188929,5.391683258,5.628642966,5.749770627,5.665856179,4.9396351,1.90001287,9.156039513,-3.803786575,-1.393728223,16.00,1.90001287
2015M04,4.700067362,5.517035359,5.726332938,4.090371805,5.134000292,4.27301497,4.945238348,4.014198617,4.9977066,4.73895535,5.126461328,4.482261942,5.695827328,5.410613188,5.635595299,5.680819575,,5.018963841,1.207918776,10.41236272,6.494900698,-7.77385159,13.46,1.207918776
2015M05,4.683433713,5.530105428,5.691438686,4.09736591,5.104951216,4.26406954,4.945874867,4.014430345,4.9728071,4.738004785,5.128435031,4.467506314,5.569139127,5.349677867,5.642248163,5.636810038,,5.031435125,0.738963448,1.825209186,7.661290323,9.195402299,13.28,0.738963448
2015M06,4.704951173,5.487875228,5.700669753,4.091509345,5.134306292,4.268733697,4.939859143,4.013522542,4.9727033,4.730739114,5.123032908,4.488005708,5.476801726,5.365063724,5.647999342,5.557167036,,5.016831664,0.553734407,-7.889198451,-4.057428215,-2.456140351,12.62,0.553734407
2015M07,4.716747847,5.44290106,5.69517532,4.096743545,5.105213499,4.290513245,4.936363366,4.013957007,4.9908648,4.7272722,5.120038304,4.486482957,5.572534108,5.362281344,5.632571774,5.565825345,,5.091182672,0.620125389,-3.361498934,-8.002602472,2.158273381,14.97,0.620125389
2015M08,4.719377692,5.363762534,5.667423426,4.094894473,5.098213423,4.274341138,4.934411075,4.016559253,4.9884016,4.721384124,5.121537363,4.481349292,5.529862816,5.281679095,5.646130822,5.499894434,,4.992177671,0.844836295,-9.422639087,-17.75106082,-2.464788732,14.53,0.844836295
2015M09,4.727728122,5.375207627,5.711534715,4.095467495,5.134062276,4.285644964,4.921884768,4.016836202,4.9589071,4.71516165,5.10491313,4.486633601,5.614867427,5.246903956,5.677679635,5.558484471,,4.924503457,0.869555065,-1.393262101,2.364574377,-3.971119134,13.56,0.869555065
2015M10,4.722149186,5.383129964,5.674311919,4.095369463,5.133900924,4.317026121,4.921820175,4.015447705,4.9628894,4.713358932,5.104640116,4.484908602,5.7732978,5.358541823,5.662329167,5.567206249,,4.922462916,0.769065561,3.411638016,1.700965981,-12.03007519,13.59,0.769065561
2015M11,4.718460351,5.314487445,5.687530826,4.094077077,5.13594713,4.306244774,4.917523234,4.012989632,4.9562825,4.709089333,5.100183712,4.47809671,5.7201973,5.268759852,5.634713855,5.567318577,,4.884592321,0.727377471,2.030104936,-8.589717117,-10.68376068,13.12,0.727377471
2015M12,4.75642269,5.359605715,5.665397571,4.096631337,5.133602569,4.307225132,4.925562077,4.008288973,4.9695753,4.713444905,5.108275408,4.481869614,5.547080746,5.272781558,5.642214079,5.534707414,,4.879938568,0.584508926,-6.72924582,-14.14050147,-7.655502392,13.33,0.584508926
2016M01,4.700276312,5.08060219,5.589647807,4.092268719,5.107523474,4.27149642,4.913863255,4.003577962,4.9340691,4.70577601,5.097307841,4.463096995,5.53468986,4.962467649,5.640675701,5.627483612,,4.608031903,0.457761712,-7.7063336,-19.23178111,18.13471503,13.79,0.457761712
2016M02,4.757729269,5.190965829,5.633631884,4.092610597,5.144380111,4.307755552,4.925464032,4.001966308,4.9446758,4.714549579,5.103727198,4.501574535,5.710475673,5.090466567,5.647259346,5.619725241,,4.772850244,0.476288751,-2.100977483,4.820846906,-12.71929825,13.42,0.476288751
2016M03,4.728490977,5.203770412,5.679620942,4.091430273,5.134425619,4.283184377,4.905350235,4.007189895,4.950039,4.694322958,5.091382814,4.484285597,5.739290848,5.15336497,5.646313542,5.57120335,,4.81337412,0.478726348,8.166923789,18.7383468,-13.06532663,13.56,0.478726348
2016M04,4.718870389,5.186151565,5.683350312,4.094053097,5.11648983,4.280328456,4.901342105,4.0122824,4.9418888,4.687731834,5.08887956,4.484913179,5.719029035,5.129574529,5.65259329,5.601755665,,4.990081499,0.545983969,1.206854362,8.819680712,10.98265896,13.35,0.545983969
2016M05,4.698156299,5.205406067,5.64875127,4.093027352,5.062230327,4.272330796,4.893202192,4.013459161,4.9216616,4.678616593,5.08158682,4.47904606,5.638743143,5.148242715,5.659626665,5.571093486,,4.85719883,0.530255914,0.87272047,12.40981241,0,12.94,0.530255914
2016M06,4.71681775,5.268543827,5.693383047,4.098472025,5.092846745,4.282400513,4.88953998,4.013370855,4.9213542,4.67670209,5.076006325,4.479766507,5.524949288,5.186307485,5.670593699,5.61599477,,4.893942815,0.51901979,0.750460283,3.23063757,34.89583333,11.74,0.51901979
2016M07,4.718770912,5.266466229,5.670874023,4.099651952,5.101929552,4.300748915,4.891999504,4.015519644,4.9197498,4.678256347,5.080125383,4.480227382,5.507970542,5.139925081,5.690757172,5.587686587,,4.846154451,0.570721576,2.903884689,-6.839378238,8.88030888,11.29,0.570721576
2016M08,4.720610027,5.280822048,5.786636442,4.099001345,5.098436672,4.300483703,4.890269771,4.017438457,4.903783,4.672138496,5.082338604,4.502163686,5.487555931,5.210830582,5.678263351,5.555533478,,4.944688862,0.558887752,1.600967941,1.979977753,0,11.02,0.558887752
2016M09,4.714752515,5.338843859,5.773332948,4.098861407,5.090655388,4.327535512,4.886785844,4.018890679,4.9248745,4.670921522,5.079574487,4.485699757,5.41784947,5.233294767,5.684240445,5.529202867,,4.935153636,0.473807192,0.785095951,1.592495637,6.028368794,11.50,0.473807192
2016M10,4.731187958,5.306624949,5.748946089,4.095903956,5.113350666,4.312318091,4.879940448,4.018600471,4.9094874,4.663243906,5.072535854,4.481137913,5.344124106,5.218966916,5.669770526,5.457352591,,4.980362447,0.473248196,2.435602326,6.33455014,-0.334448161,10.43,0.473248196
2016M11,4.747319733,5.36399197,5.753171946,4.099402744,5.117688233,4.331577987,4.878772826,4.017291375,4.9030196,4.666825706,5.067260368,4.496336317,5.29670696,5.256218362,5.678139774,5.52243196,,4.971120477,0.415753636,1.464839359,-9.672859451,-14.4295302,9.75,0.415753636
2016M12,4.744347023,5.433272591,5.773797374,4.103288756,5.105836675,4.340850436,4.878170214,4.017646185,4.906116,4.659234569,5.070521627,4.484938288,5.371388942,5.262346625,5.671936084,5.488400294,,5.031040544,0.385503568,6.860078367,19.18175721,40.78431373,9.41,0.385503568
2017M01,4.740840214,5.469573628,5.96247988,4.099398554,5.086691146,4.352162488,4.890297763,4.018510307,5.0137464,4.679189837,5.084178839,4.490532334,5.338687122,5.326064179,5.658122396,5.389988139,,5.175806129,0.304868958,3.361309372,2.382292253,-8.077994429,8.83,0.304868958
2017M02,4.737279881,5.450029837,5.828398911,4.09142801,5.087360155,4.348433452,4.896366128,4.015769037,4.895932,4.681135148,5.087595265,4.485349248,5.18567553,5.317587732,5.657442368,5.406699377,,5.158331149,0.227967877,0.916728374,0.531330158,-13.63636364,7.88,0.227967877
