,IND_PROD,EXPORT_D11,IMPORT_D11,EMPLOYED_D11,CONSTRUCTION_D11,CARGO_D11,RETAIL_D11,BUSINESS_CONF,REAL_DISPOSABLE_INCOME_SA,RETAIL_FOOD_D11,RETAIL_NONFOOD_D11,TOTAL_REVENUE_SE_D11,unemp_rate,EXPORT_SNG_D11,agriculture,HOUSING_D11,real_investment,IMPORT_SNG_D11,inflation,d_reer,d_poil,d_pgas,firms_exp,infl_exp
2017M03,4.745408954,5.497147338,5.867416207,4.096129452,5.083904419,4.346808811,4.902888802,4.012627188,4.8956575,4.686387126,5.09851916,4.488507239,5.203442405,5.356962972,5.664748156,5.449691826,,5.136122609,0.141094117,-0.665965652,-5.977765628,1.052631579,7.49,0.141094117
2017M04,4.738137157,5.367332181,5.872895836,4.09570355,5.074635592,4.350727314,4.902384278,4.011897522,4.8753147,4.688430328,5.095752937,4.482204221,5.28825792,5.316055385,5.667204222,5.462878497,,5.075873744,0.122129749,0.424192637,1.395619306,7.638888889,7.97,0.122129749
2017M05,4.744196923,5.45407932,5.959575301,4.092550029,5.040020203,4.366033581,4.904182457,4.013997032,4.9114906,4.687893649,5.099587777,4.490828681,5.24556184,5.413734302,5.669664566,5.56366474,,5.125853993,0.188715979,-3.136572655,-3.785127127,1.612903226,8.43,0.188715979
2017M06,4.750359511,5.477244019,5.959686622,4.093756265,5.092305671,4.370636408,4.903378693,4.016592611,4.9117039,4.681450984,5.102578012,4.487457622,5.255997037,5.467221925,5.672245446,5.567974271,,5.09129276,0.19957718,-2.940483837,-7.868070733,-5.396825397,9.03,0.19957718
2017M07,4.734790454,5.376253228,5.935855836,4.092411403,5.098174324,4.35871149,4.904765853,4.015844737,4.8909928,4.690106873,5.0993345,4.491285544,5.215047912,5.361870689,5.678853926,5.531363057,,5.098788551,0.360295869,-3.697015307,4.550355834,0,8.05,0.360295869
2017M08,4.749345695,5.518576391,5.972291095,4.093894986,5.103713852,4.375337186,4.905670212,4.015991436,4.9057774,4.695326945,5.096666824,4.495317225,5.23327589,5.413394565,5.73573968,5.648921226,,5.103854989,0.315950842,2.025599739,6.641914191,-2.684563758,7.51,0.315950842
2017M09,4.75462149,5.528273163,5.907407694,4.097194548,5.095546074,4.359792437,4.91352651,4.01801482,4.9165855,4.710043892,5.101494194,4.491981696,5.09964105,5.461007949,5.761237361,5.531261937,,5.153188215,0.257110714,2.372835764,8.607350097,2.75862069,7.32,0.257110714
2017M10,4.743684063,5.539796409,5.919944383,4.098843709,5.081429583,4.379258729,4.914073607,4.021604649,4.900185,4.703288547,5.104797594,4.493506617,5.073636909,5.462011394,5.636679127,5.591348835,,5.145122025,0.182129746,-1.030598861,2.422083704,-3.355704698,7.29,0.182129746
2017M11,4.74186005,5.58378337,5.976008594,4.09783632,5.093909693,4.332296659,4.913518923,4.025333505,4.9079478,4.700590341,5.105832487,4.493332569,5.034957918,5.477552142,5.689844004,5.520674096,,5.206553479,0.164715649,-0.127348116,9.041905756,4.513888889,7.33,0.164715649
2017M12,4.746783301,5.602575231,5.993741437,4.099275366,5.108223501,4.347610922,4.913846013,4.024344963,4.9043102,4.699273008,5.103707984,4.497286536,4.916109239,5.53027868,5.705243978,5.557971559,,5.216296882,0.183041148,0.209839505,2.647105725,-6.312292359,7.06,0.183041148
2018M01,4.76292372,5.742828487,6.169369977,4.099732298,5.089828846,4.366411244,4.920073346,4.021281268,4.9259226,4.701180506,5.122929892,4.520082288,4.807580228,5.53156146,5.693706628,5.556415913,,5.335190694,0.23276716,0.777868223,7.317073171,37.23404255,6.56,0.23276716
2018M02,4.764922455,5.658261912,6.05802821,4.099384459,5.086532623,4.368452935,4.918399286,4.019223413,4.9264498,4.700738985,5.114206407,4.503657059,4.809041301,5.588851908,5.692778485,5.692808711,,5.278089455,0.052502477,-1.462606658,-5.442964679,-31.00775194,7.05,0.052502477
2018M03,4.765509324,5.648374441,6.014321685,4.101053333,4.982989447,4.391772463,4.923235279,4.020691942,4.9284143,4.706112449,5.121098648,4.507818431,4.770816459,5.536597603,5.696882874,5.55240703,,5.253701087,0.252898893,-1.820377655,1.071647275,0.74906367,8.56,0.252898893
2018M04,4.774805028,5.698514454,6.011062587,4.100508243,5.096304111,4.400285035,4.928803974,4.02290994,4.9251239,4.709023987,5.129256445,4.520567179,4.818707582,5.53696288,5.697419969,5.519239017,,5.20524,0.388891511,-6.80832523,9.224477431,4.089219331,9.71,0.388891511
2018M05,4.778779366,5.713709587,6.041726095,4.097778232,5.113217419,4.397381267,4.928991163,4.023435482,4.9130551,4.710223244,5.128710633,4.520922697,4.823885298,5.539341199,5.697574391,5.368318052,,5.18528396,0.422640811,0.756043702,6.753570933,0,10.02,0.422640811
2018M06,4.767526744,5.678451359,5.978018458,4.095993503,5.106732634,4.392171571,4.933007124,4.023087999,4.9147665,4.713964668,5.132657937,4.525118346,4.856920768,5.529538744,5.690537657,5.397750215,,5.149997495,0.52950871,0.814923453,-3.338529488,6.071428571,10.77,0.52950871
2018M07,4.767495089,5.705266696,5.961126672,4.095158739,5.111474681,4.399106087,4.931139729,4.023549409,4.916193,4.708959892,5.134398267,4.522904008,4.802050737,5.577839707,5.693710548,5.445727302,,5.164173775,0.34960767,1.660959148,-0.215024862,-4.713804714,11.09,0.34960767
2018M08,4.763252092,5.774447601,5.92962869,4.097733472,5.114302462,4.397647212,4.932789428,4.020754389,4.9059367,4.708714651,5.137920765,4.519423166,4.715758737,5.583522502,5.619149508,5.440235958,,5.142823381,-0.1581829,-0.966607763,-2.316498316,4.593639576,12.42,-0.1581829
2018M09,4.761899736,5.763594833,5.875296307,4.097735629,5.118619586,4.380504631,4.932975863,4.016149462,4.9011679,4.709433801,5.140934416,4.516787207,4.785840202,5.540025226,5.707851749,5.463961816,,5.094283042,0.256964814,-2.092710323,8.76878533,1.351351351,13.04,0.256964814
2018M10,,5.810885805,5.925213617,,5.126765987,,4.932710721,,4.9138535,4.708323108,5.138345793,4.522653333,,5.585119639,5.738558825,5.446019145,,5.104394785,0.394470792,0,2.71263785,9.333333333,13.92,0.394470792
