;992;993;994;995;996;997;998;999
0;0.255891369;0.255891369;0.255891369;0.255891369;0.255891369;0.255891369;0.261730881;0.261730881
1;0.028494763;0.028494763;0.028494763;0.028494763;0.028494763;0.028494763;0.036038997;0.036038997
2;0.103198262;0.103198262;0.103198262;0.103198262;0.103198262;0.103198262;0.094665244;0.094665244
3;0.086641344;0.086641344;0.086641344;0.086641344;0.086641344;0.086641344;0.095821145;0.095821145
4;0.014682272;0.014682272;0.014682272;0.014682272;0.014682272;0.014682272;0.021130489;0.021130489
5;0.050880263;0.050880263;0.050880263;0.050880263;0.050880263;0.050880263;0.043045222;0.043045222
6;0.061744045;0.061744045;0.061744045;0.061744045;0.061744045;0.061744045;0.049622485;0.049622485
7;0.169570767;0.169570767;0.169570767;0.169570767;0.169570767;0.169570767;0.167803204;0.167803204
8;0.124084786;0.124084786;0.124084786;0.124084786;0.124084786;0.124084786;0.121728829;0.121728829
9;0.054208424;0.054208424;0.054208424;0.054208424;0.054208424;0.054208424;0.05950904;0.05950904
10;0.002391433;0.002391433;0.002391433;0.002391433;0.002391433;0.002391433;0.000579314;0.000579314
11;0.104933342;0.104933342;0.104933342;0.104933342;0.104933342;0.104933342;0.104576134;0.104576134
12;0.089211194;0.089211194;0.089211194;0.089211194;0.089211194;0.089211194;0.086300917;0.086300917
13;0.221996071;0.221996071;0.221996071;0.221996071;0.221996071;0.221996071;0.222468059;0.222468059
14;0.141735738;0.141735738;0.141735738;0.141735738;0.141735738;0.141735738;0.138634118;0.138634118
15;0.085610408;0.085610408;0.085610408;0.085610408;0.085610408;0.085610408;0.089972957;0.089972957
16;0.063222812;0.063222812;0.063222812;0.063222812;0.063222812;0.063222812;0.077602898;0.077602898
17;0.083281394;0.083281394;0.083281394;0.083281394;0.083281394;0.083281394;0.080284599;0.080284599
18;0.102286332;0.102286332;0.102286332;0.102286332;0.102286332;0.102286332;0.107774504;0.107774504
19;0.215118152;0.215118152;0.215118152;0.215118152;0.215118152;0.215118152;0.205794406;0.205794406
20;0.058093319;0.058093319;0.058093319;0.058093319;0.058093319;0.058093319;0.055298744;0.055298744
21;0.031374106;0.031374106;0.031374106;0.031374106;0.031374106;0.031374106;0.028145924;0.028145924
22;0.038717531;0.038717531;0.038717531;0.038717531;0.038717531;0.038717531;0.028918825;0.028918825
23;0.133798943;0.133798943;0.133798943;0.133798943;0.133798943;0.133798943;0.12217458;0.12217458
24;0.137736952;0.137736952;0.137736952;0.137736952;0.137736952;0.137736952;0.128176994;0.128176994
25;0.136979643;0.136979643;0.136979643;0.136979643;0.136979643;0.136979643;0.126037273;0.126037273
26;0.145590786;0.145590786;0.145590786;0.145590786;0.145590786;0.145590786;0.145218045;0.145218045
27;0.030796347;0.030796347;0.030796347;0.030796347;0.030796347;0.030796347;0.034259174;0.034259174
