,0
0,0.09932564571957503
1,0.2633056363839841
2,0.13763474775939366
3,0.1633698723762862
4,0.00430596875600274
5,0.1101598763433726
6,0.1383331702814745
7,0.13499360844098365
8,0.15675277207758861
9,0.01173247725380823
10,0.10416672268072047
11,0.1589289721090221
12,0.2742398877911765
13,0.11340373733740118
14,0.09251304412300888
15,0.0399503169527606
16,0.29008251688724446
17,0.16990709097938506
18,0.21381994134769344
19,0.00322659759551229
20,0.15942757693767284
21,0.15155429760223624
22,0.06814160569174163
23,0.1470154407218232
24,0.15562581648178472
25,0.09534027717763488
26,0.04729396161326394
27,0.19466597646485942
28,0.1263934152675916
29,0.22155667567074702
30,0.04329633078679673
31,0.04410107938629368
32,0.06494765883705672
33,0.10091783244633593
34,0.01584186059034033
35,0.1956803607628998
36,0.13852085710472745
37,0.11374214498798567
38,0.1880709922305327
39,0.028625264334710777
40,0.10153584632919788
41,0.25426730540874254
42,0.2569156256744861
43,0.021698876397002742
44,0.09530469828605947
45,0.04180263061971736
46,0.0322035459065202
47,0.04305025086293145
48,0.10459294739252112
49,0.09221285522290483
50,0.0384541193283674
51,0.08352835499802103
52,0.18234574146208615
53,0.07881287441341556
54,0.06991012966585486
55,0.2035653098721586
56,0.2699758666522336
57,0.27899340303508485
58,0.14855263757221504
59,0.13204529042652297
60,0.11924461698806477
61,0.2143287699342924
62,0.2112007417181303
63,0.23630320647498593
64,0.0961416337727985
65,0.21876167257902357
66,0.19434955192789893
67,0.08705175646079832
68,0.28220980115931843
69,0.23787734559958185
70,0.26198257601627883
71,0.25416252507220705
72,0.02840522563747072
73,0.27639718996942975
74,0.21375048778334277
75,0.08866471184993047
76,0.2281537668140891
77,0.029605035624523324
78,0.1325246177531887
79,0.20793620019517345
80,0.37862167714563255
81,0.4107856110422705
82,0.26507518537839814
83,0.6748497540429552
84,0.03227338138772917
85,0.5689536964925342
86,0.27812944021268693
87,0.6225085857121029
88,0.3359581567321011
89,0.8614170326938678
90,0.6154757432450373
91,0.862505814755169
92,0.6136755542026977
93,0.8824356138421883
94,0.7469877710053496
95,0.8666632721665627
96,0.4808941066310235
97,0.7279017299799477
98,0.8381147801995332
99,0.4498271435543133
100,0.2753212252203908
101,0.6709415326231277
102,0.059846497132706844
103,0.3941844309427327
104,0.7888172583918676
105,0.2473504935473411
106,0.7975602658520955
107,0.998161299376525
108,0.6754340431558337
109,0.6850379000732474
110,0.1887877602070444
111,0.9960567037965062
112,0.2636694826469659
113,0.9415109089438143
114,0.9610189302853313
115,0.9543011455045847
116,0.7930567883338067
117,0.6605006022821752
118,0.10209168907242216
119,0.14632663753599126
120,0.8953372570222078
121,0.023341228511985668
122,0.8308453516072405
123,0.8808030123543494
124,0.895240836161368
125,0.64182486647734
126,0.945737114902895
127,0.01219453540465218
128,0.6289615230512474
129,0.07493635903970108
130,0.3105619693693966
131,0.7281363013974906
132,0.4953722741499941
133,0.7313798473363808
134,0.9424734166550275
135,0.4410979483619124
136,0.25510883335494555
137,0.6655743652339952
138,0.9943903986035094
139,0.28466912394024896
140,0.8765466534888917
141,0.5949769000228106
142,0.3514476872272687
143,0.5355809288403262
144,0.006006136417451291
145,0.04798301705578917
146,0.38194104559752284
147,0.22724305359383035
148,0.29211687399502273
149,0.8495592721115071
150,0.5495193275741622
151,0.42548880309222303
152,0.4578565762615372
153,0.28589571481567166
154,0.865163252730144
155,0.4826605627999855
156,0.577596238784564
157,0.8619418162474051
158,0.46584628219944024
159,0.08371194322269526
160,-0.00019635630648520583
161,-0.0010158840311336888
162,-0.0015881851336401996
163,0.0007538430559102332
164,0.0013661551822232271
165,-0.002245902498763952
166,-0.0016398165610116726
167,0.0048062317783572495
168,-0.003961547326497327
169,0.002782586896634498
170,0.0019006557954761442
171,-0.0018064671931905087
172,-0.001372913835509219
173,0.0010760860650680564
174,-0.002303641812266623
175,0.0032177929126381614
176,0.000780868526343184
177,0.004437257273530835
178,-0.0005298410549780495
179,0.0024065245896252394
180,0.0027872481624853
181,0.001611576137272845
182,-0.002902488462651548
183,0.0005292084652598577
184,-0.0052818532823524274
185,0.0015072721572275231
186,0.0001792747195967768
187,0.002611534978064246
188,0.001176700330300591
189,0.0022878600219000296
190,-0.015003775054623247
191,0.03628816792036815
192,0.015998091629455757
193,-0.012525382033240953
194,-0.0022008595709247618
195,0.004276372844298709
196,0.0025503277525635356
197,0.003229497341555858
198,0.002375298464674422
199,-0.0014983086507829343
200,0.009340124214759271
201,0.024141729224925967
202,0.015857417997608536
203,-0.03472954972237327
204,0.0028990918993474354
205,-0.00296141244808854
206,0.002054792686853147
207,0.003345381899660296
208,-0.006363802730295545
209,0.0003800114710618334
210,0.025152073189303792
211,-0.044810259612020786
212,-0.026994227309018015
213,0.00582975588860532
214,-0.0005321922065006035
215,-0.0018078653077245634
216,0.006036288502788368
217,-0.007154314311726204
218,0.0006682291674842967
219,-0.0008390954173948264
220,-0.022258447971807982
221,0.029541430162680626
222,0.008237620970248827
223,-0.0077520332431545436
224,-0.003003192634147938
225,-0.0023129922986231603
226,-0.0011066462459946563
227,-0.003844577567052367
228,0.01886216198769698
229,0.0005682137899512588
230,0.014033557337910452
231,-0.04266473228675238
232,0.04691240241569972
233,-0.01512620630348721
234,0.001617685602682293
235,-0.0005006775871466695
236,-0.021726405573152176
237,-0.009999214803692686
238,0.0006944034920997721
239,1.5450918059177368e-05
240,0.25076021696440876
241,0.08611897710943595
242,0.0006437466654460877
243,0.19332259133261687
244,0.2022389328741987
245,0.30963974455997345
246,0.270713452407118
247,0.2762250220192115
248,0.24549670054530015
249,0.05155244353012067
250,0.3266933849081397
251,0.39843072902294807
252,0.3884151790116448
253,0.028464280289426824
254,0.2670251274140618
255,0.30290076548999423
256,0.17554959771287493
257,0.10929567113002037
258,0.21535716828437756
259,0.1667699732492411
260,0.3915834858780727
261,0.21813811047468334
262,0.06292499843402766
263,0.3869839049248185
264,0.3689942859719435
265,0.1285717126758641
266,0.2731554627854056
267,0.16879381686402795
268,0.224598644189129
269,0.0903984871209016
270,0.24930075503652915
271,0.30975274078082293
272,0.23996753743267618
273,0.21464433900860058
274,0.16512144458929434
275,0.3020119739497744
276,0.05791079059321458
277,0.1255423738514363
278,0.05313016061939635
279,0.0933244003508995
280,0.24183452571742237
281,0.3848990330006927
282,0.042125757929170504
283,0.18502728988732997
284,0.108489645412992
285,0.2983570110714311
286,0.05316025709740835
287,0.32220396378549054
288,0.28340283062662586
289,0.09717068056911128
290,0.16330428796936758
291,0.18113381894363556
292,0.28441546891554026
293,0.19124143770679325
294,0.3772957390573879
295,0.03928409585385306
296,0.29110328776459493
297,0.018591543801148802
298,0.07762811059406971
299,0.3261332294306172
300,0.35321452317293733
301,0.25990934750007
302,0.17715025380312
303,0.04961857803550629
304,0.023481198905983547
305,0.28262872846417153
306,0.3765717740617802
307,0.3754266771534134
308,0.05032456203963864
309,0.3923539429552232
310,0.045475812745280564
311,0.19137365276401397
312,0.09354473369603511
313,0.11701736255719197
314,0.38978870076624617
315,0.22816290296484398
316,0.021228496587474055
317,0.26101516506690814
318,0.38448536567456415
319,0.10687044693770464
320,0.4485065571260918
321,0.540210524387375
322,0.19632667693563244
323,0.09114590889699659
324,0.33626893515985734
325,0.7997705487629923
326,0.21867859246020782
327,0.3964805962055924
328,0.3738138450919799
329,0.12561340036277635
330,0.11256189786104676
331,0.727333070310931
332,0.16781914574455176
333,0.945734485822128
334,0.40301722673871276
335,0.1639733489578346
336,0.5939268428158149
337,0.5845082369246839
338,0.7307912117334495
339,0.678850620727826
340,0.06673559730258938
341,0.9655711850415994
342,0.8848040322038808
343,0.5336364261366803
344,0.26447603758164795
345,0.5842730435408795
346,0.0024752303859506275
347,0.7004142772090759
348,0.15997567079405062
349,0.9107994760876245
350,0.9779446914961288
351,0.42465399402176063
352,0.689202667872052
353,0.2541360091079957
354,0.5518444779241373
355,0.38976560267904703
356,0.9883743663472813
357,0.9677973895588201
358,0.09329709809134404
359,0.7481606560312788
360,0.9057926151029613
361,0.1341985022699994
362,0.4993642434202872
363,0.6104328467490465
364,0.004446972764164989
365,0.6955137689686564
366,0.9903204250997588
367,0.02178363048066831
368,0.448899073912699
369,0.7643684599672183
370,0.870903834901067
371,0.4026111162745058
372,0.713419351010917
373,0.2783530314976397
374,0.3726242611071812
375,0.38513841416401007
376,0.5096917722546704
377,0.693022979643865
378,0.29381021863940393
379,0.40231495988973304
380,0.06705217860434687
381,0.4232544482632721
382,0.5046344613707319
383,0.36770579455342933
384,0.19288708635981672
385,0.3779913527722467
386,0.10601213677321383
387,0.6386368664069775
388,0.6540033283136806
389,0.9219707651670578
390,0.7484062408965695
391,0.3204032635467832
392,0.0297255329521999
393,0.9988501516171937
394,0.10869673946065667
395,0.1492177031367493
396,0.7402290878149793
397,0.026040456680547053
398,0.6969239223934104
399,0.5332238561923883
400,0.5311569332843646
401,1.99594529707691
402,3.003917706597173
403,1.4911121141383603
404,0.436334593432548
405,0.1757276346688741
406,0.007814108368747342
407,0.010733004760092467
408,5.000893936591467
409,0.002396849436209436
410,2.4532303042033163
411,0.5396442175842822
412,0.113011251683929
413,0.16658463813109847
414,0.8821068680883353
415,2.935410193579685
416,2.9555643619187606
417,0.9355826505591228
418,0.9536849496217666
419,0.4722733020286216
420,0.725826064303111
421,0.020522784376842212
422,0.8094869161816021
423,0.28123620028954766
424,0.6184108399707215
425,0.6441229963287598
426,0.11848176729977691
427,1.7036979154800065
428,1.5818892311035597
429,1.6452417894033715
430,36.13572750240564
431,21.3000126183033
432,22.3953495323658
433,32.73022034391761
434,32.80023107677698
435,31.179754711687565
436,36.64350339025259
437,22.210416175425053
438,4.526880884334929
439,3.1830525905825198
440,4.239116574051593
441,0.9508415592135862
442,1.4629103289917111
443,2.1727473359490124
444,1.7766076819089176
445,3.178213287894506
446,3.395595925535023
447,1.021218530606264
448,2.82827142936643
449,1.5437771737967
450,0.2897951457049126
451,0.42962453778137655
452,3.138848967733793
453,0.8506269287900068
454,4.02577496948652
455,2.237512416574428
456,2.204265281198193
457,1.2495594761775632
458,1.9856317937446226
459,3.8367229671233307
460,3.495288176711518
461,1.0949856542537317
462,1.240795339451107
463,3.0044569476655587
464,3.631153067270844
465,1.126079409417415
466,0.32062972176999305
467,0.3406549708327984
468,1.7954133143732443
469,1.9158425307920917
470,1.435789690236561
471,2.2706657564267516
472,0.39413635298842564
473,2.8249633666709997
474,4.634717004548293
475,0.5095561791168827
476,0.5409163407967296
477,0.4658049148785379
478,3.049964088721331
479,3.91267176726301
480,5.2278955362047785
481,0.13071711822703946
482,18.201236269536345
483,18.33336771209604
484,17.579241318217537
485,84.22842228412628
486,59.16246438026428
487,95.0893384218216
488,32.56713889210805
489,30.75321047397191
490,36.081250800795495
491,0.42360376856231596
492,0.11169384390086634
493,0.0673585768090561
494,0.11066210799617693
495,0.3530618066433817
496,0.07059640478109941
497,0.5199263166813617
498,0.5061048491568513
499,0.5388943401039872
500,0.5343566724942574
501,0.4924364395124123
502,3.7917433291892744
503,2.0096556692458787
504,2.19651950320074
505,3.1100677569259974
506,4.574942147940424
507,0.7389812515484664
508,0.8381012310858367
509,0.47430918005429795
510,0.6064404530735921
511,0.45238640703879407
512,0.20408550622308352
513,79.73067910969257
514,98.80507082398981
515,99.2317683827132
516,2.558279901742935
517,0.6416362784802914
518,45.266523104227055
519,34.73560143075161
520,27.288225504736445
521,13.58560416642887
522,27.974827557002968
523,0.3511297767618089
524,0.4528931154709426
525,0.24512989171489608
526,0.22824586562637705
527,0.4462334981071763
528,0.035557859839173034
529,0.3186483731115004
530,0.1860472365806345
531,0.44871372263878584
532,0.32929682603571564
533,9.003754191100597
534,3.4667310938239098
535,10.334497895091772
536,6.830498926341534
537,7.723473448306322
538,4.918024938553572
539,19.517651312053204
540,0.9928085803985596
