,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.048473032097518444,0.008782504714280367,-0.0649225545603782,-0.025288820247445255,0.006162678086874075,0.06988520724587143,0.19175439789444207,-0.09713895412944257,0.0075272375556407495,-0.07491090503968298,-0.03513981525413692,-0.017687691276799887,0.032866604679077864,0.011063744153035805,-0.09979600407108664,0.016704057976976036,0.03946042166055413,-0.0650873686723411,-0.013994968502782285,0.05071023275647312,0.0836300839111209,0.0147809103440959,-0.07388307382464408,0.052927038025483486,0.03361848169527948,0.0061334097659913826,0.1281509199425578,0.04188354806937277,-0.06007472735419869,-0.010343693782575429,-0.07528325769044458,-0.003378643929597456,-0.00468499271881301,-0.007593348256777972,-0.06789150449894368,0.003557033485363354,0.07411199412792921,0.03349004333857447,0.020718676739092917,0.001025669290177757
1,0.008134891411149875,0.21585621590167284,-0.19127500055357813,0.08375561390183867,0.01760982210692018,0.00501243651106488,-0.20626619595438242,0.2533795231103897,0.03571461118292064,0.0043531636507250365,-0.001335703864507377,-0.02910937278615311,-0.01867671436974779,-0.010077698982181027,0.16501949351355433,0.019688487444352358,-0.008891964680422098,0.17118486956730486,0.006399983032234013,-0.05578105063159019,-0.0051256136542651804,0.22958954338729382,-0.16798379095047714,0.08053424696922303,0.006071335022314451,0.021638453570660205,-0.09638203577548266,0.17137322113215922,0.030244435393996537,0.054213968151062726,-0.04058776805084199,-0.061872115308046344,-0.04416798180500046,-0.009634720656322315,0.20233277418240905,0.015337756430217996,0.05598968737833202,0.1413483502268791,-0.007257382831466384,-0.050430960232950746
2,-0.006045737130567432,-0.007189572715712711,0.03119796835947782,-0.01669313216684386,0.0076623663351405415,0.00027318287417583633,-0.08629620423614978,0.0537219665966928,-0.0034407059725373983,-0.08301600375249982,0.0059176005365792666,0.00700434444739949,-0.004413053818396293,0.0008170477385632694,-0.06516825825683772,0.028177678117062895,-0.02411165663888678,-0.044910873075015845,-0.0047850557925878095,0.14818792698681355,-0.023038478922098874,-0.010236155129177495,0.09484745353460312,0.01647234345851466,-0.0005303788647521287,-0.006580147695355117,0.006688310346077197,0.1375954286649823,0.013991531707532704,-0.03385997693818062,-0.00015484465508707216,-0.002563970846426673,-0.019357331384625285,-0.010622479258058592,-0.031251151098497215,0.007922389290342108,-0.003540613801928703,-0.037806330976448956,-0.004402495619305409,-0.03629291181471199
3,-0.009417643189569936,0.0004670940897674882,-0.07667928870134055,0.08922311592251063,-0.007609904481028207,-0.012580789578473195,0.052330133861862124,0.05828166829701513,-0.03187865686193109,-0.02343241377035156,0.020062483566999436,-0.0030989412387833,0.01694562460705638,0.009753128426335751,-0.07928378365598619,-0.03403333770222962,-0.01904381852783263,0.1623779821485281,0.007816776960156858,-0.10413113645911216,-0.0181274013787508,0.006522971235215664,0.0076451055532787,-0.012208428713819011,-0.02012267461810261,-0.043314190345816315,0.009425483344867825,0.12515856852084398,-0.00148614914524951,-0.01024584394316189,0.05027085813228041,0.025987345614191144,0.011500193386618047,-0.012086212978512048,-0.08572339683137833,-0.031243296410143374,-0.000626801733270986,0.020518174030724912,0.011896849667886272,-0.1457957691989839
4,-0.022680801290273667,-0.007353550784219988,0.02333934179004282,0.06185185721665621,-0.3282979286730289,0.08122227269113064,0.10406843807660043,-0.06435284666791559,0.020046121301315726,0.059946883663348854,-0.08833141238540411,0.0018263025738240685,-0.012692436427623034,-0.012817894608573988,-0.0020717717359832024,-0.039465139785967766,0.05042417497429997,0.09302435709089041,-0.005391461393609643,0.12357300512492657,0.0003274760215805145,0.004461128424550407,0.03574026495851576,0.005760713254660368,-0.09395767413824797,-0.030242588295135646,-0.16995345970913767,-0.06544781178832054,-0.023025950187444688,-0.05807293302062899,-0.02656814754055813,0.008276399853965267,-0.006327785867871717,0.011228360175341368,0.024078830707166345,0.0002515663671467337,0.04150203004274517,0.042100559160299596,0.006044629740691744,-0.0569095404330641
5,-0.0023675444992957637,-0.003152779600955546,0.08585574410408735,-0.019687953844014554,-0.010079020866565406,-0.25133978898376225,-0.1459957051821053,-0.16413586037755012,-0.020650767123978585,0.06991091025844216,-0.04290777713879943,0.007742390649812296,-0.009043923078523948,-0.02492766052931547,0.044607953398674724,0.008870133795915171,0.0030795556639670396,-0.07391404474712908,0.006123617123626172,0.03799726683590561,0.01736558085680008,-0.0035650665783789007,-0.03164265546165407,-0.008271658130735158,0.0023564209655392914,-0.055797961650416256,0.08480848585702479,0.09201841506920755,-0.010810755317797884,-0.10109621831253171,-0.057345843862183395,0.0065241615472128615,0.004483410061919131,0.022959958441928028,0.08366981267407536,-0.010493559189513326,0.022090009452495726,0.023219562241621316,-0.008776791935181246,0.04052053304631263
6,-0.002453359905304387,0.0002005160622218682,-0.0024323203443782403,0.004746724255476147,0.0014131235840904991,0.002512367416289635,0.059892692854255435,-0.020251838094368577,0.0003561367601156235,0.02129495939090848,-0.0004915618522121803,0.00013347030142394942,0.002762580315489322,0.003258974942495115,-0.027251137530617416,0.0020563610012060965,0.031032695149444043,0.03990732974484563,-0.0029822214504238217,0.017587371536158025,0.000530754469439853,-0.0007164500973216491,-0.006342271593748592,0.004394067013845779,-0.001210965900903102,-0.001310737039288506,0.13725510897785426,-0.0888257711403072,-0.0022409345712163485,0.04467221588119864,0.004870841309893876,0.0006165478819049895,0.0013054768376401626,0.0031675645902287217,-0.007662583436095155,0.0012760163658298552,0.02151646487247199,0.0025735522543895058,0.005318948679277674,-0.010362383637577296
7,-0.005045697169285267,0.0015541724438837264,0.001189022022485733,0.012499554894166067,-0.0017442865434393752,-0.004958477871771902,-0.02636463839840144,0.0048847710540983824,0.0003260236424568575,0.03007283202316612,0.004431078906683252,-0.0005250808084965683,-0.0013232300613482948,-0.02087301900088787,0.013858831577841192,0.001878403201297624,0.021466092091798783,0.05602475263476372,-0.005706701918435283,-0.028231680339947343,2.4891896964982153e-05,0.0033142162130214274,-0.00979193689650856,0.0018735754387744236,-0.0013392520012275781,-0.00027179036047309636,-0.13309118304997683,0.007603955693519674,-0.001606111958133988,0.007134797431249172,0.0042365826985100285,0.0020784117292729208,0.004016802794369869,0.005877490024734288,-0.007943307290831581,0.006499287744169123,-0.007829199847346171,0.0038559042146778665,0.007730625662347302,-0.010903664677497
8,0.013399536687415094,-0.004209846800961532,0.10003869985900819,0.07326260779872537,0.03531389567069709,-0.004950220230803825,0.06374567547962069,0.0027624613496125675,-0.0344291525259614,0.006113296276214533,-0.06029281388539821,-0.013379060869989917,-0.09187304970622062,0.0008758227650629124,0.14354356841668486,-0.05274569154586643,0.09674436241276563,0.0899664744131267,-0.02586478959452361,0.046101607406325636,-0.017551838143356143,0.005926302308542654,0.045001500945910815,0.014485676418896764,0.016150810685753823,0.029588192719966173,-0.0174490410332568,-0.082509330252558,-0.06375617949552834,-0.0073028044494800265,0.03313772723954171,-0.006937928088847548,0.011237020936841145,0.006597714294120669,0.047266044534929094,0.027101579084061085,-0.002660057824989781,0.07232814315482974,0.013482563151884824,0.026579832985438406
9,0.005399624608876183,-0.0006914784986700397,-0.006886274873628281,-0.0027013159366208127,-0.00579423620402813,0.006508159863878973,0.41359765892326833,-0.04752053990997374,-0.002204909602936823,0.11994980662167072,0.0003516039541631471,-0.0009653307260246947,-0.007263309476198628,0.0030045291654067115,0.04990965796932578,-0.00027043188488751186,0.004142628956725821,-0.0063458269001217555,0.003323718696972355,-0.018628283804003148,0.002756924426485784,-0.0018162312740518246,-0.030642021817713975,-0.012344935244740918,-0.006528661112696864,-8.633065178946708e-05,0.27345667143166064,0.04147862382102758,-0.0008231389942520763,0.2120346392095089,-0.005960087225493044,0.001140876947029028,0.0070295838774414735,0.008924297115765511,0.04637863148860633,-0.012107794054225088,-0.04801001010388136,0.021203211746178566,-0.005876792073133402,0.031196950246021152
