Date,NER,ND,match,match2
09.12.2004,-0.000456942,-0.00000511,1621,318
10.12.2004,-0.000120061,-0.0000435,1622,319
14.12.2004,-0.000515645,-0.000000713,1626,319
15.12.2004,-0.0000785,-0.000132452,1627,320
16.12.2004,-0.000343055,-0.000142261,1628,320
17.12.2004,0.000177667,0.0000166,1629,320
20.12.2004,-0.000108766,-0.000225479,1632,321
21.12.2004,-0.000173293,-0.0000497,1633,321
22.12.2004,0.0000173,-0.000000559,1634,321
23.12.2004,0.0000831,-0.000126951,1635,321
24.12.2004,0.0000926,0.000201421,1636,321
27.12.2004,-0.00000641,0.00012512,1639,322
28.12.2004,0.0000433,-0.0000651,1640,322
29.12.2004,-0.000128036,-0.000203453,1641,322
30.12.2004,0.00000686,-0.000175732,1642,322
11.01.2005,-0.0000788,-0.0000157,1654,323
12.01.2005,0.0000872,0.000127775,1655,323
13.01.2005,-0.000123232,-0.0000763,1656,323
14.01.2005,0.0000906,-0.000149686,1657,323
17.01.2005,-0.0000954,-0.0000776,1660,324
18.01.2005,0.0000478,-0.000101331,1661,324
19.01.2005,-0.000310569,-0.000471335,1662,324
20.01.2005,-0.000348286,-0.0000977,1663,325
21.01.2005,0.0000339,0.0000164,1664,325
24.01.2005,0.0000773,-0.0000138,1667,325
25.01.2005,0.0000893,0.000125012,1668,326
26.01.2005,0.000126587,-0.000106857,1669,326
27.01.2005,-0.0000706,-0.000175116,1670,326
28.01.2005,0.000119098,-0.0000922,1671,326
31.01.2005,0.0000227,-0.0000324,1674,326
01.02.2005,0.000185881,0.000132391,1675,327
02.02.2005,0.000104681,-0.000455916,1676,327
03.02.2005,0.000240003,-0.0000937,1677,327
04.02.2005,0.000243001,-0.0000532,1678,327
07.02.2005,0.0000547,0.000110076,1681,328
08.02.2005,-0.000249678,0.000076,1682,328
09.02.2005,0.0000974,0.0000606,1683,328
10.02.2005,0.000249247,-0.0000238,1684,329
11.02.2005,-0.0000418,-0.000117432,1685,329
14.02.2005,-0.000159371,0.0000609,1688,329
15.02.2005,-0.000225486,-0.0000787,1689,330
16.02.2005,-0.000180389,-0.000259043,1690,330
17.02.2005,0.0000175,-0.0000673,1691,330
18.02.2005,-0.00000158,-0.00019277,1692,330
21.02.2005,0.0000322,-0.000154642,1695,331
22.02.2005,0.000111461,0.00028382,1696,331
24.02.2005,-0.000199755,-0.0000285,1698,331
25.02.2005,-0.0000349,-0.000112281,1699,332
28.02.2005,0.000377871,-0.000211931,1702,332
01.03.2005,-0.000170621,-0.0000518,1703,333
02.03.2005,-0.0000489,-0.0000804,1704,333
03.03.2005,0.000074,-0.0000136,1705,333
04.03.2005,0.0000248,0.0000987,1706,333
05.03.2005,0.000112316,0.0000209,1707,334
09.03.2005,-0.00000317,-0.000151965,1711,334
10.03.2005,0.000108612,-0.000215054,1712,335
11.03.2005,-0.000247393,0.0000148,1713,335
14.03.2005,-0.000017,-0.000115241,1716,335
15.03.2005,-0.0000133,-0.000124812,1717,336
16.03.2005,0.000189322,0.000113822,1718,336
17.03.2005,-0.000417488,-0.00015777,1719,336
18.03.2005,-0.000146924,0.0000717,1720,336
21.03.2005,0.00013686,-0.0000259,1723,337
22.03.2005,-0.000157677,0.000102747,1724,337
23.03.2005,-0.0000312,-0.000147855,1725,337
24.03.2005,-0.00030232,-0.0000952,1726,337
25.03.2005,0.00000245,0.0000917,1727,338
28.03.2005,-0.0000191,0.000178208,1730,338
29.03.2005,-0.000265702,0.00000452,1731,338
30.03.2005,-0.0000836,-0.00009,1732,338
31.03.2005,-0.000229372,0.000148649,1733,338
01.04.2005,0.000086,-0.000189213,1734,339
04.04.2005,0.000124681,0.000215567,1737,339
05.04.2005,0.000170045,0.0000844,1738,340
06.04.2005,0.000104385,0.000126066,1739,340
07.04.2005,0.00014817,-0.0000108,1740,340
08.04.2005,0.0000776,0.0000382,1741,340
11.04.2005,0.0000665,-0.0000257,1744,341
12.04.2005,-0.000139939,-0.0000321,1745,341
13.04.2005,0.0000799,0.0000695,1746,341
14.04.2005,0.0000547,0.0000421,1747,341
15.04.2005,-0.0000484,0.000285436,1748,342
18.04.2005,-0.000198081,-0.0000509,1751,342
19.04.2005,-0.000257117,-0.000169791,1752,342
20.04.2005,-0.00000561,0.0000477,1753,343
21.04.2005,-0.00000547,0.0000417,1754,343
22.04.2005,-0.00000615,0.0000626,1755,343
25.04.2005,0.0000263,0.0000229,1758,344
26.04.2005,0.0000126,0.00011122,1759,344
27.04.2005,0.0000447,-0.000121602,1760,344
28.04.2005,-0.000150933,-0.0000443,1761,344
29.04.2005,-0.000135209,0.0000402,1762,344
03.05.2005,-0.0000965,-0.000298541,1766,345
04.05.2005,0.0000731,-0.0000385,1767,345
05.05.2005,-0.000287138,0.0000174,1768,346
06.05.2005,-0.000117092,-0.000257378,1769,346
11.05.2005,-0.0000602,-0.000109988,1774,347
12.05.2005,-0.000169389,-0.000022,1775,347
13.05.2005,-0.0000401,-0.0000122,1776,347
14.05.2005,-0.000219477,-0.0000278,1777,347
16.05.2005,-0.000353249,-0.000135725,1779,348
17.05.2005,-0.000315945,-0.0000663,1780,348
18.05.2005,-0.000163161,-0.000117175,1781,348
19.05.2005,-0.0000388,0.000154886,1782,348
20.05.2005,-0.000172479,-0.0000551,1783,349
23.05.2005,-0.000173904,-0.000142658,1786,349
24.05.2005,-0.000488355,-0.0000554,1787,349
25.05.2005,-0.0001289,-0.0000741,1788,350
26.05.2005,-0.000255073,-0.000104323,1789,350
27.05.2005,-0.0000703,-0.0000892,1790,350
30.05.2005,-0.000058,-0.0000065,1793,350
31.05.2005,-0.000197984,-0.0000783,1794,350
01.06.2005,-0.000343927,0.0000125,1795,351
02.06.2005,-0.000194715,-0.00023908,1796,351
03.06.2005,0.0000688,-0.000066,1797,351
06.06.2005,0.0000335,-0.000039,1800,352
07.06.2005,-0.0000399,-0.0000137,1801,352
08.06.2005,-0.00016602,0.000204083,1802,352
09.06.2005,-0.000114981,-0.000250583,1803,352
10.06.2005,-0.0000887,0.0000372,1804,353
14.06.2005,-0.00000318,0.000184354,1808,353
15.06.2005,0.000174342,0.000103942,1809,354
16.06.2005,-0.000184834,-0.000286839,1810,354
17.06.2005,0.000000717,-0.00000482,1811,354
20.06.2005,-0.0000532,-0.000232151,1814,355
21.06.2005,-0.0000343,0.0000816,1815,355
22.06.2005,-0.000368074,-0.00000972,1816,355
23.06.2005,0.000206783,-0.000124719,1817,355
24.06.2005,0.000073,0.0000299,1818,355
27.06.2005,0.0000187,-0.000110345,1821,356
28.06.2005,-0.00026031,0.000594088,1822,356
29.06.2005,-0.000202154,0.000184343,1823,356
30.06.2005,-0.0000309,0.000196983,1824,356
01.07.2005,0.000058,-0.0000242,1825,357
04.07.2005,-0.000108893,-0.0000536,1828,357
05.07.2005,0.0000565,-0.00000828,1829,358
06.07.2005,-0.0000979,0.0000444,1830,358
07.07.2005,0.000215005,0.000011,1831,358
08.07.2005,-0.000467547,-0.0000708,1832,358
11.07.2005,-0.000062,-0.000124307,1835,359
12.07.2005,-0.0000992,0.00000203,1836,359
13.07.2005,-0.00000286,-0.000139713,1837,359
14.07.2005,0.000150719,0.0000348,1838,359
15.07.2005,-0.0001915,-0.0000829,1839,360
19.07.2005,0.0000519,0.0000542,1843,360
20.07.2005,0.0000127,0.000132809,1844,361
21.07.2005,-0.0000111,-0.000197439,1845,361
22.07.2005,-0.000108864,-0.000127241,1846,361
25.07.2005,-0.000015,-0.000197084,1849,362
26.07.2005,-0.0000221,0.000034,1850,362
27.07.2005,-0.0000574,-0.0000214,1851,362
28.07.2005,-0.000145685,-0.000176689,1852,362
29.07.2005,0.000015,-0.0000859,1853,362
01.08.2005,-0.000177168,-0.0000801,1856,363
02.08.2005,-0.0000689,0.0000845,1857,363
03.08.2005,0.0000951,-0.000114423,1858,363
04.08.2005,0.000105515,0.000150141,1859,363
05.08.2005,0.0000725,-0.0000336,1860,364
08.08.2005,0.000168797,-0.0000659,1863,364
09.08.2005,0.0000167,0.000103368,1864,364
10.08.2005,-0.000105562,0.0000253,1865,365
11.08.2005,0.000126365,-0.0000889,1866,365
12.08.2005,0.0000919,0.00021312,1867,365
15.08.2005,-0.000063,0.0000185,1870,366
16.08.2005,-0.00000732,0.00000844,1871,366
17.08.2005,0.000180616,-0.0000831,1872,366
18.08.2005,0.0000246,0.0002627,1873,366
19.08.2005,-0.0000325,0.000039,1874,366
22.08.2005,-0.000239512,0.000140578,1877,367
23.08.2005,-0.00035842,0.0000261,1878,367
24.08.2005,-0.000247925,0.0001386,1879,367
25.08.2005,-0.0000494,-0.000149744,1880,368
26.08.2005,0.0000908,-0.000102371,1881,368
29.08.2005,0.0000413,0.00013826,1884,368
30.08.2005,-0.0000624,0.0000288,1885,368
31.08.2005,-0.000282299,-0.000129253,1886,368
01.09.2005,-0.000143012,0.0000535,1887,369
02.09.2005,-0.000097,-0.0000507,1888,369
05.09.2005,-0.000199238,-0.0000302,1891,370
06.09.2005,-0.0000805,0.0000475,1892,370
07.09.2005,-0.0000289,-0.0000718,1893,370
08.09.2005,-0.000182637,0.0000613,1894,370
09.09.2005,0.000130307,0.000128036,1895,370
12.09.2005,0.0000261,-0.0000563,1898,371
13.09.2005,0.0000264,0.000117781,1899,371
14.09.2005,-0.000235598,-0.000326501,1900,371
15.09.2005,-0.000119908,0.0000209,1901,372
16.09.2005,-0.000135578,0.0000346,1902,372
19.09.2005,-0.000083,-0.0000379,1905,372
20.09.2005,-0.0000431,-0.000160858,1906,373
21.09.2005,0.0000048,-0.000109528,1907,373
22.09.2005,-0.0000766,0.00011739,1908,373
23.09.2005,-0.0000855,-0.00000267,1909,373
26.09.2005,-0.000087,0.0000382,1912,374
27.09.2005,0.0000248,-0.000139772,1913,374
28.09.2005,0.0000111,-0.000114039,1914,374
29.09.2005,0.000100179,0.000039,1915,374
30.09.2005,0.000112972,-0.0000957,1916,374
03.10.2005,0.0000124,0.000069,1919,375
04.10.2005,0.0000394,0.000097,1920,375
05.10.2005,0.0000561,0.000227008,1921,376
06.10.2005,-0.000047,-0.0000287,1922,376
07.10.2005,-0.000213088,-0.0000348,1923,376
10.10.2005,-0.0000616,-0.000230297,1926,377
11.10.2005,-0.000150947,-0.00011194,1927,377
12.10.2005,0.000150331,-0.000366806,1928,377
13.10.2005,-0.000132857,0.000224496,1929,377
14.10.2005,-0.000333166,-0.00000244,1930,377
17.10.2005,-0.000154322,-0.000085,1933,378
18.10.2005,-0.00000113,-0.000258342,1934,378
19.10.2005,-0.000128183,-0.00017482,1935,378
20.10.2005,-0.000442627,-0.0000274,1936,379
21.10.2005,0.0000795,0.00000118,1937,379
24.10.2005,-0.0000515,0.000101352,1940,379
25.10.2005,0.0000347,0.0000753,1941,380
26.10.2005,-0.000120146,-0.0000214,1942,380
27.10.2005,-0.000141949,0.000326095,1943,380
28.10.2005,-0.000124277,0.00022533,1944,380
31.10.2005,0.00000255,-0.00015639,1947,380
01.11.2005,-0.000116121,0.0000275,1948,381
02.11.2005,-0.000100762,-0.0000697,1949,381
03.11.2005,0.000107916,0.00000862,1950,381
07.11.2005,0.0000235,0.000133432,1954,382
08.11.2005,-0.000368345,-0.000122943,1955,382
09.11.2005,-0.000129637,-0.0000813,1956,382
10.11.2005,0.000131317,-0.0000443,1957,383
11.11.2005,-0.000147438,-0.00014351,1958,383
14.11.2005,-0.000176589,-0.0000122,1961,383
15.11.2005,0.00024226,0.000108412,1962,384
16.11.2005,-0.0000461,-0.0000492,1963,384
17.11.2005,-0.000114742,-0.000038,1964,384
18.11.2005,-0.000178008,-0.000262189,1965,384
21.11.2005,0.0000479,0.0000992,1968,385
22.11.2005,0.0000113,-0.0000567,1969,385
23.11.2005,-0.000178117,-0.0000756,1970,385
24.11.2005,-0.00019157,0.000124698,1971,385
25.11.2005,-0.0000664,-0.0000932,1972,386
28.11.2005,0.0000218,0.0000177,1975,386
29.11.2005,0.000191289,-0.0000591,1976,386
30.11.2005,-0.000178046,-0.0000635,1977,386
01.12.2005,0.000107796,-0.000133112,1978,387
02.12.2005,-0.00000561,0.0004142,1979,387
05.12.2005,0.000157722,-0.000108671,1982,388
06.12.2005,0.000128441,0.000258378,1983,388
07.12.2005,-0.0000655,-0.000137812,1984,388
08.12.2005,0.000126193,0.000107136,1985,388
12.12.2005,0.0000219,-0.0000822,1989,389
13.12.2005,0.0000326,-0.000139671,1990,389
14.12.2005,-0.0000222,-0.0000695,1991,389
15.12.2005,0.0000513,-0.0000888,1992,390
16.12.2005,0.000132958,0.000147031,1993,390
19.12.2005,0.00000254,-0.000166697,1996,390
20.12.2005,-0.0000922,-0.0000934,1997,391
21.12.2005,-0.0000516,-0.000115032,1998,391
22.12.2005,0.000173577,-0.00000232,1999,391
23.12.2005,-0.000063,-0.0000696,2000,391
26.12.2005,0.0000504,0.00000208,2003,392
27.12.2005,0.0000985,-0.0000958,2004,392
28.12.2005,-0.000223509,0.000068,2005,392
29.12.2005,0.000073,0.000107952,2006,392
11.01.2006,0.000176499,-0.000183999,2019,393
12.01.2006,0.000254275,-0.0000182,2020,393
13.01.2006,0.0000602,-0.0000624,2021,393
16.01.2006,0.000113784,-0.00000405,2024,394
17.01.2006,0.000323066,0.0000544,2025,394
18.01.2006,0.0000199,0.000274007,2026,394
19.01.2006,-0.000307398,0.00000927,2027,394
20.01.2006,-0.0000875,0.000055,2028,395
23.01.2006,0.000177253,0.0000474,2031,395
24.01.2006,0.0000523,0.00000382,2032,395
25.01.2006,-0.000113852,0.0000866,2033,396
26.01.2006,-0.00000486,-0.00011889,2034,396
27.01.2006,-0.000250844,-0.000173404,2035,396
31.01.2006,-0.000319702,0.0000235,2039,396
01.02.2006,0.0000756,0.000150845,2040,397
02.02.2006,0.0000348,-0.000174687,2041,397
03.02.2006,-0.000156127,-0.0000873,2042,397
06.02.2006,-0.000328263,-0.0000537,2045,398
07.02.2006,0.00014537,0.0000552,2046,398
08.02.2006,-0.0000442,0.0000923,2047,398
09.02.2006,-0.000109816,0.000171059,2048,398
10.02.2006,-0.00000507,0.0000418,2049,399
13.02.2006,0.0000228,0.0000359,2052,399
14.02.2006,0.00000149,-0.0000697,2053,399
15.02.2006,0.000212707,-0.0000876,2054,400
16.02.2006,-0.000129529,0.000033,2055,400
17.02.2006,-0.000179243,0.000150756,2056,400
20.02.2006,0.0000169,0.0000009,2059,401
21.02.2006,-0.0000818,-0.0000854,2060,401
22.02.2006,-0.0000289,-0.0000464,2061,401
26.02.2006,0.0000704,-0.000125199,2065,402
27.02.2006,-0.0000163,0.0000235,2066,402
28.02.2006,-0.000026,0.000247151,2067,402
01.03.2006,0.0000395,0.0000421,2068,403
02.03.2006,0.000118212,0.000225404,2069,403
03.03.2006,-0.0000158,0.00014181,2070,403
06.03.2006,0.000139535,-0.000168735,2073,404
07.03.2006,-0.0000756,0.0000216,2074,404
09.03.2006,-0.000307442,-0.0000573,2076,404
10.03.2006,-0.000297071,-0.000115575,2077,405
13.03.2006,-0.0000811,0.000113576,2080,405
14.03.2006,-0.000181797,0.0000529,2081,405
16.03.2006,0.0000148,0.0000939,2083,406
17.03.2006,0.0000385,0.000198657,2084,406
20.03.2006,0.0000417,-0.0000356,2087,407
21.03.2006,-0.000309595,-0.000391617,2088,407
22.03.2006,-0.000132321,0.0000553,2089,407
23.03.2006,0.00011131,0.0000915,2090,407
24.03.2006,0.000000508,0.0000113,2091,407
27.03.2006,0.0000339,0.00000759,2094,408
28.03.2006,0.000000625,0.0000425,2095,408
29.03.2006,-0.000064,-0.000229163,2096,408
30.03.2006,-0.000620161,-0.0000686,2097,408
31.03.2006,0.000102113,0.000132616,2098,408
03.04.2006,-0.00028141,-0.0000722,2101,409
04.04.2006,-0.000148876,-0.0000306,2102,409
05.04.2006,-0.000165935,0.0000674,2103,410
06.04.2006,0.000200799,-0.0000167,2104,410
07.04.2006,0.0000581,-0.000066,2105,410
10.04.2006,0.000279667,-0.0000159,2108,411
11.04.2006,0.000252377,-0.0000403,2109,411
12.04.2006,0.0000118,-0.0000488,2110,411
13.04.2006,-0.0000819,0.000275631,2111,411
14.04.2006,-0.0000361,0.0000141,2112,411
17.04.2006,-0.0000208,0.0000264,2115,412
18.04.2006,0.0000457,0.0000545,2116,412
19.04.2006,0.000000157,0.000116568,2117,412
20.04.2006,-0.0000171,0.0000709,2118,413
21.04.2006,-0.000108062,-0.00000786,2119,413
24.04.2006,-0.00000469,0.000292775,2122,413
25.04.2006,-0.0000308,-0.000138457,2123,414
26.04.2006,-0.0000225,-0.0000639,2124,414
27.04.2006,0.0000296,-0.0000468,2125,414
28.04.2006,-0.000170001,-0.0000683,2126,414
02.05.2006,-0.00006,0.00000555,2130,415
03.05.2006,-0.0000484,-0.0000502,2131,415
04.05.2006,-0.0000285,-0.0000921,2132,415
05.05.2006,-0.000112145,-0.000106788,2133,416
06.05.2006,0.0000213,0.000052,2134,416
10.05.2006,0.000194956,-0.0000617,2138,417
11.05.2006,0.0000377,0.00002,2139,417
12.05.2006,-0.000462188,-0.0000776,2140,417
15.05.2006,-0.000455527,-0.0000696,2143,418
16.05.2006,-0.000431588,-0.0000447,2144,418
17.05.2006,-0.00020572,0.000083,2145,418
18.05.2006,-0.0000786,0.00013207,2146,418
19.05.2006,-0.000674051,-0.00035671,2147,418
22.05.2006,-0.000405664,0.000287445,2150,419
23.05.2006,-0.000461612,-0.0000598,2151,419
24.05.2006,-0.000161832,-0.000267455,2152,419
25.05.2006,-0.000153934,0.0000332,2153,420
26.05.2006,-0.0000115,-0.00012803,2154,420
29.05.2006,-0.0000827,0.00000658,2157,420
30.05.2006,-0.000173285,-0.0000595,2158,420
31.05.2006,-0.0000512,-0.0000668,2159,420
01.06.2006,-0.00011317,0.000188808,2160,421
02.06.2006,-0.000188277,-0.00000541,2161,421
05.06.2006,0.000278883,0.00000722,2164,422
06.06.2006,-0.00028767,-0.00011143,2165,422
07.06.2006,-0.0000759,0.000387778,2166,422
08.06.2006,-0.0000197,0.000116042,2167,422
09.06.2006,-0.000304598,-0.000377691,2168,422
13.06.2006,-0.00000856,0.0000388,2172,423
14.06.2006,-0.000529281,-0.0000902,2173,423
15.06.2006,-0.000396259,0.0000799,2174,424
16.06.2006,-0.000236482,0.0000323,2175,424
19.06.2006,-0.0000391,0.0000571,2178,424
20.06.2006,-0.0000586,-0.000238193,2179,425
21.06.2006,-0.000173391,0.0000651,2180,425
22.06.2006,-0.000107566,0.00012383,2181,425
23.06.2006,-0.000157754,-0.0000171,2182,425
26.06.2006,-0.000172552,-0.0000441,2185,426
27.06.2006,-0.00013324,0.0000741,2186,426
28.06.2006,-0.0000494,-0.0000493,2187,426
29.06.2006,-0.0000974,0.0000909,2188,426
30.06.2006,-0.0000532,0.0000672,2189,426
03.07.2006,-0.000314109,-0.000025,2192,427
04.07.2006,-0.000033,0.000113109,2193,427
05.07.2006,0.0000765,-0.0000246,2194,428
06.07.2006,-0.00018473,-0.00011775,2195,428
07.07.2006,-0.0000699,0.0000254,2196,428
10.07.2006,0.0000522,0.0000454,2199,429
11.07.2006,-0.0000576,-0.0000136,2200,429
12.07.2006,-0.000171615,0.0000635,2201,429
13.07.2006,0.00000559,0.0000775,2202,429
14.07.2006,-0.000277617,0.0000141,2203,429
17.07.2006,-0.000160034,-0.0000231,2206,430
18.07.2006,0.0000555,0.0000386,2207,430
19.07.2006,-0.000226967,-0.000126716,2208,430
20.07.2006,0.000131397,0.0000578,2209,431
21.07.2006,0.0000907,-0.00000558,2210,431
24.07.2006,-0.000326608,0.0000469,2213,431
25.07.2006,-0.0000172,0.0000353,2214,432
26.07.2006,-0.000068,0.000038,2215,432
27.07.2006,-0.000175827,0.0000722,2216,432
28.07.2006,-0.000000139,-0.0000237,2217,432
31.07.2006,0.0000981,-0.0000871,2220,432
01.08.2006,0.0000448,0.000213728,2221,433
02.08.2006,-0.0000896,-0.0000122,2222,433
03.08.2006,-0.000293331,-0.0000509,2223,433
04.08.2006,0.0000133,0.0000129,2224,433
07.08.2006,-0.0000028,-0.0000427,2227,434
08.08.2006,-0.000144344,-0.000175567,2228,434
09.08.2006,-0.000199143,-0.0000939,2229,434
10.08.2006,-0.000107363,0.0000947,2230,435
11.08.2006,-0.000170718,0.0000852,2231,435
14.08.2006,0.0000011,0.0000699,2234,435
15.08.2006,-0.000246757,-0.000311209,2235,436
16.08.2006,-0.0000225,-0.0000384,2236,436
17.08.2006,0.0000367,-0.0000813,2237,436
18.08.2006,-0.000163024,-0.0000718,2238,436
21.08.2006,-0.000414877,0.0000884,2241,437
22.08.2006,0.0000773,0.000142659,2242,437
23.08.2006,0.0000194,-0.0000904,2243,437
24.08.2006,-0.000178107,-0.0000651,2244,437
25.08.2006,-0.000165452,0.00000106,2245,438
28.08.2006,-0.000000649,0.000104263,2248,438
29.08.2006,-0.000162842,-0.000048,2249,438
30.08.2006,-0.0000311,0.0000701,2250,438
31.08.2006,0.0000689,0.000096,2251,438
01.09.2006,-0.0000117,-0.000130254,2252,439
04.09.2006,-0.000024,-0.0000662,2255,439
05.09.2006,-0.000144119,-0.0000225,2256,440
06.09.2006,-0.0000803,-0.0000546,2257,440
07.09.2006,-0.000106365,-0.0000384,2258,440
08.09.2006,-0.0000803,0.000115267,2259,440
11.09.2006,-0.0000829,-0.00000161,2262,441
12.09.2006,-0.000000948,0.0000592,2263,441
13.09.2006,-0.000148781,-0.000217389,2264,441
14.09.2006,0.000136434,0.00002,2265,441
15.09.2006,-0.000099,-0.0000683,2266,442
18.09.2006,-0.000159685,-0.0000117,2269,442
19.09.2006,-0.00008,-0.0000669,2270,442
20.09.2006,-0.000112968,0.0000811,2271,443
21.09.2006,-0.000216866,-0.00000114,2272,443
22.09.2006,-0.0000957,0.0000252,2273,443
25.09.2006,-0.000202069,-0.0000145,2276,444
26.09.2006,-0.000479299,-0.000115541,2277,444
27.09.2006,-0.0000611,0.000247362,2278,444
28.09.2006,-0.000107948,-0.000169354,2279,444
29.09.2006,-0.0000681,-0.000149081,2280,444
02.10.2006,-0.000131363,0.0000263,2283,445
03.10.2006,-0.0000188,0.0000679,2284,445
04.10.2006,-0.0000737,-0.000222312,2285,445
05.10.2006,-0.000269014,-0.000045,2286,446
06.10.2006,-0.0000713,-0.000147099,2287,446
09.10.2006,-0.000175983,0.0000175,2290,446
10.10.2006,-0.000036,0.0000231,2291,447
11.10.2006,0.0000218,-0.000169032,2292,447
12.10.2006,-0.000151287,-0.000247942,2293,447
13.10.2006,-0.0000198,0.0000131,2294,447
16.10.2006,-0.0000126,0.0000609,2297,448
17.10.2006,0.0000197,0.0000726,2298,448
18.10.2006,-0.0000426,-0.000389624,2299,448
19.10.2006,0.0000608,0.0000165,2300,448
20.10.2006,-0.0000996,-0.0000408,2301,449
23.10.2006,-0.0000121,0.000178011,2304,449
24.10.2006,0.000119895,0.00000305,2305,449
25.10.2006,-0.00021301,0.0000754,2306,450
26.10.2006,-0.0000367,0.0000251,2307,450
27.10.2006,-0.0000431,-0.0000121,2308,450
30.10.2006,-0.000327199,0.0000637,2311,450
31.10.2006,-0.000154707,0.000159143,2312,450
01.11.2006,-0.000123982,0.00000809,2313,451
02.11.2006,0.0000429,0.000178981,2314,451
03.11.2006,-0.0000245,-0.0000574,2315,451
07.11.2006,0.0000167,0.0000484,2319,452
08.11.2006,-0.000197932,-0.0000233,2320,452
09.11.2006,0.0000256,0.0000848,2321,452
10.11.2006,-0.0000716,-0.0000471,2322,453
13.11.2006,0.00000232,0.0000248,2325,453
14.11.2006,-0.000160617,0.0000808,2326,453
15.11.2006,-0.0000124,-0.0000685,2327,454
16.11.2006,-0.0000858,0.000248535,2328,454
17.11.2006,0.000101934,0.000105407,2329,454
20.11.2006,-0.0000157,-0.000000122,2332,455
21.11.2006,-0.00000769,-0.0000416,2333,455
22.11.2006,0.0000111,0.0000393,2334,455
23.11.2006,-0.0000913,-0.000126792,2335,455
24.11.2006,0.0000152,-0.0000955,2336,455
27.11.2006,-0.000116286,0.0000672,2339,456
28.11.2006,0.0000479,0.0000849,2340,456
29.11.2006,-0.000280928,-0.00000841,2341,456
30.11.2006,0.00014785,0.0000265,2342,456
01.12.2006,0.00000726,-0.0000292,2343,457
04.12.2006,-0.0000832,0.000021,2346,457
05.12.2006,-0.0000384,0.0000103,2347,458
06.12.2006,-0.000078,-0.000115828,2348,458
07.12.2006,-0.0000179,-0.0000507,2349,458
08.12.2006,-0.0000836,-0.0000126,2350,458
11.12.2006,0.0000947,0.000196986,2353,459
12.12.2006,-0.0000906,0.0000672,2354,459
13.12.2006,-0.0000944,0.0000348,2355,459
14.12.2006,-0.0000277,-0.000215175,2356,459
15.12.2006,0.00000797,0.0000213,2357,460
18.12.2006,0.0000144,0.000113844,2360,460
19.12.2006,0.0000197,0.000121239,2361,460
20.12.2006,-0.000261579,0.0000563,2362,461
21.12.2006,-0.0000225,0.000120987,2363,461
22.12.2006,-0.0000193,-0.0000508,2364,461
25.12.2006,-0.000101528,0.000230718,2367,462
26.12.2006,-0.00000711,0.0000862,2368,462
27.12.2006,-0.0000707,0.000180003,2369,462
28.12.2006,0.00010155,0.000205536,2370,462
29.12.2006,-0.0000187,-0.0000479,2371,462
10.01.2007,-0.000142895,0.00015771,2383,464
11.01.2007,-0.00016382,-0.0000109,2384,464
12.01.2007,0.0000316,0.00000257,2385,464
15.01.2007,0.0000541,0.0000642,2388,465
16.01.2007,0.00011238,0.000265198,2389,465
17.01.2007,-0.0000608,0.00012667,2390,465
18.01.2007,0.0000153,-0.0000516,2391,465
19.01.2007,-0.0000627,0.0000925,2392,465
22.01.2007,-0.000148553,-0.0000448,2395,466
23.01.2007,0.0000736,0.000136857,2396,466
24.01.2007,-0.0000957,-0.0000121,2397,466
25.01.2007,0.000103966,0.000180328,2398,467
26.01.2007,0.0000341,-0.0000336,2399,467
29.01.2007,-0.0000789,0.0000263,2402,467
30.01.2007,-0.0000164,0.0000243,2403,467
31.01.2007,-0.000108967,-0.0000533,2404,467
01.02.2007,0.0000343,-0.00000162,2405,468
02.02.2007,-0.0000313,0.0000393,2406,468
05.02.2007,-0.00000025,0.0000282,2409,469
06.02.2007,0.0000515,0.000130953,2410,469
07.02.2007,0.0000996,-0.0000649,2411,469
08.02.2007,0.0000143,0.000111735,2412,469
09.02.2007,-0.0000517,-0.000012,2413,469
12.02.2007,-0.0000539,0.0000264,2416,470
13.02.2007,-0.000202869,0.0000824,2417,470
14.02.2007,-0.0000849,0.000130576,2418,470
15.02.2007,0.0000786,0.0000331,2419,471
16.02.2007,-0.000006,-0.000014,2420,471
19.02.2007,0.0000251,0.0000886,2423,471
20.02.2007,-0.0000959,0.0000914,2424,472
21.02.2007,-0.000128748,-0.000320603,2425,472
22.02.2007,-0.000150691,-0.0000679,2426,472
26.02.2007,0.0000144,0.0000213,2430,473
27.02.2007,-0.0000822,0.0000606,2431,473
28.02.2007,-0.000537499,0.000164192,2432,473
01.03.2007,-0.000404597,0.0000551,2433,474
02.03.2007,-0.000331687,-0.000122607,2434,474
05.03.2007,-0.000126291,-0.0000159,2437,475
06.03.2007,-0.000531264,0.000273064,2438,475
07.03.2007,-0.000351826,-0.000159496,2439,475
09.03.2007,-0.0000164,-0.000012,2441,475
12.03.2007,0.0000687,0.0000869,2444,476
13.03.2007,-0.0000592,-0.000104948,2445,476
14.03.2007,0.0000298,0.000113371,2446,476
15.03.2007,-0.000403314,-0.000112422,2447,477
16.03.2007,-0.000047,-0.0000195,2448,477
19.03.2007,-0.0000785,0.000127955,2451,477
20.03.2007,0.0000148,-0.0000579,2452,478
21.03.2007,0.00000614,0.0000515,2453,478
22.03.2007,-0.000186343,-0.0000285,2454,478
23.03.2007,0.0000669,0.0000177,2455,478
26.03.2007,0.0000325,-0.000286667,2458,479
