Date,NER,ND,match
01.03.2005,-0.000170621,-0.0000518,1703
02.03.2005,-0.0000489,-0.0000804,1704
03.03.2005,0.000074,-0.0000136,1705
04.03.2005,0.0000248,0.0000987,1706
05.03.2005,0.000112316,0.0000209,1707
09.03.2005,-0.00000317,-0.000151965,1711
10.03.2005,0.000108612,-0.000215054,1712
11.03.2005,-0.000247393,0.0000148,1713
14.03.2005,-0.000017,-0.000115241,1716
15.03.2005,-0.0000133,-0.000124812,1717
16.03.2005,0.000189322,0.000113822,1718
17.03.2005,-0.000417488,-0.00015777,1719
18.03.2005,-0.000146924,0.0000717,1720
21.03.2005,0.00013686,-0.0000259,1723
22.03.2005,-0.000157677,0.000102747,1724
23.03.2005,-0.0000312,-0.000147855,1725
24.03.2005,-0.00030232,-0.0000952,1726
25.03.2005,0.00000245,0.0000917,1727
28.03.2005,-0.0000191,0.000178208,1730
29.03.2005,-0.000265702,0.00000452,1731
30.03.2005,-0.0000836,-0.00009,1732
31.03.2005,-0.000229372,0.000148649,1733
01.04.2005,0.000086,-0.000189213,1734
04.04.2005,0.000124681,0.000215567,1737
05.04.2005,0.000170045,0.0000844,1738
06.04.2005,0.000104385,0.000126066,1739
07.04.2005,0.00014817,-0.0000108,1740
08.04.2005,0.0000776,0.0000382,1741
11.04.2005,0.0000665,-0.0000257,1744
12.04.2005,-0.000139939,-0.0000321,1745
13.04.2005,0.0000799,0.0000695,1746
14.04.2005,0.0000547,0.0000421,1747
15.04.2005,-0.0000484,0.000285436,1748
18.04.2005,-0.000198081,-0.0000509,1751
19.04.2005,-0.000257117,-0.000169791,1752
20.04.2005,-0.00000561,0.0000477,1753
21.04.2005,-0.00000547,0.0000417,1754
22.04.2005,-0.00000615,0.0000626,1755
25.04.2005,0.0000263,0.0000229,1758
26.04.2005,0.0000126,0.00011122,1759
27.04.2005,0.0000447,-0.000121602,1760
28.04.2005,-0.000150933,-0.0000443,1761
29.04.2005,-0.000135209,0.0000402,1762
03.05.2005,-0.0000965,-0.000298541,1766
04.05.2005,0.0000731,-0.0000385,1767
05.05.2005,-0.000287138,0.0000174,1768
06.05.2005,-0.000117092,-0.000257378,1769
11.05.2005,-0.0000602,-0.000109988,1774
12.05.2005,-0.000169389,-0.000022,1775
13.05.2005,-0.0000401,-0.0000122,1776
14.05.2005,-0.000219477,-0.0000278,1777
16.05.2005,-0.000353249,-0.000135725,1779
17.05.2005,-0.000315945,-0.0000663,1780
18.05.2005,-0.000163161,-0.000117175,1781
19.05.2005,-0.0000388,0.000154886,1782
20.05.2005,-0.000172479,-0.0000551,1783
23.05.2005,-0.000173904,-0.000142658,1786
24.05.2005,-0.000488355,-0.0000554,1787
25.05.2005,-0.0001289,-0.0000741,1788
26.05.2005,-0.000255073,-0.000104323,1789
27.05.2005,-0.0000703,-0.0000892,1790
30.05.2005,-0.000058,-0.0000065,1793
31.05.2005,-0.000197984,-0.0000783,1794
01.06.2005,-0.000343927,0.0000125,1795
02.06.2005,-0.000194715,-0.00023908,1796
03.06.2005,0.0000688,-0.000066,1797
06.06.2005,0.0000335,-0.000039,1800
07.06.2005,-0.0000399,-0.0000137,1801
08.06.2005,-0.00016602,0.000204083,1802
09.06.2005,-0.000114981,-0.000250583,1803
10.06.2005,-0.0000887,0.0000372,1804
14.06.2005,-0.00000318,0.000184354,1808
15.06.2005,0.000174342,0.000103942,1809
16.06.2005,-0.000184834,-0.000286839,1810
17.06.2005,0.000000717,-0.00000482,1811
20.06.2005,-0.0000532,-0.000232151,1814
21.06.2005,-0.0000343,0.0000816,1815
22.06.2005,-0.000368074,-0.00000972,1816
23.06.2005,0.000206783,-0.000124719,1817
24.06.2005,0.000073,0.0000299,1818
27.06.2005,0.0000187,-0.000110345,1821
28.06.2005,-0.00026031,0.000594088,1822
29.06.2005,-0.000202154,0.000184343,1823
30.06.2005,-0.0000309,0.000196983,1824
01.07.2005,0.000058,-0.0000242,1825
04.07.2005,-0.000108893,-0.0000536,1828
05.07.2005,0.0000565,-0.00000828,1829
06.07.2005,-0.0000979,0.0000444,1830
07.07.2005,0.000215005,0.000011,1831
08.07.2005,-0.000467547,-0.0000708,1832
11.07.2005,-0.000062,-0.000124307,1835
12.07.2005,-0.0000992,0.00000203,1836
13.07.2005,-0.00000286,-0.000139713,1837
14.07.2005,0.000150719,0.0000348,1838
15.07.2005,-0.0001915,-0.0000829,1839
19.07.2005,0.0000519,0.0000542,1843
20.07.2005,0.0000127,0.000132809,1844
21.07.2005,-0.0000111,-0.000197439,1845
22.07.2005,-0.000108864,-0.000127241,1846
25.07.2005,-0.000015,-0.000197084,1849
26.07.2005,-0.0000221,0.000034,1850
27.07.2005,-0.0000574,-0.0000214,1851
28.07.2005,-0.000145685,-0.000176689,1852
29.07.2005,0.000015,-0.0000859,1853
01.08.2005,-0.000177168,-0.0000801,1856
02.08.2005,-0.0000689,0.0000845,1857
03.08.2005,0.0000951,-0.000114423,1858
04.08.2005,0.000105515,0.000150141,1859
05.08.2005,0.0000725,-0.0000336,1860
08.08.2005,0.000168797,-0.0000659,1863
09.08.2005,0.0000167,0.000103368,1864
10.08.2005,-0.000105562,0.0000253,1865
11.08.2005,0.000126365,-0.0000889,1866
12.08.2005,0.0000919,0.00021312,1867
15.08.2005,-0.000063,0.0000185,1870
16.08.2005,-0.00000732,0.00000844,1871
17.08.2005,0.000180616,-0.0000831,1872
18.08.2005,0.0000246,0.0002627,1873
19.08.2005,-0.0000325,0.000039,1874
22.08.2005,-0.000239512,0.000140578,1877
23.08.2005,-0.00035842,0.0000261,1878
24.08.2005,-0.000247925,0.0001386,1879
25.08.2005,-0.0000494,-0.000149744,1880
26.08.2005,0.0000908,-0.000102371,1881
29.08.2005,0.0000413,0.00013826,1884
30.08.2005,-0.0000624,0.0000288,1885
31.08.2005,-0.000282299,-0.000129253,1886
01.09.2005,-0.000143012,0.0000535,1887
02.09.2005,-0.000097,-0.0000507,1888
05.09.2005,-0.000199238,-0.0000302,1891
06.09.2005,-0.0000805,0.0000475,1892
07.09.2005,-0.0000289,-0.0000718,1893
08.09.2005,-0.000182637,0.0000613,1894
09.09.2005,0.000130307,0.000128036,1895
12.09.2005,0.0000261,-0.0000563,1898
13.09.2005,0.0000264,0.000117781,1899
14.09.2005,-0.000235598,-0.000326501,1900
15.09.2005,-0.000119908,0.0000209,1901
16.09.2005,-0.000135578,0.0000346,1902
19.09.2005,-0.000083,-0.0000379,1905
20.09.2005,-0.0000431,-0.000160858,1906
21.09.2005,0.0000048,-0.000109528,1907
22.09.2005,-0.0000766,0.00011739,1908
23.09.2005,-0.0000855,-0.00000267,1909
26.09.2005,-0.000087,0.0000382,1912
27.09.2005,0.0000248,-0.000139772,1913
28.09.2005,0.0000111,-0.000114039,1914
29.09.2005,0.000100179,0.000039,1915
30.09.2005,0.000112972,-0.0000957,1916
03.10.2005,0.0000124,0.000069,1919
04.10.2005,0.0000394,0.000097,1920
05.10.2005,0.0000561,0.000227008,1921
06.10.2005,-0.000047,-0.0000287,1922
07.10.2005,-0.000213088,-0.0000348,1923
10.10.2005,-0.0000616,-0.000230297,1926
11.10.2005,-0.000150947,-0.00011194,1927
12.10.2005,0.000150331,-0.000366806,1928
13.10.2005,-0.000132857,0.000224496,1929
14.10.2005,-0.000333166,-0.00000244,1930
17.10.2005,-0.000154322,-0.000085,1933
18.10.2005,-0.00000113,-0.000258342,1934
19.10.2005,-0.000128183,-0.00017482,1935
20.10.2005,-0.000442627,-0.0000274,1936
21.10.2005,0.0000795,0.00000118,1937
24.10.2005,-0.0000515,0.000101352,1940
25.10.2005,0.0000347,0.0000753,1941
26.10.2005,-0.000120146,-0.0000214,1942
27.10.2005,-0.000141949,0.000326095,1943
28.10.2005,-0.000124277,0.00022533,1944
31.10.2005,0.00000255,-0.00015639,1947
01.11.2005,-0.000116121,0.0000275,1948
02.11.2005,-0.000100762,-0.0000697,1949
03.11.2005,0.000107916,0.00000862,1950
07.11.2005,0.0000235,0.000133432,1954
08.11.2005,-0.000368345,-0.000122943,1955
09.11.2005,-0.000129637,-0.0000813,1956
10.11.2005,0.000131317,-0.0000443,1957
11.11.2005,-0.000147438,-0.00014351,1958
14.11.2005,-0.000176589,-0.0000122,1961
15.11.2005,0.00024226,0.000108412,1962
16.11.2005,-0.0000461,-0.0000492,1963
17.11.2005,-0.000114742,-0.000038,1964
18.11.2005,-0.000178008,-0.000262189,1965
21.11.2005,0.0000479,0.0000992,1968
22.11.2005,0.0000113,-0.0000567,1969
23.11.2005,-0.000178117,-0.0000756,1970
24.11.2005,-0.00019157,0.000124698,1971
25.11.2005,-0.0000664,-0.0000932,1972
28.11.2005,0.0000218,0.0000177,1975
29.11.2005,0.000191289,-0.0000591,1976
30.11.2005,-0.000178046,-0.0000635,1977
01.12.2005,0.000107796,-0.000133112,1978
02.12.2005,-0.00000561,0.0004142,1979
05.12.2005,0.000157722,-0.000108671,1982
06.12.2005,0.000128441,0.000258378,1983
07.12.2005,-0.0000655,-0.000137812,1984
08.12.2005,0.000126193,0.000107136,1985
12.12.2005,0.0000219,-0.0000822,1989
13.12.2005,0.0000326,-0.000139671,1990
14.12.2005,-0.0000222,-0.0000695,1991
15.12.2005,0.0000513,-0.0000888,1992
16.12.2005,0.000132958,0.000147031,1993
19.12.2005,0.00000254,-0.000166697,1996
20.12.2005,-0.0000922,-0.0000934,1997
21.12.2005,-0.0000516,-0.000115032,1998
22.12.2005,0.000173577,-0.00000232,1999
23.12.2005,-0.000063,-0.0000696,2000
26.12.2005,0.0000504,0.00000208,2003
27.12.2005,0.0000985,-0.0000958,2004
28.12.2005,-0.000223509,0.000068,2005
29.12.2005,0.000073,0.000107952,2006
11.01.2006,0.000176499,-0.000183999,2019
12.01.2006,0.000254275,-0.0000182,2020
13.01.2006,0.0000602,-0.0000624,2021
16.01.2006,0.000113784,-0.00000405,2024
17.01.2006,0.000323066,0.0000544,2025
18.01.2006,0.0000199,0.000274007,2026
19.01.2006,-0.000307398,0.00000927,2027
20.01.2006,-0.0000875,0.000055,2028
23.01.2006,0.000177253,0.0000474,2031
24.01.2006,0.0000523,0.00000382,2032
25.01.2006,-0.000113852,0.0000866,2033
26.01.2006,-0.00000486,-0.00011889,2034
27.01.2006,-0.000250844,-0.000173404,2035
31.01.2006,-0.000319702,0.0000235,2039
01.02.2006,0.0000756,0.000150845,2040
02.02.2006,0.0000348,-0.000174687,2041
03.02.2006,-0.000156127,-0.0000873,2042
06.02.2006,-0.000328263,-0.0000537,2045
07.02.2006,0.00014537,0.0000552,2046
08.02.2006,-0.0000442,0.0000923,2047
09.02.2006,-0.000109816,0.000171059,2048
10.02.2006,-0.00000507,0.0000418,2049
13.02.2006,0.0000228,0.0000359,2052
14.02.2006,0.00000149,-0.0000697,2053
15.02.2006,0.000212707,-0.0000876,2054
16.02.2006,-0.000129529,0.000033,2055
17.02.2006,-0.000179243,0.000150756,2056
20.02.2006,0.0000169,0.0000009,2059
21.02.2006,-0.0000818,-0.0000854,2060
22.02.2006,-0.0000289,-0.0000464,2061
26.02.2006,0.0000704,-0.000125199,2065
27.02.2006,-0.0000163,0.0000235,2066
28.02.2006,-0.000026,0.000247151,2067
01.03.2006,0.0000395,0.0000421,2068
02.03.2006,0.000118212,0.000225404,2069
03.03.2006,-0.0000158,0.00014181,2070
06.03.2006,0.000139535,-0.000168735,2073
07.03.2006,-0.0000756,0.0000216,2074
09.03.2006,-0.000307442,-0.0000573,2076
10.03.2006,-0.000297071,-0.000115575,2077
13.03.2006,-0.0000811,0.000113576,2080
14.03.2006,-0.000181797,0.0000529,2081
16.03.2006,0.0000148,0.0000939,2083
17.03.2006,0.0000385,0.000198657,2084
20.03.2006,0.0000417,-0.0000356,2087
21.03.2006,-0.000309595,-0.000391617,2088
22.03.2006,-0.000132321,0.0000553,2089
23.03.2006,0.00011131,0.0000915,2090
24.03.2006,0.000000508,0.0000113,2091
27.03.2006,0.0000339,0.00000759,2094
28.03.2006,0.000000625,0.0000425,2095
29.03.2006,-0.000064,-0.000229163,2096
30.03.2006,-0.000620161,-0.0000686,2097
31.03.2006,0.000102113,0.000132616,2098
03.04.2006,-0.00028141,-0.0000722,2101
04.04.2006,-0.000148876,-0.0000306,2102
05.04.2006,-0.000165935,0.0000674,2103
06.04.2006,0.000200799,-0.0000167,2104
07.04.2006,0.0000581,-0.000066,2105
10.04.2006,0.000279667,-0.0000159,2108
11.04.2006,0.000252377,-0.0000403,2109
12.04.2006,0.0000118,-0.0000488,2110
13.04.2006,-0.0000819,0.000275631,2111
14.04.2006,-0.0000361,0.0000141,2112
17.04.2006,-0.0000208,0.0000264,2115
18.04.2006,0.0000457,0.0000545,2116
19.04.2006,0.000000157,0.000116568,2117
20.04.2006,-0.0000171,0.0000709,2118
21.04.2006,-0.000108062,-0.00000786,2119
24.04.2006,-0.00000469,0.000292775,2122
25.04.2006,-0.0000308,-0.000138457,2123
26.04.2006,-0.0000225,-0.0000639,2124
27.04.2006,0.0000296,-0.0000468,2125
28.04.2006,-0.000170001,-0.0000683,2126
02.05.2006,-0.00006,0.00000555,2130
03.05.2006,-0.0000484,-0.0000502,2131
04.05.2006,-0.0000285,-0.0000921,2132
05.05.2006,-0.000112145,-0.000106788,2133
06.05.2006,0.0000213,0.000052,2134
10.05.2006,0.000194956,-0.0000617,2138
11.05.2006,0.0000377,0.00002,2139
12.05.2006,-0.000462188,-0.0000776,2140
15.05.2006,-0.000455527,-0.0000696,2143
16.05.2006,-0.000431588,-0.0000447,2144
17.05.2006,-0.00020572,0.000083,2145
18.05.2006,-0.0000786,0.00013207,2146
19.05.2006,-0.000674051,-0.00035671,2147
22.05.2006,-0.000405664,0.000287445,2150
23.05.2006,-0.000461612,-0.0000598,2151
24.05.2006,-0.000161832,-0.000267455,2152
25.05.2006,-0.000153934,0.0000332,2153
26.05.2006,-0.0000115,-0.00012803,2154
29.05.2006,-0.0000827,0.00000658,2157
30.05.2006,-0.000173285,-0.0000595,2158
31.05.2006,-0.0000512,-0.0000668,2159
01.06.2006,-0.00011317,0.000188808,2160
02.06.2006,-0.000188277,-0.00000541,2161
05.06.2006,0.000278883,0.00000722,2164
06.06.2006,-0.00028767,-0.00011143,2165
07.06.2006,-0.0000759,0.000387778,2166
08.06.2006,-0.0000197,0.000116042,2167
09.06.2006,-0.000304598,-0.000377691,2168
13.06.2006,-0.00000856,0.0000388,2172
14.06.2006,-0.000529281,-0.0000902,2173
15.06.2006,-0.000396259,0.0000799,2174
16.06.2006,-0.000236482,0.0000323,2175
19.06.2006,-0.0000391,0.0000571,2178
20.06.2006,-0.0000586,-0.000238193,2179
21.06.2006,-0.000173391,0.0000651,2180
22.06.2006,-0.000107566,0.00012383,2181
23.06.2006,-0.000157754,-0.0000171,2182
26.06.2006,-0.000172552,-0.0000441,2185
27.06.2006,-0.00013324,0.0000741,2186
28.06.2006,-0.0000494,-0.0000493,2187
29.06.2006,-0.0000974,0.0000909,2188
30.06.2006,-0.0000532,0.0000672,2189
03.07.2006,-0.000314109,-0.000025,2192
04.07.2006,-0.000033,0.000113109,2193
05.07.2006,0.0000765,-0.0000246,2194
06.07.2006,-0.00018473,-0.00011775,2195
07.07.2006,-0.0000699,0.0000254,2196
10.07.2006,0.0000522,0.0000454,2199
11.07.2006,-0.0000576,-0.0000136,2200
12.07.2006,-0.000171615,0.0000635,2201
13.07.2006,0.00000559,0.0000775,2202
14.07.2006,-0.000277617,0.0000141,2203
17.07.2006,-0.000160034,-0.0000231,2206
18.07.2006,0.0000555,0.0000386,2207
19.07.2006,-0.000226967,-0.000126716,2208
20.07.2006,0.000131397,0.0000578,2209
21.07.2006,0.0000907,-0.00000558,2210
24.07.2006,-0.000326608,0.0000469,2213
25.07.2006,-0.0000172,0.0000353,2214
26.07.2006,-0.000068,0.000038,2215
27.07.2006,-0.000175827,0.0000722,2216
28.07.2006,-0.000000139,-0.0000237,2217
31.07.2006,0.0000981,-0.0000871,2220
01.08.2006,0.0000448,0.000213728,2221
02.08.2006,-0.0000896,-0.0000122,2222
03.08.2006,-0.000293331,-0.0000509,2223
04.08.2006,0.0000133,0.0000129,2224
07.08.2006,-0.0000028,-0.0000427,2227
08.08.2006,-0.000144344,-0.000175567,2228
09.08.2006,-0.000199143,-0.0000939,2229
10.08.2006,-0.000107363,0.0000947,2230
11.08.2006,-0.000170718,0.0000852,2231
14.08.2006,0.0000011,0.0000699,2234
15.08.2006,-0.000246757,-0.000311209,2235
16.08.2006,-0.0000225,-0.0000384,2236
17.08.2006,0.0000367,-0.0000813,2237
18.08.2006,-0.000163024,-0.0000718,2238
21.08.2006,-0.000414877,0.0000884,2241
22.08.2006,0.0000773,0.000142659,2242
23.08.2006,0.0000194,-0.0000904,2243
24.08.2006,-0.000178107,-0.0000651,2244
25.08.2006,-0.000165452,0.00000106,2245
28.08.2006,-0.000000649,0.000104263,2248
29.08.2006,-0.000162842,-0.000048,2249
30.08.2006,-0.0000311,0.0000701,2250
31.08.2006,0.0000689,0.000096,2251
01.09.2006,-0.0000117,-0.000130254,2252
04.09.2006,-0.000024,-0.0000662,2255
05.09.2006,-0.000144119,-0.0000225,2256
06.09.2006,-0.0000803,-0.0000546,2257
07.09.2006,-0.000106365,-0.0000384,2258
08.09.2006,-0.0000803,0.000115267,2259
11.09.2006,-0.0000829,-0.00000161,2262
12.09.2006,-0.000000948,0.0000592,2263
13.09.2006,-0.000148781,-0.000217389,2264
14.09.2006,0.000136434,0.00002,2265
15.09.2006,-0.000099,-0.0000683,2266
18.09.2006,-0.000159685,-0.0000117,2269
19.09.2006,-0.00008,-0.0000669,2270
20.09.2006,-0.000112968,0.0000811,2271
21.09.2006,-0.000216866,-0.00000114,2272
22.09.2006,-0.0000957,0.0000252,2273
25.09.2006,-0.000202069,-0.0000145,2276
26.09.2006,-0.000479299,-0.000115541,2277
27.09.2006,-0.0000611,0.000247362,2278
28.09.2006,-0.000107948,-0.000169354,2279
29.09.2006,-0.0000681,-0.000149081,2280
02.10.2006,-0.000131363,0.0000263,2283
03.10.2006,-0.0000188,0.0000679,2284
04.10.2006,-0.0000737,-0.000222312,2285
05.10.2006,-0.000269014,-0.000045,2286
06.10.2006,-0.0000713,-0.000147099,2287
09.10.2006,-0.000175983,0.0000175,2290
10.10.2006,-0.000036,0.0000231,2291
11.10.2006,0.0000218,-0.000169032,2292
12.10.2006,-0.000151287,-0.000247942,2293
13.10.2006,-0.0000198,0.0000131,2294
16.10.2006,-0.0000126,0.0000609,2297
17.10.2006,0.0000197,0.0000726,2298
18.10.2006,-0.0000426,-0.000389624,2299
19.10.2006,0.0000608,0.0000165,2300
20.10.2006,-0.0000996,-0.0000408,2301
23.10.2006,-0.0000121,0.000178011,2304
24.10.2006,0.000119895,0.00000305,2305
25.10.2006,-0.00021301,0.0000754,2306
26.10.2006,-0.0000367,0.0000251,2307
27.10.2006,-0.0000431,-0.0000121,2308
30.10.2006,-0.000327199,0.0000637,2311
31.10.2006,-0.000154707,0.000159143,2312
01.11.2006,-0.000123982,0.00000809,2313
02.11.2006,0.0000429,0.000178981,2314
03.11.2006,-0.0000245,-0.0000574,2315
07.11.2006,0.0000167,0.0000484,2319
08.11.2006,-0.000197932,-0.0000233,2320
09.11.2006,0.0000256,0.0000848,2321
10.11.2006,-0.0000716,-0.0000471,2322
13.11.2006,0.00000232,0.0000248,2325
14.11.2006,-0.000160617,0.0000808,2326
15.11.2006,-0.0000124,-0.0000685,2327
16.11.2006,-0.0000858,0.000248535,2328
17.11.2006,0.000101934,0.000105407,2329
20.11.2006,-0.0000157,-0.000000122,2332
21.11.2006,-0.00000769,-0.0000416,2333
22.11.2006,0.0000111,0.0000393,2334
23.11.2006,-0.0000913,-0.000126792,2335
24.11.2006,0.0000152,-0.0000955,2336
27.11.2006,-0.000116286,0.0000672,2339
28.11.2006,0.0000479,0.0000849,2340
29.11.2006,-0.000280928,-0.00000841,2341
30.11.2006,0.00014785,0.0000265,2342
01.12.2006,0.00000726,-0.0000292,2343
04.12.2006,-0.0000832,0.000021,2346
05.12.2006,-0.0000384,0.0000103,2347
06.12.2006,-0.000078,-0.000115828,2348
07.12.2006,-0.0000179,-0.0000507,2349
08.12.2006,-0.0000836,-0.0000126,2350
11.12.2006,0.0000947,0.000196986,2353
12.12.2006,-0.0000906,0.0000672,2354
13.12.2006,-0.0000944,0.0000348,2355
14.12.2006,-0.0000277,-0.000215175,2356
15.12.2006,0.00000797,0.0000213,2357
18.12.2006,0.0000144,0.000113844,2360
19.12.2006,0.0000197,0.000121239,2361
20.12.2006,-0.000261579,0.0000563,2362
21.12.2006,-0.0000225,0.000120987,2363
22.12.2006,-0.0000193,-0.0000508,2364
25.12.2006,-0.000101528,0.000230718,2367
26.12.2006,-0.00000711,0.0000862,2368
27.12.2006,-0.0000707,0.000180003,2369
28.12.2006,0.00010155,0.000205536,2370
29.12.2006,-0.0000187,-0.0000479,2371
10.01.2007,-0.000142895,0.00015771,2383
11.01.2007,-0.00016382,-0.0000109,2384
12.01.2007,0.0000316,0.00000257,2385
15.01.2007,0.0000541,0.0000642,2388
16.01.2007,0.00011238,0.000265198,2389
17.01.2007,-0.0000608,0.00012667,2390
18.01.2007,0.0000153,-0.0000516,2391
19.01.2007,-0.0000627,0.0000925,2392
22.01.2007,-0.000148553,-0.0000448,2395
23.01.2007,0.0000736,0.000136857,2396
24.01.2007,-0.0000957,-0.0000121,2397
25.01.2007,0.000103966,0.000180328,2398
26.01.2007,0.0000341,-0.0000336,2399
29.01.2007,-0.0000789,0.0000263,2402
30.01.2007,-0.0000164,0.0000243,2403
31.01.2007,-0.000108967,-0.0000533,2404
01.02.2007,0.0000343,-0.00000162,2405
02.02.2007,-0.0000313,0.0000393,2406
05.02.2007,-0.00000025,0.0000282,2409
06.02.2007,0.0000515,0.000130953,2410
07.02.2007,0.0000996,-0.0000649,2411
08.02.2007,0.0000143,0.000111735,2412
09.02.2007,-0.0000517,-0.000012,2413
12.02.2007,-0.0000539,0.0000264,2416
13.02.2007,-0.000202869,0.0000824,2417
14.02.2007,-0.0000849,0.000130576,2418
15.02.2007,0.0000786,0.0000331,2419
16.02.2007,-0.000006,-0.000014,2420
19.02.2007,0.0000251,0.0000886,2423
20.02.2007,-0.0000959,0.0000914,2424
21.02.2007,-0.000128748,-0.000320603,2425
22.02.2007,-0.000150691,-0.0000679,2426
26.02.2007,0.0000144,0.0000213,2430
27.02.2007,-0.0000822,0.0000606,2431
28.02.2007,-0.000537499,0.000164192,2432
01.03.2007,-0.000404597,0.0000551,2433
02.03.2007,-0.000331687,-0.000122607,2434
05.03.2007,-0.000126291,-0.0000159,2437
06.03.2007,-0.000531264,0.000273064,2438
07.03.2007,-0.000351826,-0.000159496,2439
09.03.2007,-0.0000164,-0.000012,2441
12.03.2007,0.0000687,0.0000869,2444
13.03.2007,-0.0000592,-0.000104948,2445
14.03.2007,0.0000298,0.000113371,2446
15.03.2007,-0.000403314,-0.000112422,2447
16.03.2007,-0.000047,-0.0000195,2448
19.03.2007,-0.0000785,0.000127955,2451
20.03.2007,0.0000148,-0.0000579,2452
21.03.2007,0.00000614,0.0000515,2453
22.03.2007,-0.000186343,-0.0000285,2454
23.03.2007,0.0000669,0.0000177,2455
26.03.2007,0.0000325,-0.000286667,2458
27.03.2007,-0.0000221,0.000225756,2459
28.03.2007,-0.000296549,0.0000247,2460
29.03.2007,0.0000079,0.0000755,2461
30.03.2007,-0.000111951,0.0000938,2462
02.04.2007,-0.000132952,-0.000038,2465
03.04.2007,-0.000134882,-0.0000026,2466
04.04.2007,-0.0000742,0.000224006,2467
05.04.2007,0.0000939,0.00000932,2468
06.04.2007,0.0000673,-0.000111988,2469
09.04.2007,-0.0000045,0.0000648,2472
10.04.2007,-0.0000868,-0.000196664,2473
11.04.2007,0.0000897,0.000023,2474
12.04.2007,0.00000283,-0.0000272,2475
13.04.2007,-0.000262602,0.00000783,2476
16.04.2007,0.000111982,0.0000677,2479
17.04.2007,-0.0000948,-0.0000872,2480
18.04.2007,0.0000705,0.000172644,2481
19.04.2007,-0.000229565,0.0000154,2482
20.04.2007,-0.000366816,-0.0000287,2483
23.04.2007,-0.000114983,0.0000951,2486
24.04.2007,-0.0000865,-0.0000433,2487
25.04.2007,-0.000229501,0.0000112,2488
26.04.2007,0.000072,0.0000514,2489
27.04.2007,-0.000247319,-0.00012183,2490
28.04.2007,-0.000239192,0.0000663,2491
02.05.2007,0.0000539,0.0000662,2495
03.05.2007,0.000045,0.0000321,2496
04.05.2007,-0.000210616,-0.000270643,2497
07.05.2007,-0.0000663,0.0000225,2500
08.05.2007,0.00026781,0.000215687,2501
10.05.2007,-0.0000251,-0.000132622,2503
11.05.2007,-0.0000857,-0.0000383,2504
14.05.2007,-0.000135071,0.0000707,2507
15.05.2007,-0.0000944,-0.0000624,2508
16.05.2007,-0.000285026,-0.00011464,2509
17.05.2007,0.00012202,-0.0000154,2510
18.05.2007,0.0000895,0.0000853,2511
21.05.2007,0.0000054,0.000246488,2514
22.05.2007,0.00000375,0.00000558,2515
23.05.2007,-0.0000652,-0.000083,2516
24.05.2007,-0.000179566,0.000113466,2517
25.05.2007,-0.0003798,0.000138463,2518
28.05.2007,-0.000216214,0.0000249,2521
29.05.2007,-0.00032975,0.0000498,2522
30.05.2007,-0.00027521,0.0000818,2523
31.05.2007,-0.000200348,-0.000140669,2524
01.06.2007,-0.0000539,0.000232248,2525
04.06.2007,0.0000108,0.000000829,2528
05.06.2007,-0.000354087,-0.000208421,2529
06.06.2007,-0.000107988,0.000142362,2530
07.06.2007,-0.0000713,-0.000137753,2531
08.06.2007,0.0000413,0.0000723,2532
09.06.2007,-0.000156124,0.000172871,2533
13.06.2007,-0.000000688,0.0000262,2537
14.06.2007,-0.000136531,-0.000375171,2538
15.06.2007,-0.0000302,-0.0000248,2539
18.06.2007,-0.000123138,-0.000204194,2542
19.06.2007,-0.0000923,0.0000645,2543
20.06.2007,-0.000164847,-0.000144,2544
21.06.2007,-0.00000206,-0.0000774,2545
22.06.2007,-0.000124971,0.0000139,2546
25.06.2007,-0.0000982,-0.0000421,2549
26.06.2007,-0.000190834,-0.000124841,2550
27.06.2007,-0.0000337,-0.000187768,2551
28.06.2007,-0.000413042,-0.0000146,2552
29.06.2007,-0.00000717,-0.0000385,2553
02.07.2007,-0.0000589,0.0000954,2556
03.07.2007,-0.000114303,-0.0000211,2557
04.07.2007,0.0000452,0.000124051,2558
05.07.2007,0.000113876,-0.0000447,2559
06.07.2007,-0.000159917,-0.000116525,2560
09.07.2007,0.000111799,-0.0000842,2563
10.07.2007,0.000136547,-0.000148003,2564
11.07.2007,-0.00018683,0.0000414,2565
12.07.2007,-0.000248444,-0.0002182,2566
13.07.2007,-0.0000994,-0.0000562,2567
16.07.2007,0.0000275,0.000034,2570
17.07.2007,-0.0000563,0.000101189,2571
18.07.2007,0.0000234,0.000158965,2572
19.07.2007,-0.00026086,-0.00000178,2573
20.07.2007,-0.0000929,0.0000194,2574
23.07.2007,-0.0000568,-0.000125334,2577
24.07.2007,-0.000119102,0.000069,2578
25.07.2007,-0.000161551,-0.00022471,2579
26.07.2007,-0.000315104,0.000108991,2580
27.07.2007,-0.000519599,0.000019,2581
30.07.2007,-0.0000289,-0.000151804,2584
31.07.2007,-0.0000956,-0.000193636,2585
01.08.2007,0.000000838,0.0000204,2586
02.08.2007,-0.00051129,-0.000123675,2587
03.08.2007,-0.000108024,-0.0000536,2588
06.08.2007,-0.000148454,-0.000145611,2591
07.08.2007,-0.000107545,0.0000074,2592
08.08.2007,-0.000105962,0.0000758,2593
09.08.2007,-0.000241599,-0.0000217,2594
10.08.2007,-0.0000341,-0.000000269,2595
13.08.2007,-0.000352583,-0.00018619,2598
14.08.2007,-0.000139965,-0.000263761,2599
