Date,ER,DD,dflows,LER,dLER,dPoil,dDate,match,dflows2
10.03.2003,31.5619,0.370664692,-0.001349201,3.553632305,-0.060181052,2.962749378,5,986,-0.0053898
15.03.2003,31.382,0.366752667,0.000332491,3.449352424,-0.571621682,-10.42798812,5,991,-0.002605132
20.03.2003,31.3976,0.364486508,-0.003075487,3.33220451,0.049697674,-11.71479134,5,996,-0.002377709
25.03.2003,31.3803,0.363539943,0.000406213,3.306153833,-0.055114938,-2.60506772,7,1003,-0.000821934
01.04.2003,31.3801,0.363073043,0.005862925,3.330059354,-0.000637345,2.390552085,4,1007,-0.000473563
05.04.2003,31.2818,0.361338814,-0.001997494,3.243373296,-0.313747526,-8.668605736,5,1012,-0.001003099
10.04.2003,31.2821,0.361717586,0.002823241,3.225255432,0.000959019,-1.811786464,5,1017,0.000379122
15.04.2003,31.2345,0.359669965,0.000156663,3.208421367,-0.152279584,-1.683406487,5,1022,-0.001705724
20.04.2003,31.1899,0.357502041,0.000213574,3.248822901,-0.142892867,4.040153427,5,1027,-0.001850393
25.04.2003,31.1,0.357759633,0.00128075,3.190064743,-0.288650527,-5.875815822,6,1033,0.000919644
01.05.2003,31.1021,0.356649195,0.007248291,3.169265324,0.006752184,-2.07994187,4,1037,-0.001152052
05.05.2003,31.1021,0.358066654,-0.002970394,3.160822893,0,-0.84424309,5,1042,0.001400089
10.05.2003,31.1001,0.355958608,0.002615505,3.240637317,-0.006430641,7.981442323,5,1047,-0.002121103
15.05.2003,30.9811,0.354370343,0.000778876,3.287281858,-0.383369348,4.664454088,5,1052,-0.00071557
20.05.2003,30.89,0.353600883,0.001592525,3.284288963,-0.294483421,-0.299289412,5,1057,-9.96E-05
25.05.2003,30.8316,0.350117841,-0.001850057,3.301008654,-0.189236888,1.671969099,7,1064,-0.003060512
01.06.2003,30.709,0.346901632,0.00415559,3.280159053,-0.398436681,-2.084960112,4,1068,-0.002366866
05.06.2003,30.7599,0.347650354,-0.002555206,3.337902531,0.165612242,5.7743478,5,1073,0.000367321
10.06.2003,30.4613,0.344168669,0.003444196,3.347796605,-0.975486818,0.989407365,5,1078,-0.001316061
15.06.2003,30.5123,0.340225057,-0.002610397,3.310177983,0.167285553,-3.761862166,5,1083,-0.004343653
20.06.2003,30.3807,0.340396734,0.00281078,3.300640127,-0.432234263,-0.95378566,5,1088,0.001140419
25.06.2003,30.3511,0.336789701,-0.00347592,3.308350831,-0.097477771,0.771070462,6,1094,-0.003386128
01.07.2003,30.3809,0.334309769,0.004135938,3.343921314,0.098136081,3.557048255,4,1098,-0.002750768
05.07.2003,30.2906,0.333401493,-0.001647497,3.331132507,-0.297668812,-1.278880663,5,1103,-0.000242088
10.07.2003,30.4178,0.332666683,0.001273183,3.379973745,0.419053001,4.8841238,5,1108,-0.001675616
15.07.2003,30.4955,0.332785293,0.001165443,3.362802994,0.255116837,-1.717075154,5,1113,-0.000447795
20.07.2003,30.4316,0.330426687,-0.000245907,3.374168709,-0.209758953,1.13657156,5,1118,-0.00190345
25.07.2003,30.3557,0.332040052,0.003035502,3.342861805,-0.249723345,-3.130690463,7,1125,0.002168081
01.08.2003,30.2791,0.330440709,0.004379862,3.388787362,-0.252660323,4.592555694,4,1129,-0.001064561
05.08.2003,30.332,0.333579161,-0.000293431,3.413455279,0.17455553,2.466791747,5,1134,0.002725054
10.08.2003,30.3977,0.32994421,-2.31E-05,3.420673158,0.216368682,0.721787911,5,1139,-0.004164219
15.08.2003,30.3287,0.330075743,0.003323858,3.373483543,-0.227248873,-4.718961507,5,1144,0.000634341
20.08.2003,30.3258,0.331185676,-0.000436966,3.376904689,-0.009562357,0.3421146,5,1149,0.001125786
25.08.2003,30.31,0.328002751,-0.001573335,3.400530493,-0.052114429,2.362580358,7,1156,-0.003081465
01.09.2003,30.5036,0.330312389,0.005754557,3.3891248,0.636701837,-1.140569225,4,1160,0.000940499
05.09.2003,30.6396,0.332032189,-0.00191706,3.322154174,0.444858052,-6.697062611,5,1165,0.000722345
10.09.2003,30.6407,0.332265992,0.002193865,3.323596136,0.003590061,0.144196132,5,1170,0.000227228
15.09.2003,30.659,0.331980195,0.001766037,3.272606147,0.059706656,-5.098998835,5,1175,-0.000420242
20.09.2003,30.56,0.330499688,0.001328026,3.239070532,-0.323429283,-3.353561514,5,1180,-0.000772177
25.09.2003,30.451,0.33132241,0.001279526,3.297317251,-0.357312996,5.824671902,6,1186,0.001610143
01.10.2003,30.6142,0.337278542,0.010391276,3.331489969,0.534511927,3.417271806,4,1190,0.004878442
05.10.2003,30.4382,0.337139488,-0.001522777,3.372111801,-0.576555508,4.062183153,5,1195,0.001147335
10.10.2003,30.235,0.335090348,0.002627397,3.438171984,-0.66982048,6.606018369,5,1200,-0.000572086
15.10.2003,30.2348,0.332724321,-0.002693914,3.441379171,-0.000661487,0.320718684,5,1205,-0.002362206
20.10.2003,30.0741,0.330768638,0.001445912,3.393837027,-0.532924263,-4.754214404,5,1210,-0.000785294
25.10.2003,29.9156,0.329299484,0.000436507,3.401530659,-0.528425276,0.76936322,7,1217,-0.000303237
01.11.2003,29.9451,0.328960318,0.004331488,3.327909586,0.09856217,-7.362107356,4,1221,-0.000562109
05.11.2003,29.8608,0.33031609,-0.001670292,3.328626689,-0.281912172,0.071710293,5,1226,0.001960982
10.11.2003,29.8113,0.325527198,-0.000745866,3.361069591,-0.165906718,3.244290174,5,1231,-0.004473621
15.11.2003,29.8186,0.323668483,0.000648525,3.393837027,0.024484361,3.276743668,5,1236,-0.001927335
20.11.2003,29.7952,0.320592691,-0.001870753,3.39718936,-0.078505317,0.335233301,5,1241,-0.00291313
25.11.2003,29.7356,0.317849872,-0.002487079,3.318540148,-0.200232552,-7.864921228,6,1247,-0.002303796
01.12.2003,29.7387,0.316851123,0.005199756,3.338257582,0.010424671,1.971743391,4,1251,-0.001040996
05.12.2003,29.6953,0.316504836,-0.001304822,3.362802994,-0.146044378,2.454541179,5,1256,-2.88E-05
10.12.2003,29.5529,0.313225223,-0.000143305,3.401863826,-0.480690634,3.906083253,5,1261,-0.00225918
15.12.2003,29.4394,0.308667985,-0.000698387,3.430432507,-0.384796457,2.856868073,5,1266,-0.003770285
20.12.2003,29.245,0.302432107,-0.002640501,3.434954478,-0.662529432,0.452197153,5,1271,-0.004858872
25.12.2003,29.245,0.303053141,0.00385302,3.434954478,0,0,7,1278,0.000627656
01.01.2004,29.4545,0.296937886,0.001711472,3.434954478,0.713808089,0,4,1282,-0.007834193
05.01.2004,29.4545,0.297284531,-0.000536976,3.47506723,0,4.011275177,5,1287,0.000345615
10.01.2004,28.9918,0.291574501,0.001849239,3.46291944,-1.58336684,-1.214778994,5,1292,-0.002484905
15.01.2004,28.8691,0.286345687,-0.002423693,3.447762851,-0.424121242,-1.515658948,5,1297,-0.004383299
20.01.2004,28.7961,0.283783888,-0.00016948,3.473828073,-0.253185765,2.606522189,5,1302,-0.002060124
25.01.2004,28.5514,0.279210002,-0.001469138,3.468232783,-0.853398963,-0.55952897,7,1309,-0.002858084
01.02.2004,28.4937,0.274874733,-0.001688252,3.385406696,-0.202296147,-8.282608724,4,1313,-0.003961405
05.02.2004,28.5281,0.275114306,0.000666638,3.367985247,0.120655624,-1.74214483,5,1318,-4.00E-07
10.02.2004,28.4939,0.273561381,0.002390962,3.403195384,-0.119953716,3.521013687,5,1323,-0.001334365
15.02.2004,28.518,0.269861193,-0.001454981,3.432696049,0.084543758,2.95006644,5,1328,-0.003902226
