,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,1.1841133370916372e-05,0.20465601589741853,-0.1923890060615546,0.0480434632035718,0.5479185825962296,0.24326858503872384,-0.2509053275100236,0.19587390339231212,0.2901897879423353,-0.07242293953355114,0.15417709915839403,-0.33223898241163874,0.3267357575196247,-0.21657017908819579,0.1682188364787418,0.20520383712249538,0.14734023022310735,-0.16921650029916582,0.0705704195121021,-0.31251015918789427,-0.10552661458445425
1,0.00027454073611430816,0.24611445577802138,-0.21277156123157398,0.032530068466868456,0.45657368840170365,0.22981983874049233,-0.24450078802228192,0.15514262089243558,0.2695876508600543,-0.08137079210375972,0.14486100791794854,-0.304270616976535,0.31914517821569993,-0.18244582860474062,0.15630863622733282,0.14810036780093733,0.13258072188693715,-0.12931730640954625,0.058129935111011534,-0.244918381876916,-0.10951826534642334
2,-0.001510481874896758,0.012844448181400405,-0.1441390457276139,0.24222459512184977,0.26730596405033025,0.04400750193385208,0.15562405130769685,0.012597572983359376,-0.009118452475995352,-0.06294445093081899,0.020364376878355038,0.041448401012911106,0.04527425042581654,0.07774465999603833,-0.0037548397459922223,0.0800589185684717,-0.058097436732198124,-0.0154121141960703,-0.14037925636869697,0.029855011428865236,0.023147902086309045
3,-0.0005497901116878366,0.1194264127492782,-0.353798961700034,0.256241965595722,0.2723098078819839,0.11550266543152098,-0.011173306034749891,0.06385357615887877,-0.06950924753972477,-0.22914685487547454,0.05022445595029838,0.06540465242592845,-0.016289831426325906,0.11883325443199665,-0.20277560056148536,-0.057790752915786184,0.0008704649088166656,-0.022912339871314087,-0.1299838018473356,0.02640718307244662,0.006962162241963943
4,0.0002479921723468532,-0.1253841544929494,-0.019663851499260233,0.14814911802484224,0.3462594453812725,0.029130236615892407,0.09639898123051521,0.032603086469183154,-0.19301972217001673,-0.25023363900349416,-0.18537963265936327,0.1667271597080716,-0.03591910310675554,0.010616965756644765,-0.0950940266113513,0.10993964458973265,0.2081445007284699,-0.09052286297563042,-0.1466429147361001,-0.03921216927939725,0.10216612638443377
5,2.1952485135515903e-05,0.3875404363457608,-0.21200961656201345,0.7595197142775509,0.11731516997987282,0.3002952926627971,-0.16765723817969896,0.057956618105278,-0.2797559246658527,-0.04701443399996026,0.16392891052456132,0.19409096053778058,0.08111916710234628,0.34071459208734933,-0.25838913407479036,-0.1796408012869068,0.0036357246249251298,-0.044978119569228765,-0.012397437591194327,-0.03965610945746732,-0.23623459934207897
6,9.424829279036455e-07,0.4414517129744769,-0.16821277146945626,0.4802742371864742,-0.0062095268017930815,0.2775132452311394,-0.08028027315195854,0.19735021751004495,-0.436606851805197,-0.16086335087455486,0.349007060427171,0.12141476357844083,-0.059714622208220366,0.4443482209412607,-0.10655527765588219,-0.10842526823438603,0.2242602264762158,0.07057562037998398,0.06692782755022929,-0.22887041145086245,-0.13171928387692924
7,-5.2932144506147175e-05,0.4213474356493155,-0.1588418924956706,0.4855549366040345,-0.056312798838363,0.297493897910213,-0.06448390139384352,0.21280218601631987,-0.44099705421773705,-0.13236518874882305,0.3992263168710269,0.10071621567884886,-0.07290866641610244,0.48525809508549456,-0.06434843356960822,-0.10902312853550411,0.18554298257502266,0.08211788299930176,0.08606762465762201,-0.2588162303097611,-0.14980627758963455
8,0.00044129912241711185,0.35060366357924644,-0.046670152227351894,0.4360760751481919,-0.1605537767266584,0.2539241608102225,-0.022136369773411876,0.1970227409969788,-0.3969987665102553,-0.1391973735074714,0.382115745778825,0.11271718084651866,-0.08249749470946358,0.5107962156810116,-0.019770704004098635,-0.11170177537349371,0.1894404515067185,0.17978422433658764,0.12262429780692391,-0.29563640972533256,-0.07804869954319259
9,-0.00015809363105447755,0.39294577948129145,-0.2623088395826125,0.14023463071091324,-0.04962088377349094,0.3190995439273707,-0.10174254934327231,0.18457416770587518,-0.43126850823713947,-0.2280857177316838,0.20862946926167353,0.037334433422632825,-0.10913285109837034,0.23168526793337604,-0.08600298131096146,-0.07081707216961222,0.33859391310840686,0.005430556364161433,0.05431793856947367,-0.16957947145073982,-0.10872315708937971
